t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_1124,0.661,0.001,0.001,0.001,0.381,0.191,0.381
t_1125,0.597,0.002,0.002,0.002,0.399,0.201,0.399
t_1126,0.535,0.006,0.006,0.006,0.444,0.225,0.444
t_1127,0.508,0.011,0.011,0.011,0.502,0.257,0.502
t_1128,0.492,0.019,0.019,0.019,0.572,0.296,0.572
t_1129,0.508,0.047,0.047,0.047,0.645,0.346,0.645
t_1130,0.561,0.082,0.082,0.082,0.725,0.404,0.725
t_1131,0.603,0.115,0.115,0.115,0.807,0.461,0.807
t_1132,0.561,0.166,0.166,0.166,0.879,0.523,0.879
t_1133,0.513,0.233,0.233,0.233,0.920,0.577,0.920
t_1134,0.466,0.299,0.299,0.299,0.935,0.617,0.935
t_1135,0.403,0.361,0.361,0.361,0.912,0.637,0.912
t_1136,0.342,0.422,0.422,0.422,0.850,0.636,0.850
t_1137,0.335,0.462,0.462,0.462,0.757,0.610,0.757
t_1138,0.495,0.421,0.421,0.421,0.660,0.541,0.660
t_1139,0.742,0.371,0.371,0.371,0.553,0.462,0.553
t_1140,0.921,0.330,0.330,0.330,0.430,0.380,0.430
t_1141,0.968,0.298,0.298,0.298,0.352,0.325,0.352
t_1142,0.973,0.256,0.256,0.256,0.334,0.295,0.334
t_1143,0.974,0.224,0.224,0.224,0.389,0.307,0.389
t_1144,0.950,0.196,0.196,0.196,0.443,0.320,0.443
t_1145,0.949,0.198,0.198,0.198,0.495,0.347,0.495
t_1146,0.953,0.346,0.346,0.346,0.437,0.392,0.437
t_1147,0.948,0.297,0.297,0.297,0.323,0.310,0.323
t_1148,0.943,0.205,0.205,0.205,0.248,0.227,0.248
t_1149,0.942,0.171,0.171,0.171,0.160,0.166,0.160
t_1150,0.942,0.186,0.186,0.186,0.111,0.149,0.111
t_1151,0.940,0.227,0.227,0.227,0.077,0.152,0.077
t_1152,0.935,0.237,0.237,0.237,0.051,0.144,0.051
t_1153,0.937,0.207,0.207,0.207,0.060,0.134,0.060
t_1154,0.916,0.132,0.132,0.132,0.075,0.104,0.075
t_1155,0.910,0.093,0.093,0.093,0.057,0.075,0.057
t_1156,0.906,0.129,0.129,0.129,0.018,0.074,0.018
t_1157,0.902,0.135,0.135,0.135,0.004,0.070,0.004
t_1158,0.889,0.159,0.159,0.159,0.002,0.081,0.002
t_1159,0.870,0.198,0.198,0.198,0.002,0.100,0.002
t_1160,0.830,0.215,0.215,0.215,0.004,0.110,0.004
t_1161,0.777,0.141,0.141,0.141,0.001,0.071,0.001
t_1162,0.799,0.043,0.043,0.043,0.000,0.022,0.000
t_1163,0.832,0.030,0.030,0.030,0.001,0.016,0.001
t_1164,0.841,0.022,0.022,0.022,0.001,0.012,0.001
t_1165,0.847,0.017,0.017,0.017,0.001,0.009,0.001
t_1166,0.848,0.015,0.015,0.015,0.001,0.008,0.001
t_1167,0.836,0.012,0.012,0.012,0.001,0.007,0.001
t_1168,0.715,0.011,0.011,0.011,0.001,0.006,0.001
t_1169,0.623,0.014,0.014,0.014,0.002,0.008,0.002
t_1170,0.662,0.019,0.019,0.019,0.002,0.011,0.002
t_1171,0.691,0.025,0.025,0.025,0.002,0.014,0.002
t_1172,0.698,0.037,0.037,0.037,0.001,0.019,0.001
t_1173,0.706,0.060,0.060,0.060,0.000,0.030,0.000
t_1174,0.690,0.060,0.060,0.060,0.000,0.030,0.000
t_1175,0.661,0.052,0.052,0.052,0.000,0.026,0.000
t_1176,0.629,0.038,0.038,0.038,0.000,0.019,0.000
t_1177,0.594,0.027,0.027,0.027,0.000,0.014,0.000
t_1178,0.565,0.018,0.018,0.018,0.000,0.009,0.000
t_1179,0.563,0.011,0.011,0.011,0.001,0.006,0.001
t_1180,0.560,0.009,0.009,0.009,0.003,0.006,0.003
t_1181,0.562,0.007,0.007,0.007,0.007,0.007,0.007
t_1182,0.563,0.005,0.005,0.005,0.011,0.008,0.011
t_1183,0.555,0.003,0.003,0.003,0.013,0.008,0.013
t_1184,0.528,0.004,0.004,0.004,0.007,0.006,0.007
t_1185,0.620,0.003,0.003,0.003,0.001,0.002,0.001
t_1186,0.722,0.003,0.003,0.003,0.001,0.002,0.001
t_1187,0.786,0.003,0.003,0.003,0.001,0.002,0.001
t_1188,0.811,0.005,0.005,0.005,0.001,0.003,0.001
t_1189,0.824,0.005,0.005,0.005,0.002,0.004,0.002
t_1190,0.836,0.005,0.005,0.005,0.003,0.004,0.003
t_1191,0.844,0.004,0.004,0.004,0.004,0.004,0.004
t_1192,0.817,0.003,0.003,0.003,0.008,0.006,0.008
t_1193,0.805,0.004,0.004,0.004,0.013,0.009,0.013
t_1194,0.829,0.004,0.004,0.004,0.025,0.015,0.025
t_1195,0.830,0.004,0.004,0.004,0.042,0.023,0.042
t_1196,0.818,0.006,0.006,0.006,0.062,0.034,0.062
t_1197,0.800,0.005,0.005,0.005,0.094,0.050,0.094
t_1198,0.774,0.005,0.005,0.005,0.185,0.095,0.185
t_1199,0.745,0.006,0.006,0.006,0.281,0.144,0.281
t_1200,0.702,0.008,0.008,0.008,0.351,0.180,0.351
t_1201,0.637,0.007,0.007,0.007,0.403,0.205,0.403
t_1202,0.565,0.007,0.007,0.007,0.442,0.225,0.442
t_1203,0.499,0.006,0.006,0.006,0.469,0.238,0.469
t_1204,0.434,0.006,0.006,0.006,0.469,0.238,0.469
t_1205,0.406,0.003,0.003,0.003,0.468,0.236,0.468
t_1206,0.389,0.000,0.000,0.000,0.480,0.240,0.480
t_1207,0.372,0.000,0.000,0.000,0.460,0.230,0.460
t_1208,0.314,0.000,0.000,0.000,0.437,0.219,0.437
t_1209,0.263,0.000,0.000,0.000,0.408,0.204,0.408
t_1210,0.369,0.000,0.000,0.000,0.391,0.196,0.391
t_1211,0.575,0.000,0.000,0.000,0.421,0.211,0.421
t_1212,0.354,0.000,0.000,0.000,0.423,0.212,0.423
t_1213,0.330,0.001,0.001,0.001,0.409,0.205,0.409
t_1214,0.274,0.003,0.003,0.003,0.402,0.203,0.402
t_1215,0.343,0.003,0.003,0.003,0.396,0.200,0.396
t_1216,0.375,0.001,0.001,0.001,0.422,0.212,0.422
t_1217,0.469,0.002,0.002,0.002,0.449,0.226,0.449
t_1218,0.615,0.002,0.002,0.002,0.451,0.227,0.451
t_1219,0.658,0.003,0.003,0.003,0.421,0.212,0.421
t_1220,0.656,0.006,0.006,0.006,0.372,0.189,0.372
t_1221,0.646,0.007,0.007,0.007,0.315,0.161,0.315
t_1222,0.665,0.006,0.006,0.006,0.242,0.124,0.242
t_1223,0.705,0.004,0.004,0.004,0.174,0.089,0.174
t_1224,0.752,0.002,0.002,0.002,0.116,0.059,0.116
t_1225,0.794,0.001,0.001,0.001,0.073,0.037,0.073
t_1226,0.822,0.001,0.001,0.001,0.050,0.026,0.050
t_1227,0.845,0.001,0.001,0.001,0.045,0.023,0.045
t_1228,0.848,0.005,0.005,0.005,0.049,0.027,0.049
t_1229,0.858,0.005,0.005,0.005,0.058,0.032,0.058
t_1230,0.864,0.004,0.004,0.004,0.068,0.036,0.068
t_1231,0.858,0.003,0.003,0.003,0.074,0.039,0.074
t_1232,0.830,0.002,0.002,0.002,0.054,0.028,0.054
t_1233,0.798,0.000,0.000,0.000,0.039,0.020,0.039
t_1234,0.825,0.003,0.003,0.003,0.042,0.023,0.042
t_1235,0.819,0.005,0.005,0.005,0.034,0.020,0.034
t_1236,0.803,0.008,0.008,0.008,0.033,0.021,0.033
t_1237,0.788,0.010,0.010,0.010,0.027,0.019,0.027
t_1238,0.813,0.010,0.010,0.010,0.021,0.016,0.021
t_1239,0.852,0.035,0.035,0.035,0.018,0.027,0.018
t_1240,0.835,0.015,0.015,0.015,0.018,0.017,0.018
t_1241,0.851,0.005,0.005,0.005,0.029,0.017,0.029
t_1242,0.873,0.003,0.003,0.003,0.047,0.025,0.047
t_1243,0.874,0.002,0.002,0.002,0.054,0.028,0.054
t_1244,0.868,0.004,0.004,0.004,0.049,0.027,0.049
t_1245,0.865,0.000,0.000,0.000,0.042,0.021,0.042
t_1246,0.860,0.000,0.000,0.000,0.038,0.019,0.038
t_1247,0.839,0.000,0.000,0.000,0.042,0.021,0.042
t_1248,0.806,0.000,0.000,0.000,0.054,0.027,0.054
t_1249,0.790,0.000,0.000,0.000,0.074,0.037,0.074
t_1250,0.811,0.000,0.000,0.000,0.099,0.050,0.099
t_1251,0.834,0.000,0.000,0.000,0.122,0.061,0.122
t_1252,0.830,0.000,0.000,0.000,0.178,0.089,0.178
t_1253,0.828,0.001,0.001,0.001,0.255,0.128,0.255
t_1254,0.841,0.004,0.004,0.004,0.327,0.166,0.327
t_1255,0.844,0.007,0.007,0.007,0.372,0.190,0.372
t_1256,0.830,0.010,0.010,0.010,0.375,0.193,0.375
t_1257,0.832,0.012,0.012,0.012,0.389,0.201,0.389
t_1258,0.848,0.013,0.013,0.013,0.425,0.219,0.425
t_1259,0.874,0.019,0.019,0.019,0.465,0.242,0.465
t_1260,0.877,0.033,0.033,0.033,0.528,0.281,0.528
t_1261,0.897,0.054,0.054,0.054,0.582,0.318,0.582
t_1262,0.907,0.067,0.067,0.067,0.613,0.340,0.613
t_1263,0.903,0.066,0.066,0.066,0.650,0.358,0.650
t_1264,0.846,0.063,0.063,0.063,0.667,0.365,0.667
t_1265,0.820,0.070,0.070,0.070,0.673,0.372,0.673
t_1266,0.844,0.090,0.090,0.090,0.645,0.368,0.645
t_1267,0.867,0.085,0.085,0.085,0.646,0.366,0.646
t_1268,0.881,0.074,0.074,0.074,0.651,0.363,0.651
t_1269,0.884,0.057,0.057,0.057,0.645,0.351,0.645
t_1270,0.879,0.046,0.046,0.046,0.650,0.348,0.650
t_1271,0.845,0.039,0.039,0.039,0.631,0.335,0.631
t_1272,0.831,0.045,0.045,0.045,0.623,0.334,0.623
t_1273,0.829,0.045,0.045,0.045,0.616,0.331,0.616
t_1274,0.836,0.060,0.060,0.060,0.608,0.334,0.608
t_1275,0.838,0.055,0.055,0.055,0.574,0.315,0.574
t_1276,0.834,0.044,0.044,0.044,0.538,0.291,0.538
t_1277,0.828,0.105,0.105,0.105,0.505,0.305,0.505
t_1278,0.820,0.089,0.089,0.089,0.477,0.283,0.477
t_1279,0.804,0.061,0.061,0.061,0.444,0.253,0.444
t_1280,0.784,0.029,0.029,0.029,0.431,0.230,0.431
t_1281,0.788,0.008,0.008,0.008,0.462,0.235,0.462
t_1282,0.867,0.005,0.005,0.005,0.492,0.249,0.492
t_1283,0.918,0.006,0.006,0.006,0.530,0.268,0.530
t_1284,0.933,0.006,0.006,0.006,0.606,0.306,0.606
t_1285,0.937,0.007,0.007,0.007,0.651,0.329,0.651
t_1286,0.939,0.008,0.008,0.008,0.660,0.334,0.660
t_1287,0.937,0.009,0.009,0.009,0.656,0.333,0.656
t_1288,0.917,0.008,0.008,0.008,0.662,0.335,0.662
t_1289,0.891,0.011,0.011,0.011,0.666,0.339,0.666
t_1290,0.885,0.020,0.020,0.020,0.639,0.330,0.639
t_1291,0.874,0.028,0.028,0.028,0.593,0.311,0.593
t_1292,0.859,0.032,0.032,0.032,0.546,0.289,0.546
t_1293,0.847,0.024,0.024,0.024,0.463,0.244,0.463
t_1294,0.840,0.030,0.030,0.030,0.402,0.216,0.402
t_1295,0.843,0.037,0.037,0.037,0.336,0.187,0.336
t_1296,0.846,0.069,0.069,0.069,0.278,0.174,0.278
t_1297,0.857,0.060,0.060,0.060,0.228,0.144,0.228
t_1298,0.864,0.048,0.048,0.048,0.200,0.124,0.200
t_1299,0.863,0.047,0.047,0.047,0.172,0.110,0.172
t_1300,0.857,0.027,0.027,0.027,0.148,0.088,0.148
t_1301,0.857,0.016,0.016,0.016,0.127,0.072,0.127
t_1302,0.860,0.003,0.003,0.003,0.108,0.056,0.108
t_1303,0.859,0.003,0.003,0.003,0.094,0.049,0.094
t_1304,0.856,0.003,0.003,0.003,0.072,0.038,0.072
t_1305,0.869,0.005,0.005,0.005,0.099,0.052,0.099
t_1306,0.885,0.031,0.031,0.031,0.086,0.059,0.086
t_1307,0.898,0.042,0.042,0.042,0.058,0.050,0.058
t_1308,0.905,0.060,0.060,0.060,0.040,0.050,0.040
t_1309,0.906,0.105,0.105,0.105,0.023,0.064,0.023
t_1310,0.907,0.153,0.153,0.153,0.015,0.084,0.015
t_1311,0.905,0.169,0.169,0.169,0.008,0.089,0.008
t_1312,0.891,0.131,0.131,0.131,0.004,0.068,0.004
t_1313,0.871,0.138,0.138,0.138,0.004,0.071,0.004
t_1314,0.875,0.093,0.093,0.093,0.003,0.048,0.003
t_1315,0.873,0.089,0.089,0.089,0.002,0.046,0.002
t_1316,0.852,0.077,0.077,0.077,0.001,0.039,0.001
t_1317,0.810,0.063,0.063,0.063,0.000,0.032,0.000
t_1318,0.776,0.057,0.057,0.057,0.000,0.029,0.000
t_1319,0.731,0.057,0.057,0.057,0.000,0.029,0.000
t_1320,0.666,0.065,0.065,0.065,0.000,0.033,0.000
t_1321,0.601,0.060,0.060,0.060,0.000,0.030,0.000
t_1322,0.539,0.072,0.072,0.072,0.000,0.036,0.000
t_1323,0.472,0.073,0.073,0.073,0.000,0.037,0.000
t_1324,0.338,0.076,0.076,0.076,0.000,0.038,0.000
t_1325,0.242,0.080,0.080,0.080,0.001,0.041,0.001
t_1326,0.176,0.072,0.072,0.072,0.003,0.038,0.003
t_1327,0.113,0.051,0.051,0.051,0.006,0.029,0.006
t_1328,0.043,0.022,0.022,0.022,0.002,0.012,0.002
t_1329,0.059,0.002,0.002,0.002,0.000,0.001,0.000
t_1330,0.010,0.000,0.000,0.000,0.000,0.000,0.000
t_1331,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t_1332,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t_1333,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t_1334,0.000,0.000,0.000,0.000,0.000,0.000,0.000
t_1335,0.000,0.000,0.000,0.000,0.001,0.001,0.001
t_1336,0.000,0.000,0.000,0.000,0.001,0.001,0.001
t_1337,0.000,0.000,0.000,0.000,0.005,0.003,0.005
t_1338,0.000,0.000,0.000,0.000,0.015,0.008,0.015
t_1339,0.001,0.001,0.001,0.001,0.053,0.027,0.053
t_1340,0.002,0.033,0.033,0.033,0.113,0.073,0.113
t_1341,0.004,0.073,0.073,0.073,0.167,0.120,0.167
t_1342,0.002,0.047,0.047,0.047,0.185,0.116,0.185
t_1343,0.002,0.036,0.036,0.036,0.205,0.121,0.205
t_1344,0.004,0.043,0.043,0.043,0.236,0.140,0.236
t_1345,0.007,0.061,0.061,0.061,0.282,0.172,0.282
t_1346,0.012,0.087,0.087,0.087,0.347,0.217,0.347
t_1347,0.018,0.105,0.105,0.105,0.398,0.252,0.398
t_1348,0.027,0.112,0.112,0.112,0.439,0.276,0.439
t_1349,0.036,0.114,0.114,0.114,0.466,0.290,0.466
t_1350,0.066,0.126,0.126,0.126,0.491,0.309,0.491
t_1351,0.103,0.157,0.157,0.157,0.507,0.332,0.507
t_1352,0.101,0.177,0.177,0.177,0.480,0.329,0.480
t_1353,0.020,0.073,0.073,0.073,0.412,0.243,0.412
t_1354,0.027,0.076,0.076,0.076,0.503,0.290,0.503
t_1355,0.044,0.097,0.097,0.097,0.678,0.388,0.678
t_1356,0.066,0.063,0.063,0.063,0.681,0.372,0.681
t_1357,0.119,0.089,0.089,0.089,0.650,0.370,0.650
t_1358,0.191,0.131,0.131,0.131,0.649,0.390,0.649
t_1359,0.216,0.160,0.160,0.160,0.618,0.389,0.618
t_1360,0.178,0.110,0.110,0.110,0.614,0.362,0.614
t_1361,0.226,0.089,0.089,0.089,0.613,0.351,0.613
t_1362,0.287,0.069,0.069,0.069,0.618,0.344,0.618
t_1363,0.318,0.082,0.082,0.082,0.613,0.348,0.613
t_1364,0.331,0.117,0.117,0.117,0.609,0.363,0.609
t_1365,0.364,0.110,0.110,0.110,0.614,0.362,0.614
t_1366,0.415,0.114,0.114,0.114,0.630,0.372,0.630
t_1367,0.442,0.111,0.111,0.111,0.646,0.379,0.646
t_1368,0.445,0.089,0.089,0.089,0.652,0.371,0.652
t_1369,0.454,0.069,0.069,0.069,0.664,0.367,0.664
t_1370,0.443,0.086,0.086,0.086,0.725,0.406,0.725
t_1371,0.450,0.090,0.090,0.090,0.777,0.434,0.777
t_1372,0.503,0.055,0.055,0.055,0.825,0.440,0.825
t_1373,0.580,0.029,0.029,0.029,0.832,0.431,0.832
t_1374,0.645,0.010,0.010,0.010,0.819,0.415,0.819
t_1375,0.643,0.003,0.003,0.003,0.775,0.389,0.775
t_1376,0.595,0.002,0.002,0.002,0.731,0.367,0.731
t_1377,0.592,0.001,0.001,0.001,0.699,0.350,0.699
t_1378,0.675,0.001,0.001,0.001,0.663,0.332,0.663
t_1379,0.692,0.001,0.001,0.001,0.640,0.321,0.640
t_1380,0.669,0.002,0.002,0.002,0.647,0.325,0.647
t_1381,0.680,0.002,0.002,0.002,0.609,0.306,0.609
t_1382,0.694,0.001,0.001,0.001,0.594,0.298,0.594
t_1383,0.707,0.000,0.000,0.000,0.564,0.282,0.564
t_1384,0.654,0.000,0.000,0.000,0.525,0.263,0.525
t_1385,0.604,0.000,0.000,0.000,0.497,0.249,0.497
t_1386,0.597,0.000,0.000,0.000,0.501,0.251,0.501
t_1387,0.559,0.000,0.000,0.000,0.492,0.246,0.492
t_1388,0.488,0.000,0.000,0.000,0.469,0.235,0.469
t_1389,0.393,0.000,0.000,0.000,0.446,0.223,0.446
t_1390,0.310,0.000,0.000,0.000,0.431,0.216,0.431
t_1391,0.219,0.000,0.000,0.000,0.416,0.208,0.416
t_1392,0.141,0.005,0.005,0.005,0.392,0.199,0.392
t_1393,0.086,0.012,0.012,0.012,0.360,0.186,0.360
t_1394,0.053,0.029,0.029,0.029,0.338,0.184,0.338
t_1395,0.076,0.057,0.057,0.057,0.322,0.190,0.322
t_1396,0.051,0.076,0.076,0.076,0.293,0.185,0.293
t_1397,0.020,0.090,0.090,0.090,0.249,0.170,0.249
t_1398,0.009,0.077,0.077,0.077,0.196,0.137,0.196
t_1399,0.013,0.071,0.071,0.071,0.151,0.111,0.151
t_1400,0.010,0.075,0.075,0.075,0.074,0.075,0.074
t_1401,0.026,0.014,0.014,0.014,0.025,0.020,0.025
t_1402,0.139,0.000,0.000,0.000,0.005,0.003,0.005
t_1403,0.255,0.000,0.000,0.000,0.001,0.001,0.001
t_1404,0.408,0.000,0.000,0.000,0.000,0.000,0.000
t_1405,0.563,0.000,0.000,0.000,0.000,0.000,0.000
t_1406,0.675,0.000,0.000,0.000,0.000,0.000,0.000
t_1407,0.773,0.000,0.000,0.000,0.001,0.001,0.001
t_1408,0.789,0.000,0.000,0.000,0.004,0.002,0.004
t_1409,0.785,0.000,0.000,0.000,0.022,0.011,0.022
t_1410,0.776,0.035,0.035,0.035,0.056,0.046,0.056
t_1411,0.628,0.187,0.187,0.187,0.059,0.123,0.059
t_1412,0.632,0.376,0.376,0.376,0.027,0.202,0.027
t_1413,0.647,0.484,0.484,0.484,0.020,0.252,0.020
t_1414,0.691,0.566,0.566,0.566,0.016,0.291,0.016
t_1415,0.763,0.577,0.577,0.577,0.015,0.296,0.015
t_1416,0.710,0.537,0.537,0.537,0.021,0.279,0.021
t_1417,0.615,0.328,0.328,0.328,0.029,0.179,0.029
t_1418,0.523,0.275,0.275,0.275,0.037,0.156,0.037
t_1419,0.496,0.236,0.236,0.236,0.049,0.143,0.049
t_1420,0.490,0.219,0.219,0.219,0.047,0.133,0.047
t_1421,0.412,0.218,0.218,0.218,0.063,0.141,0.063
t_1422,0.349,0.307,0.307,0.307,0.066,0.187,0.066
t_1423,0.338,0.391,0.391,0.391,0.071,0.231,0.071
t_1424,0.288,0.345,0.345,0.345,0.049,0.197,0.049
t_1425,0.243,0.179,0.179,0.179,0.038,0.109,0.038
t_1426,0.267,0.060,0.060,0.060,0.033,0.047,0.033
t_1427,0.299,0.052,0.052,0.052,0.020,0.036,0.020
t_1428,0.281,0.050,0.050,0.050,0.013,0.032,0.013
t_1429,0.229,0.039,0.039,0.039,0.004,0.022,0.004
t_1430,0.152,0.028,0.028,0.028,0.002,0.015,0.002
t_1431,0.090,0.018,0.018,0.018,0.000,0.009,0.000
t_1432,0.037,0.014,0.014,0.014,0.000,0.007,0.000
t_1433,0.019,0.012,0.012,0.012,0.000,0.006,0.000
t_1434,0.012,0.013,0.013,0.013,0.000,0.007,0.000
t_1435,0.009,0.014,0.014,0.014,0.001,0.008,0.001
t_1436,0.006,0.017,0.017,0.017,0.005,0.011,0.005
t_1437,0.005,0.021,0.021,0.021,0.011,0.016,0.011
t_1438,0.004,0.024,0.024,0.024,0.025,0.025,0.025
t_1439,0.004,0.020,0.020,0.020,0.039,0.030,0.039
t_1440,0.003,0.028,0.028,0.028,0.042,0.035,0.042
t_1441,0.003,0.024,0.024,0.024,0.040,0.032,0.040
t_1442,0.005,0.022,0.022,0.022,0.036,0.029,0.036
t_1443,0.005,0.022,0.022,0.022,0.028,0.025,0.028
t_1444,0.010,0.014,0.014,0.014,0.020,0.017,0.020
t_1445,0.015,0.014,0.014,0.014,0.016,0.015,0.016
t_1446,0.029,0.011,0.011,0.011,0.020,0.016,0.020
t_1447,0.042,0.008,0.008,0.008,0.025,0.017,0.025
t_1448,0.036,0.005,0.005,0.005,0.025,0.015,0.025
t_1449,0.043,0.003,0.003,0.003,0.015,0.009,0.015
t_1450,0.066,0.008,0.008,0.008,0.006,0.007,0.006
t_1451,0.068,0.012,0.012,0.012,0.010,0.011,0.010
t_1452,0.066,0.016,0.016,0.016,0.010,0.013,0.010
t_1453,0.079,0.020,0.020,0.020,0.009,0.015,0.009
t_1454,0.098,0.021,0.021,0.021,0.010,0.016,0.010
t_1455,0.116,0.020,0.020,0.020,0.009,0.015,0.009
t_1456,0.111,0.017,0.017,0.017,0.010,0.014,0.010
t_1457,0.086,0.011,0.011,0.011,0.020,0.016,0.020
t_1458,0.086,0.005,0.005,0.005,0.040,0.023,0.040
t_1459,0.085,0.002,0.002,0.002,0.069,0.036,0.069
t_1460,0.080,0.001,0.001,0.001,0.098,0.050,0.098
t_1461,0.074,0.000,0.000,0.000,0.113,0.057,0.113
t_1462,0.082,0.000,0.000,0.000,0.111,0.056,0.111
t_1463,0.098,0.000,0.000,0.000,0.097,0.049,0.097
t_1464,0.115,0.000,0.000,0.000,0.073,0.037,0.073
t_1465,0.126,0.000,0.000,0.000,0.046,0.023,0.046
t_1466,0.120,0.000,0.000,0.000,0.026,0.013,0.026
t_1467,0.112,0.000,0.000,0.000,0.018,0.009,0.018
t_1468,0.111,0.000,0.000,0.000,0.015,0.008,0.015
t_1469,0.107,0.000,0.000,0.000,0.013,0.007,0.013
t_1470,0.112,0.000,0.000,0.000,0.009,0.005,0.009
t_1471,0.117,0.000,0.000,0.000,0.004,0.002,0.004
t_1472,0.087,0.000,0.000,0.000,0.002,0.001,0.002
t_1473,0.125,0.000,0.000,0.000,0.000,0.000,0.000
t_1474,0.157,0.000,0.000,0.000,0.000,0.000,0.000
t_1475,0.096,0.000,0.000,0.000,0.000,0.000,0.000
t_1476,0.048,0.000,0.000,0.000,0.000,0.000,0.000
t_1477,0.024,0.000,0.000,0.000,0.000,0.000,0.000
t_1478,0.012,0.000,0.000,0.000,0.000,0.000,0.000
t_1479,0.006,0.000,0.000,0.000,0.000,0.000,0.000
t_1480,0.002,0.000,0.000,0.000,0.000,0.000,0.000
t_1481,0.001,0.000,0.000,0.000,0.000,0.000,0.000
t_1482,0.000,0.000,0.000,0.000,0.004,0.002,0.004
t_1483,0.000,0.000,0.000,0.000,0.011,0.006,0.011
t_1484,0.007,0.000,0.000,0.000,0.014,0.007,0.014
t_1485,0.041,0.077,0.077,0.077,0.021,0.049,0.021
t_1486,0.089,0.314,0.314,0.314,0.016,0.165,0.016
t_1487,0.170,0.542,0.542,0.542,0.023,0.283,0.023
t_1488,0.288,0.670,0.670,0.670,0.025,0.348,0.025
t_1489,0.403,0.722,0.722,0.722,0.028,0.375,0.028
t_1490,0.463,0.769,0.769,0.769,0.035,0.402,0.035
t_1491,0.517,0.801,0.801,0.801,0.043,0.422,0.043
t_1492,0.595,0.791,0.791,0.791,0.048,0.420,0.048
t_1493,0.600,0.865,0.865,0.865,0.053,0.459,0.053
t_1494,0.666,0.890,0.890,0.890,0.065,0.478,0.065
t_1495,0.734,0.886,0.886,0.886,0.082,0.484,0.082
t_1496,0.752,0.823,0.823,0.823,0.056,0.440,0.056
t_1497,0.823,0.782,0.782,0.782,0.060,0.421,0.060
t_1498,0.899,0.769,0.769,0.769,0.091,0.430,0.091
t_1499,0.947,0.794,0.794,0.794,0.119,0.457,0.119
t_1500,0.949,0.778,0.778,0.778,0.142,0.460,0.142
t_1501,0.927,0.737,0.737,0.737,0.163,0.450,0.163
t_1502,0.886,0.551,0.551,0.551,0.183,0.367,0.183
t_1503,0.815,0.276,0.276,0.276,0.172,0.224,0.172
t_1504,0.669,0.237,0.237,0.237,0.268,0.253,0.268
t_1505,0.457,0.286,0.286,0.286,0.375,0.331,0.375
t_1506,0.279,0.335,0.335,0.335,0.426,0.381,0.426
t_1507,0.162,0.313,0.313,0.313,0.395,0.354,0.395
t_1508,0.265,0.146,0.146,0.146,0.354,0.250,0.354
t_1509,0.532,0.110,0.110,0.110,0.310,0.210,0.310
t_1510,0.682,0.073,0.073,0.073,0.207,0.140,0.207
t_1511,0.690,0.026,0.026,0.026,0.172,0.099,0.172
t_1512,0.662,0.055,0.055,0.055,0.150,0.103,0.150
t_1513,0.607,0.085,0.085,0.085,0.202,0.144,0.202
t_1514,0.490,0.102,0.102,0.102,0.239,0.171,0.239
t_1515,0.447,0.222,0.222,0.222,0.265,0.244,0.265
t_1516,0.462,0.207,0.207,0.207,0.241,0.224,0.241
t_1517,0.528,0.186,0.186,0.186,0.203,0.195,0.203
t_1518,0.544,0.269,0.269,0.269,0.118,0.194,0.118
t_1519,0.552,0.230,0.230,0.230,0.044,0.137,0.044
t_1520,0.547,0.226,0.226,0.226,0.018,0.122,0.018
t_1521,0.621,0.356,0.356,0.356,0.014,0.185,0.014
t_1522,0.724,0.398,0.398,0.398,0.008,0.203,0.008
t_1523,0.778,0.400,0.400,0.400,0.007,0.204,0.007
t_1524,0.827,0.449,0.449,0.449,0.006,0.228,0.006
t_1525,0.867,0.529,0.529,0.529,0.008,0.269,0.008
t_1526,0.902,0.595,0.595,0.595,0.009,0.302,0.009
t_1527,0.916,0.622,0.622,0.622,0.007,0.315,0.007
t_1528,0.908,0.561,0.561,0.561,0.004,0.283,0.004
t_1529,0.887,0.409,0.409,0.409,0.005,0.207,0.005
t_1530,0.929,0.412,0.412,0.412,0.011,0.212,0.011
t_1531,0.950,0.423,0.423,0.423,0.020,0.222,0.020
t_1532,0.965,0.412,0.412,0.412,0.034,0.223,0.034
t_1533,0.967,0.389,0.389,0.389,0.038,0.214,0.038
t_1534,0.973,0.414,0.414,0.414,0.052,0.233,0.052
t_1535,0.976,0.434,0.434,0.434,0.067,0.251,0.067
t_1536,0.977,0.423,0.423,0.423,0.081,0.252,0.081
t_1537,0.978,0.433,0.433,0.433,0.104,0.269,0.104
t_1538,0.979,0.467,0.467,0.467,0.130,0.299,0.130
t_1539,0.979,0.354,0.354,0.354,0.150,0.252,0.150
t_1540,0.979,0.340,0.340,0.340,0.197,0.269,0.197
t_1541,0.991,0.333,0.333,0.333,0.243,0.288,0.243
t_1542,0.991,0.340,0.340,0.340,0.273,0.307,0.273
t_1543,0.991,0.339,0.339,0.339,0.271,0.305,0.271
t_1544,0.991,0.308,0.308,0.308,0.244,0.276,0.244
t_1545,0.992,0.281,0.281,0.281,0.280,0.281,0.280
t_1546,0.988,0.308,0.308,0.308,0.318,0.313,0.318
