t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_3662,0.895,0.307,0.307,0.307,0.0,0.154,0.0
t_3663,0.908,0.374,0.374,0.374,0.001,0.188,0.001
t_3664,0.92,0.44,0.44,0.44,0.003,0.222,0.003
t_3665,0.919,0.453,0.453,0.453,0.004,0.229,0.004
t_3666,0.899,0.317,0.317,0.317,0.003,0.16,0.003
t_3667,0.884,0.194,0.194,0.194,0.004,0.099,0.004
t_3668,0.901,0.109,0.109,0.109,0.007,0.058,0.007
t_3669,0.897,0.079,0.079,0.079,0.009,0.044,0.009
t_3670,0.87,0.062,0.062,0.062,0.012,0.037,0.012
t_3671,0.819,0.057,0.057,0.057,0.012,0.035,0.012
t_3672,0.748,0.061,0.061,0.061,0.01,0.036,0.01
t_3673,0.688,0.067,0.067,0.067,0.005,0.036,0.005
t_3674,0.638,0.075,0.075,0.075,0.002,0.039,0.002
t_3675,0.584,0.077,0.077,0.077,0.002,0.04,0.002
t_3676,0.437,0.046,0.046,0.046,0.001,0.024,0.001
t_3677,0.295,0.022,0.022,0.022,0.0,0.011,0.0
t_3678,0.187,0.013,0.013,0.013,0.0,0.007,0.0
t_3679,0.165,0.012,0.012,0.012,0.0,0.006,0.0
t_3680,0.16,0.018,0.018,0.018,0.0,0.009,0.0
t_3681,0.14,0.016,0.016,0.016,0.0,0.008,0.0
t_3682,0.146,0.014,0.014,0.014,0.0,0.007,0.0
t_3683,0.148,0.015,0.015,0.015,0.0,0.008,0.0
t_3684,0.199,0.012,0.012,0.012,0.0,0.006,0.0
t_3685,0.124,0.016,0.016,0.016,0.001,0.009,0.001
t_3686,0.131,0.029,0.029,0.029,0.009,0.019,0.009
t_3687,0.14,0.053,0.053,0.053,0.028,0.041,0.028
t_3688,0.151,0.079,0.079,0.079,0.052,0.066,0.052
t_3689,0.17,0.102,0.102,0.102,0.066,0.084,0.066
t_3690,0.163,0.108,0.108,0.108,0.055,0.082,0.055
t_3691,0.126,0.097,0.097,0.097,0.066,0.082,0.066
t_3692,0.159,0.092,0.092,0.092,0.098,0.095,0.098
t_3693,0.175,0.023,0.023,0.023,0.105,0.064,0.105
t_3694,0.189,0.011,0.011,0.011,0.087,0.049,0.087
t_3695,0.183,0.008,0.008,0.008,0.059,0.034,0.059
t_3696,0.157,0.007,0.007,0.007,0.04,0.024,0.04
t_3697,0.132,0.007,0.007,0.007,0.028,0.018,0.028
t_3698,0.112,0.009,0.009,0.009,0.021,0.015,0.021
t_3699,0.093,0.009,0.009,0.009,0.017,0.013,0.017
t_3700,0.048,0.01,0.01,0.01,0.018,0.014,0.018
t_3701,0.021,0.011,0.011,0.011,0.013,0.012,0.013
t_3702,0.014,0.002,0.002,0.002,0.008,0.005,0.008
t_3703,0.001,0.0,0.0,0.0,0.012,0.006,0.012
t_3704,0.0,0.0,0.0,0.0,0.008,0.004,0.008
t_3705,0.0,0.0,0.0,0.0,0.003,0.002,0.003
t_3706,0.0,0.001,0.001,0.001,0.003,0.002,0.003
t_3707,0.0,0.002,0.002,0.002,0.007,0.005,0.007
t_3708,0.0,0.013,0.013,0.013,0.016,0.015,0.016
t_3709,0.0,0.084,0.084,0.084,0.029,0.057,0.029
t_3710,0.0,0.081,0.081,0.081,0.041,0.061,0.041
t_3711,0.0,0.13,0.13,0.13,0.045,0.088,0.045
t_3712,0.0,0.176,0.176,0.176,0.038,0.107,0.038
t_3713,0.0,0.161,0.161,0.161,0.026,0.094,0.026
t_3714,0.0,0.135,0.135,0.135,0.018,0.077,0.018
t_3715,0.0,0.068,0.068,0.068,0.027,0.048,0.027
t_3716,0.002,0.071,0.071,0.071,0.044,0.058,0.044
t_3717,0.006,0.063,0.063,0.063,0.062,0.063,0.062
t_3718,0.012,0.047,0.047,0.047,0.063,0.055,0.063
t_3719,0.016,0.03,0.03,0.03,0.055,0.043,0.055
t_3720,0.022,0.029,0.029,0.029,0.039,0.034,0.039
t_3721,0.028,0.027,0.027,0.027,0.028,0.028,0.028
t_3722,0.037,0.024,0.024,0.024,0.022,0.023,0.022
t_3723,0.05,0.02,0.02,0.02,0.021,0.021,0.021
t_3724,0.066,0.014,0.014,0.014,0.019,0.017,0.019
t_3725,0.075,0.01,0.01,0.01,0.014,0.012,0.014
t_3726,0.069,0.005,0.005,0.005,0.006,0.006,0.006
t_3727,0.08,0.006,0.006,0.006,0.025,0.016,0.025
t_3728,0.116,0.015,0.015,0.015,0.061,0.038,0.061
t_3729,0.124,0.038,0.038,0.038,0.081,0.06,0.081
t_3730,0.091,0.09,0.09,0.09,0.104,0.097,0.104
t_3731,0.048,0.141,0.141,0.141,0.113,0.127,0.113
t_3732,0.031,0.278,0.278,0.278,0.106,0.192,0.106
t_3733,0.034,0.315,0.315,0.315,0.116,0.216,0.116
t_3734,0.048,0.375,0.375,0.375,0.13,0.253,0.13
t_3735,0.063,0.414,0.414,0.414,0.144,0.279,0.144
t_3736,0.063,0.458,0.458,0.458,0.149,0.304,0.149
t_3737,0.047,0.455,0.455,0.455,0.134,0.295,0.134
t_3738,0.045,0.393,0.393,0.393,0.097,0.245,0.097
t_3739,0.065,0.379,0.379,0.379,0.101,0.24,0.101
t_3740,0.099,0.384,0.384,0.384,0.127,0.256,0.127
t_3741,0.122,0.244,0.244,0.244,0.128,0.186,0.128
t_3742,0.144,0.205,0.205,0.205,0.127,0.166,0.127
t_3743,0.16,0.162,0.162,0.162,0.124,0.143,0.124
t_3744,0.156,0.121,0.121,0.121,0.115,0.118,0.115
t_3745,0.124,0.088,0.088,0.088,0.11,0.099,0.11
t_3746,0.081,0.063,0.063,0.063,0.108,0.086,0.108
t_3747,0.053,0.05,0.05,0.05,0.106,0.078,0.106
t_3748,0.05,0.037,0.037,0.037,0.092,0.065,0.092
t_3749,0.025,0.028,0.028,0.028,0.058,0.043,0.058
t_3750,0.011,0.015,0.015,0.015,0.023,0.019,0.023
t_3751,0.006,0.009,0.009,0.009,0.045,0.027,0.045
t_3752,0.003,0.005,0.005,0.005,0.077,0.041,0.077
t_3753,0.007,0.005,0.005,0.005,0.089,0.047,0.089
t_3754,0.004,0.006,0.006,0.006,0.099,0.053,0.099
t_3755,0.002,0.008,0.008,0.008,0.113,0.061,0.113
t_3756,0.001,0.012,0.012,0.012,0.119,0.066,0.119
t_3757,0.005,0.016,0.016,0.016,0.125,0.071,0.125
t_3758,0.013,0.018,0.018,0.018,0.145,0.082,0.145
t_3759,0.016,0.03,0.03,0.03,0.173,0.102,0.173
t_3760,0.013,0.049,0.049,0.049,0.214,0.132,0.214
t_3761,0.003,0.07,0.07,0.07,0.274,0.172,0.274
t_3762,0.001,0.083,0.083,0.083,0.327,0.205,0.327
t_3763,0.0,0.085,0.085,0.085,0.401,0.243,0.401
t_3764,0.0,0.086,0.086,0.086,0.428,0.257,0.428
t_3765,0.0,0.029,0.029,0.029,0.409,0.219,0.409
t_3766,0.0,0.013,0.013,0.013,0.367,0.19,0.367
t_3767,0.0,0.006,0.006,0.006,0.318,0.162,0.318
t_3768,0.0,0.003,0.003,0.003,0.278,0.141,0.278
t_3769,0.0,0.001,0.001,0.001,0.226,0.114,0.226
t_3770,0.001,0.0,0.0,0.0,0.183,0.092,0.183
t_3771,0.001,0.0,0.0,0.0,0.157,0.079,0.157
t_3772,0.0,0.0,0.0,0.0,0.142,0.071,0.142
t_3773,0.0,0.006,0.006,0.006,0.089,0.048,0.089
t_3774,0.0,0.0,0.0,0.0,0.035,0.018,0.035
t_3775,0.0,0.0,0.0,0.0,0.042,0.021,0.042
t_3776,0.0,0.0,0.0,0.0,0.067,0.034,0.067
t_3777,0.0,0.0,0.0,0.0,0.073,0.037,0.073
t_3778,0.0,0.0,0.0,0.0,0.076,0.038,0.076
t_3779,0.0,0.0,0.0,0.0,0.091,0.046,0.091
t_3780,0.0,0.0,0.0,0.0,0.121,0.061,0.121
t_3781,0.0,0.0,0.0,0.0,0.17,0.085,0.17
t_3782,0.0,0.003,0.003,0.003,0.234,0.119,0.234
t_3783,0.0,0.027,0.027,0.027,0.303,0.165,0.303
t_3784,0.0,0.066,0.066,0.066,0.344,0.205,0.344
t_3785,0.0,0.098,0.098,0.098,0.345,0.222,0.345
t_3786,0.0,0.068,0.068,0.068,0.368,0.218,0.368
t_3787,0.0,0.025,0.025,0.025,0.4,0.213,0.4
t_3788,0.0,0.001,0.001,0.001,0.389,0.195,0.389
t_3789,0.0,0.002,0.002,0.002,0.329,0.166,0.329
t_3790,0.002,0.005,0.005,0.005,0.271,0.138,0.271
t_3791,0.005,0.003,0.003,0.003,0.203,0.103,0.203
t_3792,0.005,0.002,0.002,0.002,0.154,0.078,0.154
t_3793,0.005,0.003,0.003,0.003,0.126,0.065,0.126
t_3794,0.003,0.004,0.004,0.004,0.113,0.059,0.113
t_3795,0.002,0.007,0.007,0.007,0.104,0.056,0.104
t_3796,0.0,0.01,0.01,0.01,0.078,0.044,0.078
t_3797,0.0,0.012,0.012,0.012,0.035,0.024,0.035
t_3798,0.0,0.003,0.003,0.003,0.012,0.008,0.012
t_3799,0.0,0.002,0.002,0.002,0.022,0.012,0.022
t_3800,0.0,0.001,0.001,0.001,0.038,0.02,0.038
t_3801,0.0,0.0,0.0,0.0,0.036,0.018,0.036
t_3802,0.001,0.0,0.0,0.0,0.024,0.012,0.024
t_3803,0.0,0.0,0.0,0.0,0.018,0.009,0.018
t_3804,0.0,0.0,0.0,0.0,0.017,0.009,0.017
t_3805,0.001,0.0,0.0,0.0,0.016,0.008,0.016
t_3806,0.001,0.0,0.0,0.0,0.017,0.009,0.017
t_3807,0.002,0.0,0.0,0.0,0.014,0.007,0.014
t_3808,0.003,0.002,0.002,0.002,0.008,0.005,0.008
t_3809,0.005,0.008,0.008,0.008,0.003,0.006,0.003
t_3810,0.003,0.011,0.011,0.011,0.003,0.007,0.003
t_3811,0.003,0.006,0.006,0.006,0.002,0.004,0.002
t_3812,0.023,0.001,0.001,0.001,0.002,0.002,0.002
t_3813,0.019,0.0,0.0,0.0,0.001,0.001,0.001
t_3814,0.014,0.0,0.0,0.0,0.001,0.001,0.001
t_3815,0.009,0.0,0.0,0.0,0.0,0.0,0.0
t_3816,0.006,0.0,0.0,0.0,0.001,0.001,0.001
t_3817,0.007,0.0,0.0,0.0,0.003,0.002,0.003
t_3818,0.008,0.0,0.0,0.0,0.006,0.003,0.006
t_3819,0.009,0.0,0.0,0.0,0.01,0.005,0.01
t_3820,0.008,0.0,0.0,0.0,0.009,0.005,0.009
t_3821,0.005,0.0,0.0,0.0,0.004,0.002,0.004
t_3822,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_3823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3830,0.0,0.002,0.002,0.002,0.001,0.002,0.001
t_3831,0.0,0.015,0.015,0.015,0.001,0.008,0.001
t_3832,0.0,0.005,0.005,0.005,0.001,0.003,0.001
t_3833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3834,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_3835,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_3836,0.014,0.0,0.0,0.0,0.0,0.0,0.0
t_3837,0.026,0.0,0.0,0.0,0.0,0.0,0.0
t_3838,0.05,0.0,0.0,0.0,0.0,0.0,0.0
t_3839,0.048,0.0,0.0,0.0,0.0,0.0,0.0
t_3840,0.047,0.0,0.0,0.0,0.01,0.005,0.01
t_3841,0.031,0.0,0.0,0.0,0.029,0.015,0.029
t_3842,0.021,0.0,0.0,0.0,0.044,0.022,0.044
t_3843,0.016,0.0,0.0,0.0,0.047,0.024,0.047
t_3844,0.013,0.0,0.0,0.0,0.032,0.016,0.032
t_3845,0.009,0.0,0.0,0.0,0.013,0.007,0.013
t_3846,0.002,0.001,0.001,0.001,0.002,0.002,0.002
t_3847,0.001,0.0,0.0,0.0,0.001,0.001,0.001
t_3848,0.001,0.0,0.0,0.0,0.0,0.0,0.0
t_3849,0.003,0.0,0.0,0.0,0.0,0.0,0.0
t_3850,0.01,0.0,0.0,0.0,0.0,0.0,0.0
t_3851,0.032,0.0,0.0,0.0,0.0,0.0,0.0
t_3852,0.057,0.0,0.0,0.0,0.0,0.0,0.0
t_3853,0.054,0.0,0.0,0.0,0.0,0.0,0.0
t_3854,0.032,0.0,0.0,0.0,0.0,0.0,0.0
t_3855,0.011,0.001,0.001,0.001,0.0,0.001,0.0
t_3856,0.004,0.001,0.001,0.001,0.0,0.001,0.0
t_3857,0.001,0.001,0.001,0.001,0.0,0.001,0.0
t_3858,0.0,0.001,0.001,0.001,0.0,0.001,0.0
t_3859,0.0,0.001,0.001,0.001,0.0,0.001,0.0
t_3860,0.001,0.002,0.002,0.002,0.0,0.001,0.0
t_3861,0.003,0.002,0.002,0.002,0.0,0.001,0.0
t_3862,0.009,0.001,0.001,0.001,0.0,0.001,0.0
t_3863,0.021,0.002,0.002,0.002,0.001,0.002,0.001
t_3864,0.03,0.006,0.006,0.006,0.0,0.003,0.0
t_3865,0.034,0.02,0.02,0.02,0.002,0.011,0.002
t_3866,0.036,0.035,0.035,0.035,0.008,0.022,0.008
t_3867,0.036,0.067,0.067,0.067,0.011,0.039,0.011
t_3868,0.015,0.08,0.08,0.08,0.019,0.05,0.019
t_3869,0.004,0.078,0.078,0.078,0.025,0.052,0.025
t_3870,0.001,0.046,0.046,0.046,0.017,0.032,0.017
t_3871,0.0,0.011,0.011,0.011,0.016,0.014,0.016
t_3872,0.0,0.013,0.013,0.013,0.025,0.019,0.025
t_3873,0.0,0.011,0.011,0.011,0.014,0.013,0.014
t_3874,0.001,0.006,0.006,0.006,0.004,0.005,0.004
t_3875,0.003,0.004,0.004,0.004,0.0,0.002,0.0
t_3876,0.013,0.007,0.007,0.007,0.0,0.004,0.0
t_3877,0.029,0.007,0.007,0.007,0.0,0.004,0.0
t_3878,0.058,0.006,0.006,0.006,0.0,0.003,0.0
t_3879,0.087,0.015,0.015,0.015,0.0,0.008,0.0
t_3880,0.086,0.021,0.021,0.021,0.0,0.011,0.0
t_3881,0.052,0.015,0.015,0.015,0.0,0.008,0.0
t_3882,0.023,0.006,0.006,0.006,0.0,0.003,0.0
t_3883,0.01,0.003,0.003,0.003,0.001,0.002,0.001
t_3884,0.013,0.009,0.009,0.009,0.006,0.008,0.006
t_3885,0.013,0.008,0.008,0.008,0.027,0.018,0.027
t_3886,0.015,0.01,0.01,0.01,0.043,0.027,0.043
t_3887,0.02,0.01,0.01,0.01,0.048,0.029,0.048
t_3888,0.029,0.008,0.008,0.008,0.049,0.029,0.049
t_3889,0.041,0.005,0.005,0.005,0.05,0.028,0.05
t_3890,0.055,0.004,0.004,0.004,0.055,0.03,0.055
t_3891,0.065,0.003,0.003,0.003,0.058,0.031,0.058
t_3892,0.071,0.002,0.002,0.002,0.063,0.033,0.063
t_3893,0.072,0.001,0.001,0.001,0.042,0.022,0.042
t_3894,0.045,0.001,0.001,0.001,0.026,0.014,0.026
t_3895,0.071,0.001,0.001,0.001,0.041,0.021,0.041
t_3896,0.128,0.001,0.001,0.001,0.054,0.028,0.054
t_3897,0.128,0.001,0.001,0.001,0.053,0.027,0.053
t_3898,0.11,0.001,0.001,0.001,0.054,0.028,0.054
t_3899,0.089,0.002,0.002,0.002,0.06,0.031,0.06
t_3900,0.073,0.003,0.003,0.003,0.072,0.038,0.072
t_3901,0.065,0.01,0.01,0.01,0.086,0.048,0.086
t_3902,0.066,0.032,0.032,0.032,0.103,0.068,0.103
t_3903,0.071,0.051,0.051,0.051,0.103,0.077,0.103
t_3904,0.08,0.064,0.064,0.064,0.081,0.073,0.081
t_3905,0.091,0.103,0.103,0.103,0.03,0.067,0.03
t_3906,0.081,0.041,0.041,0.041,0.006,0.024,0.006
t_3907,0.246,0.003,0.003,0.003,0.005,0.004,0.005
t_3908,0.277,0.001,0.001,0.001,0.007,0.004,0.007
t_3909,0.263,0.0,0.0,0.0,0.011,0.006,0.011
t_3910,0.21,0.0,0.0,0.0,0.024,0.012,0.024
t_3911,0.153,0.0,0.0,0.0,0.039,0.02,0.039
t_3912,0.103,0.0,0.0,0.0,0.053,0.027,0.053
t_3913,0.071,0.0,0.0,0.0,0.066,0.033,0.066
t_3914,0.067,0.0,0.0,0.0,0.071,0.036,0.071
t_3915,0.07,0.0,0.0,0.0,0.069,0.035,0.069
t_3916,0.078,0.0,0.0,0.0,0.052,0.026,0.052
t_3917,0.081,0.0,0.0,0.0,0.022,0.011,0.022
t_3918,0.04,0.0,0.0,0.0,0.004,0.002,0.004
t_3919,0.016,0.0,0.0,0.0,0.003,0.002,0.003
t_3920,0.008,0.0,0.0,0.0,0.003,0.002,0.003
t_3921,0.001,0.0,0.0,0.0,0.002,0.001,0.002
t_3922,0.0,0.0,0.0,0.0,0.001,0.001,0.001
t_3923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t_3924,0.0,0.004,0.004,0.004,0.0,0.002,0.0
t_3925,0.001,0.005,0.005,0.005,0.0,0.003,0.0
t_3926,0.01,0.001,0.001,0.001,0.0,0.001,0.0
t_3927,0.051,0.0,0.0,0.0,0.0,0.0,0.0
t_3928,0.128,0.0,0.0,0.0,0.0,0.0,0.0
t_3929,0.185,0.0,0.0,0.0,0.0,0.0,0.0
t_3930,0.204,0.0,0.0,0.0,0.0,0.0,0.0
t_3931,0.21,0.0,0.0,0.0,0.0,0.0,0.0
t_3932,0.197,0.0,0.0,0.0,0.0,0.0,0.0
t_3933,0.146,0.0,0.0,0.0,0.0,0.0,0.0
t_3934,0.131,0.0,0.0,0.0,0.0,0.0,0.0
t_3935,0.112,0.0,0.0,0.0,0.0,0.0,0.0
t_3936,0.141,0.0,0.0,0.0,0.0,0.0,0.0
t_3937,0.165,0.045,0.045,0.045,0.0,0.023,0.0
t_3938,0.203,0.176,0.176,0.176,0.0,0.088,0.0
t_3939,0.245,0.302,0.302,0.302,0.001,0.152,0.001
t_3940,0.292,0.367,0.367,0.367,0.001,0.184,0.001
t_3941,0.264,0.36,0.36,0.36,0.001,0.181,0.001
t_3942,0.275,0.227,0.227,0.227,0.0,0.114,0.0
t_3943,0.336,0.101,0.101,0.101,0.0,0.051,0.0
t_3944,0.44,0.052,0.052,0.052,0.0,0.026,0.0
t_3945,0.546,0.046,0.046,0.046,0.0,0.023,0.0
t_3946,0.742,0.043,0.043,0.043,0.0,0.022,0.0
t_3947,0.837,0.033,0.033,0.033,0.0,0.017,0.0
t_3948,0.86,0.032,0.032,0.032,0.0,0.016,0.0
t_3949,0.861,0.028,0.028,0.028,0.0,0.014,0.0
t_3950,0.841,0.028,0.028,0.028,0.0,0.014,0.0
t_3951,0.804,0.025,0.025,0.025,0.0,0.013,0.0
t_3952,0.743,0.017,0.017,0.017,0.001,0.009,0.001
t_3953,0.701,0.009,0.009,0.009,0.002,0.006,0.002
t_3954,0.628,0.006,0.006,0.006,0.006,0.006,0.006
t_3955,0.493,0.007,0.007,0.007,0.017,0.012,0.017
t_3956,0.394,0.011,0.011,0.011,0.024,0.018,0.024
t_3957,0.407,0.022,0.022,0.022,0.036,0.029,0.036
t_3958,0.418,0.081,0.081,0.081,0.015,0.048,0.015
t_3959,0.412,0.16,0.16,0.16,0.006,0.083,0.006
t_3960,0.293,0.169,0.169,0.169,0.006,0.088,0.006
t_3961,0.267,0.229,0.229,0.229,0.023,0.126,0.023
t_3962,0.256,0.269,0.269,0.269,0.054,0.162,0.054
t_3963,0.279,0.256,0.256,0.256,0.071,0.164,0.071
t_3964,0.305,0.239,0.239,0.239,0.058,0.149,0.058
t_3965,0.328,0.179,0.179,0.179,0.027,0.103,0.027
t_3966,0.33,0.066,0.066,0.066,0.007,0.037,0.007
t_3967,0.443,0.016,0.016,0.016,0.002,0.009,0.002
t_3968,0.469,0.012,0.012,0.012,0.002,0.007,0.002
t_3969,0.427,0.026,0.026,0.026,0.001,0.014,0.001
t_3970,0.228,0.07,0.07,0.07,0.0,0.035,0.0
t_3971,0.097,0.181,0.181,0.181,0.0,0.091,0.0
t_3972,0.029,0.256,0.256,0.256,0.0,0.128,0.0
t_3973,0.016,0.24,0.24,0.24,0.0,0.12,0.0
t_3974,0.014,0.106,0.106,0.106,0.003,0.055,0.003
t_3975,0.01,0.01,0.01,0.01,0.024,0.017,0.024
t_3976,0.011,0.012,0.012,0.012,0.077,0.045,0.077
t_3977,0.013,0.015,0.015,0.015,0.169,0.092,0.169
t_3978,0.012,0.009,0.009,0.009,0.334,0.172,0.334
t_3979,0.009,0.013,0.013,0.013,0.496,0.255,0.496
t_3980,0.022,0.023,0.023,0.023,0.628,0.326,0.628
t_3981,0.049,0.055,0.055,0.055,0.609,0.332,0.609
t_3982,0.079,0.042,0.042,0.042,0.531,0.287,0.531
t_3983,0.106,0.057,0.057,0.057,0.452,0.255,0.452
t_3984,0.108,0.064,0.064,0.064,0.382,0.223,0.382
t_3985,0.087,0.062,0.062,0.062,0.338,0.2,0.338
t_3986,0.054,0.051,0.051,0.051,0.3,0.176,0.3
t_3987,0.033,0.042,0.042,0.042,0.249,0.146,0.249
t_3988,0.011,0.047,0.047,0.047,0.176,0.112,0.176
t_3989,0.008,0.061,0.061,0.061,0.105,0.083,0.105
t_3990,0.002,0.058,0.058,0.058,0.038,0.048,0.038
t_3991,0.003,0.106,0.106,0.106,0.026,0.066,0.026
t_3992,0.0,0.176,0.176,0.176,0.055,0.116,0.055
t_3993,0.0,0.224,0.224,0.224,0.051,0.138,0.051
t_3994,0.0,0.255,0.255,0.255,0.035,0.145,0.035
t_3995,0.007,0.249,0.249,0.249,0.048,0.149,0.048
t_3996,0.03,0.228,0.228,0.228,0.05,0.139,0.05
t_3997,0.095,0.2,0.2,0.2,0.05,0.125,0.05
t_3998,0.222,0.153,0.153,0.153,0.048,0.101,0.048
t_3999,0.361,0.114,0.114,0.114,0.051,0.083,0.051
t_4000,0.453,0.111,0.111,0.111,0.047,0.079,0.047
t_4001,0.457,0.081,0.081,0.081,0.028,0.055,0.028
t_4002,0.323,0.042,0.042,0.042,0.007,0.025,0.007
t_4003,0.217,0.018,0.018,0.018,0.003,0.011,0.003
t_4004,0.205,0.006,0.006,0.006,0.002,0.004,0.002
t_4005,0.171,0.004,0.004,0.004,0.001,0.003,0.001
t_4006,0.151,0.007,0.007,0.007,0.001,0.004,0.001
t_4007,0.115,0.045,0.045,0.045,0.0,0.023,0.0
t_4008,0.072,0.114,0.114,0.114,0.001,0.058,0.001
t_4009,0.057,0.17,0.17,0.17,0.002,0.086,0.002
t_4010,0.038,0.214,0.214,0.214,0.007,0.111,0.007
t_4011,0.051,0.251,0.251,0.251,0.017,0.134,0.017
t_4012,0.077,0.208,0.208,0.208,0.016,0.112,0.016
t_4013,0.101,0.165,0.165,0.165,0.013,0.089,0.013
t_4014,0.097,0.096,0.096,0.096,0.003,0.05,0.003
t_4015,0.091,0.054,0.054,0.054,0.001,0.028,0.001
t_4016,0.263,0.07,0.07,0.07,0.002,0.036,0.002
t_4017,0.532,0.057,0.057,0.057,0.006,0.032,0.006
t_4018,0.738,0.033,0.033,0.033,0.009,0.021,0.009
t_4019,0.836,0.025,0.025,0.025,0.015,0.02,0.015
t_4020,0.887,0.011,0.011,0.011,0.011,0.011,0.011
t_4021,0.892,0.009,0.009,0.009,0.008,0.009,0.008
t_4022,0.882,0.008,0.008,0.008,0.007,0.008,0.007
t_4023,0.857,0.011,0.011,0.011,0.004,0.008,0.004
t_4024,0.834,0.023,0.023,0.023,0.001,0.012,0.001
t_4025,0.805,0.016,0.016,0.016,0.003,0.01,0.003
t_4026,0.733,0.001,0.001,0.001,0.005,0.003,0.005
t_4027,0.652,0.004,0.004,0.004,0.006,0.005,0.006
t_4028,0.551,0.014,0.014,0.014,0.006,0.01,0.006
t_4029,0.421,0.125,0.125,0.125,0.005,0.065,0.005
t_4030,0.322,0.312,0.312,0.312,0.004,0.158,0.004
t_4031,0.228,0.598,0.598,0.598,0.005,0.302,0.005
t_4032,0.168,0.452,0.452,0.452,0.051,0.252,0.051
t_4033,0.134,0.43,0.43,0.43,0.213,0.322,0.213
t_4034,0.111,0.363,0.363,0.363,0.345,0.354,0.345
t_4035,0.097,0.292,0.292,0.292,0.353,0.323,0.353
t_4036,0.055,0.195,0.195,0.195,0.348,0.272,0.348
t_4037,0.047,0.11,0.11,0.11,0.338,0.224,0.338
t_4038,0.039,0.052,0.052,0.052,0.301,0.177,0.301
t_4039,0.061,0.041,0.041,0.041,0.282,0.162,0.282
t_4040,0.117,0.055,0.055,0.055,0.338,0.197,0.338
t_4041,0.138,0.066,0.066,0.066,0.35,0.208,0.35
t_4042,0.163,0.063,0.063,0.063,0.327,0.195,0.327
t_4043,0.183,0.056,0.056,0.056,0.271,0.164,0.271
t_4044,0.24,0.041,0.041,0.041,0.21,0.126,0.21
t_4045,0.343,0.04,0.04,0.04,0.176,0.108,0.176
t_4046,0.348,0.026,0.026,0.026,0.133,0.08,0.133
t_4047,0.34,0.016,0.016,0.016,0.083,0.05,0.083
t_4048,0.178,0.008,0.008,0.008,0.023,0.016,0.023
t_4049,0.125,0.003,0.003,0.003,0.002,0.003,0.002
t_4050,0.074,0.0,0.0,0.0,0.0,0.0,0.0
t_4051,0.05,0.0,0.0,0.0,0.0,0.0,0.0
t_4052,0.044,0.0,0.0,0.0,0.0,0.0,0.0
t_4053,0.033,0.0,0.0,0.0,0.0,0.0,0.0
t_4054,0.019,0.0,0.0,0.0,0.001,0.001,0.001
t_4055,0.011,0.0,0.0,0.0,0.0,0.0,0.0
t_4056,0.01,0.0,0.0,0.0,0.0,0.0,0.0
t_4057,0.01,0.001,0.001,0.001,0.0,0.001,0.0
t_4058,0.009,0.003,0.003,0.003,0.0,0.002,0.0
t_4059,0.008,0.006,0.006,0.006,0.0,0.003,0.0
t_4060,0.003,0.023,0.023,0.023,0.001,0.012,0.001
t_4061,0.002,0.074,0.074,0.074,0.001,0.038,0.001
t_4062,0.001,0.079,0.079,0.079,0.0,0.04,0.0
t_4063,0.0,0.024,0.024,0.024,0.0,0.012,0.0
t_4064,0.006,0.005,0.005,0.005,0.0,0.003,0.0
t_4065,0.012,0.001,0.001,0.001,0.0,0.001,0.0
t_4066,0.023,0.0,0.0,0.0,0.0,0.0,0.0
t_4067,0.07,0.0,0.0,0.0,0.0,0.0,0.0
t_4068,0.148,0.0,0.0,0.0,0.0,0.0,0.0
t_4069,0.305,0.0,0.0,0.0,0.0,0.0,0.0
t_4070,0.462,0.002,0.002,0.002,0.0,0.001,0.0
t_4071,0.58,0.005,0.005,0.005,0.0,0.003,0.0
t_4072,0.669,0.013,0.013,0.013,0.0,0.007,0.0
t_4073,0.77,0.019,0.019,0.019,0.001,0.01,0.001
t_4074,0.753,0.022,0.022,0.022,0.007,0.015,0.007
t_4075,0.693,0.021,0.021,0.021,0.036,0.029,0.036
t_4076,0.62,0.034,0.034,0.034,0.078,0.056,0.078
t_4077,0.512,0.172,0.172,0.172,0.104,0.138,0.104
t_4078,0.358,0.581,0.581,0.581,0.114,0.348,0.114
t_4079,0.182,0.669,0.669,0.669,0.121,0.395,0.121
t_4080,0.07,0.726,0.726,0.726,0.112,0.419,0.112
t_4081,0.014,0.693,0.693,0.693,0.083,0.388,0.083
t_4082,0.005,0.443,0.443,0.443,0.034,0.239,0.034
t_4083,0.005,0.377,0.377,0.377,0.024,0.201,0.024
t_4084,0.008,0.353,0.353,0.353,0.009,0.181,0.009
