t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_436,0.705,0.981,0.981,0.981,0.993,0.987,0.993
t_437,0.737,0.981,0.981,0.981,0.975,0.978,0.975
t_438,0.812,0.981,0.981,0.981,0.956,0.969,0.956
t_439,0.821,0.981,0.981,0.981,0.949,0.965,0.949
t_440,0.816,0.981,0.981,0.981,0.973,0.977,0.973
t_441,0.787,0.982,0.982,0.982,0.993,0.988,0.993
t_442,0.737,0.998,0.998,0.998,0.998,0.998,0.998
t_443,0.749,0.997,0.997,0.997,0.998,0.998,0.998
t_444,0.778,0.99,0.99,0.99,0.996,0.993,0.996
t_445,0.795,0.96,0.96,0.96,0.995,0.978,0.995
t_446,0.737,0.92,0.92,0.92,0.993,0.957,0.993
t_447,0.607,0.82,0.82,0.82,0.989,0.905,0.989
t_448,0.475,0.718,0.718,0.718,0.99,0.854,0.99
t_449,0.458,0.613,0.613,0.613,0.989,0.801,0.989
t_450,0.43,0.526,0.526,0.526,0.984,0.755,0.984
t_451,0.391,0.471,0.471,0.471,0.978,0.725,0.978
t_452,0.336,0.458,0.458,0.458,0.977,0.718,0.977
t_453,0.269,0.445,0.445,0.445,0.965,0.705,0.965
t_454,0.207,0.402,0.402,0.402,0.937,0.67,0.937
t_455,0.16,0.364,0.364,0.364,0.894,0.629,0.894
t_456,0.131,0.616,0.616,0.616,0.821,0.719,0.821
t_457,0.128,0.636,0.636,0.636,0.7,0.668,0.7
t_458,0.147,0.667,0.667,0.667,0.64,0.654,0.64
t_459,0.183,0.698,0.698,0.698,0.643,0.671,0.643
t_460,0.198,0.711,0.711,0.711,0.742,0.727,0.742
t_461,0.192,0.716,0.716,0.716,0.852,0.784,0.852
t_462,0.16,0.722,0.722,0.722,0.89,0.806,0.89
t_463,0.113,0.722,0.722,0.722,0.907,0.815,0.907
t_464,0.085,0.712,0.712,0.712,0.906,0.809,0.906
t_465,0.07,0.662,0.662,0.662,0.841,0.752,0.841
t_466,0.074,0.361,0.361,0.361,0.809,0.585,0.809
t_467,0.101,0.389,0.389,0.389,0.81,0.6,0.81
t_468,0.188,0.528,0.528,0.528,0.819,0.674,0.819
t_469,0.259,0.602,0.602,0.602,0.828,0.715,0.828
t_470,0.258,0.604,0.604,0.604,0.809,0.707,0.809
t_471,0.234,0.557,0.557,0.557,0.794,0.676,0.794
t_472,0.18,0.565,0.565,0.565,0.855,0.71,0.855
t_473,0.159,0.607,0.607,0.607,0.9,0.754,0.9
t_474,0.134,0.57,0.57,0.57,0.912,0.741,0.912
t_475,0.099,0.513,0.513,0.513,0.925,0.719,0.925
t_476,0.081,0.534,0.534,0.534,0.93,0.732,0.93
t_477,0.083,0.596,0.596,0.596,0.916,0.756,0.916
t_478,0.091,0.659,0.659,0.659,0.903,0.781,0.903
t_479,0.114,0.718,0.718,0.718,0.879,0.799,0.879
t_480,0.161,0.768,0.768,0.768,0.875,0.822,0.875
t_481,0.147,0.813,0.813,0.813,0.889,0.851,0.889
t_482,0.136,0.825,0.825,0.825,0.867,0.846,0.867
t_483,0.126,0.817,0.817,0.817,0.852,0.835,0.852
t_484,0.111,0.803,0.803,0.803,0.772,0.788,0.772
t_485,0.112,0.779,0.779,0.779,0.678,0.729,0.678
t_486,0.098,0.755,0.755,0.755,0.598,0.677,0.598
t_487,0.087,0.751,0.751,0.751,0.578,0.665,0.578
t_488,0.1,0.791,0.791,0.791,0.628,0.71,0.628
t_489,0.104,0.767,0.767,0.767,0.738,0.753,0.738
t_490,0.161,0.744,0.744,0.744,0.85,0.797,0.85
t_491,0.257,0.567,0.567,0.567,0.953,0.76,0.953
t_492,0.277,0.408,0.408,0.408,0.972,0.69,0.972
t_493,0.263,0.26,0.26,0.26,0.969,0.615,0.969
t_494,0.225,0.258,0.258,0.258,0.924,0.591,0.924
t_495,0.173,0.231,0.231,0.231,0.781,0.506,0.781
t_496,0.097,0.184,0.184,0.184,0.681,0.433,0.681
t_497,0.08,0.2,0.2,0.2,0.601,0.401,0.601
t_498,0.092,0.226,0.226,0.226,0.532,0.379,0.532
t_499,0.109,0.231,0.231,0.231,0.529,0.38,0.529
t_500,0.118,0.21,0.21,0.21,0.563,0.387,0.563
t_501,0.303,0.177,0.177,0.177,0.566,0.372,0.566
t_502,0.306,0.13,0.13,0.13,0.611,0.371,0.611
t_503,0.129,0.068,0.068,0.068,0.589,0.329,0.589
t_504,0.127,0.021,0.021,0.021,0.559,0.29,0.559
t_505,0.119,0.004,0.004,0.004,0.477,0.241,0.477
t_506,0.111,0.001,0.001,0.001,0.357,0.179,0.357
t_507,0.1,0.0,0.0,0.0,0.271,0.136,0.271
t_508,0.078,0.0,0.0,0.0,0.162,0.081,0.162
t_509,0.063,0.001,0.001,0.001,0.091,0.046,0.091
t_510,0.046,0.002,0.002,0.002,0.04,0.021,0.04
t_511,0.031,0.003,0.003,0.003,0.013,0.008,0.013
t_512,0.067,0.003,0.003,0.003,0.002,0.003,0.002
t_513,0.017,0.005,0.005,0.005,0.0,0.003,0.0
t_514,0.009,0.002,0.002,0.002,0.0,0.001,0.0
t_515,0.006,0.002,0.002,0.002,0.0,0.001,0.0
t_516,0.01,0.014,0.014,0.014,0.001,0.008,0.001
t_517,0.026,0.027,0.027,0.027,0.003,0.015,0.003
t_518,0.034,0.039,0.039,0.039,0.008,0.024,0.008
t_519,0.059,0.057,0.057,0.057,0.015,0.036,0.015
t_520,0.091,0.085,0.085,0.085,0.019,0.052,0.019
t_521,0.092,0.13,0.13,0.13,0.023,0.077,0.023
t_522,0.145,0.16,0.16,0.16,0.028,0.094,0.028
t_523,0.191,0.164,0.164,0.164,0.034,0.099,0.034
t_524,0.242,0.162,0.162,0.162,0.044,0.103,0.044
t_525,0.305,0.154,0.154,0.154,0.066,0.11,0.066
t_526,0.374,0.171,0.171,0.171,0.117,0.144,0.117
t_527,0.458,0.196,0.196,0.196,0.18,0.188,0.18
t_528,0.547,0.23,0.23,0.23,0.253,0.242,0.253
t_529,0.655,0.282,0.282,0.282,0.347,0.315,0.347
t_530,0.723,0.336,0.336,0.336,0.477,0.407,0.477
t_531,0.652,0.369,0.369,0.369,0.592,0.481,0.592
t_532,0.611,0.377,0.377,0.377,0.682,0.53,0.682
t_533,0.581,0.377,0.377,0.377,0.745,0.561,0.745
t_534,0.414,0.371,0.371,0.371,0.779,0.575,0.779
t_535,0.309,0.359,0.359,0.359,0.786,0.573,0.786
t_536,0.111,0.346,0.346,0.346,0.78,0.563,0.78
t_537,0.043,0.326,0.326,0.326,0.757,0.542,0.757
t_538,0.011,0.309,0.309,0.309,0.751,0.53,0.751
t_539,0.008,0.296,0.296,0.296,0.721,0.509,0.721
t_540,0.018,0.273,0.273,0.273,0.691,0.482,0.691
t_541,0.051,0.27,0.27,0.27,0.677,0.474,0.677
t_542,0.094,0.279,0.279,0.279,0.648,0.464,0.648
t_543,0.104,0.447,0.447,0.447,0.612,0.53,0.612
t_544,0.084,0.487,0.487,0.487,0.555,0.521,0.555
t_545,0.06,0.493,0.493,0.493,0.515,0.504,0.515
t_546,0.161,0.483,0.483,0.483,0.493,0.488,0.493
t_547,0.361,0.52,0.52,0.52,0.466,0.493,0.466
t_548,0.648,0.552,0.552,0.552,0.421,0.487,0.421
t_549,0.774,0.587,0.587,0.587,0.344,0.466,0.344
t_550,0.812,0.503,0.503,0.503,0.268,0.386,0.268
t_551,0.836,0.426,0.426,0.426,0.201,0.314,0.201
t_552,0.855,0.606,0.606,0.606,0.161,0.384,0.161
t_553,0.87,0.558,0.558,0.558,0.134,0.346,0.134
t_554,0.887,0.454,0.454,0.454,0.144,0.299,0.144
t_555,0.905,0.327,0.327,0.327,0.164,0.246,0.164
t_556,0.924,0.252,0.252,0.252,0.167,0.21,0.167
t_557,0.946,0.256,0.256,0.256,0.179,0.218,0.179
t_558,0.958,0.279,0.279,0.279,0.188,0.234,0.188
t_559,0.976,0.285,0.285,0.285,0.206,0.246,0.206
t_560,0.976,0.267,0.267,0.267,0.216,0.242,0.216
t_561,0.973,0.219,0.219,0.219,0.206,0.213,0.206
t_562,0.982,0.169,0.169,0.169,0.2,0.185,0.2
t_563,0.985,0.142,0.142,0.142,0.241,0.192,0.241
t_564,0.98,0.127,0.127,0.127,0.283,0.205,0.283
t_565,0.97,0.127,0.127,0.127,0.302,0.215,0.302
t_566,0.949,0.122,0.122,0.122,0.295,0.209,0.295
t_567,0.918,0.099,0.099,0.099,0.288,0.194,0.288
t_568,0.857,0.095,0.095,0.095,0.286,0.191,0.286
t_569,0.859,0.095,0.095,0.095,0.269,0.182,0.269
t_570,0.868,0.097,0.097,0.097,0.239,0.168,0.239
t_571,0.853,0.097,0.097,0.097,0.2,0.149,0.2
t_572,0.792,0.095,0.095,0.095,0.172,0.134,0.172
t_573,0.755,0.029,0.029,0.029,0.145,0.087,0.145
t_574,0.712,0.033,0.033,0.033,0.13,0.082,0.13
t_575,0.665,0.039,0.039,0.039,0.114,0.077,0.114
t_576,0.633,0.07,0.07,0.07,0.102,0.086,0.102
t_577,0.613,0.069,0.069,0.069,0.081,0.075,0.081
t_578,0.613,0.12,0.12,0.12,0.067,0.094,0.067
t_579,0.618,0.202,0.202,0.202,0.056,0.129,0.056
t_580,0.633,0.3,0.3,0.3,0.042,0.171,0.042
t_581,0.652,0.392,0.392,0.392,0.03,0.211,0.03
t_582,0.678,0.456,0.456,0.456,0.024,0.24,0.024
t_583,0.7,0.499,0.499,0.499,0.02,0.26,0.02
t_584,0.706,0.527,0.527,0.527,0.015,0.271,0.015
t_585,0.707,0.543,0.543,0.543,0.007,0.275,0.007
t_586,0.783,0.605,0.605,0.605,0.002,0.304,0.002
t_587,0.812,0.656,0.656,0.656,0.003,0.33,0.003
t_588,0.788,0.66,0.66,0.66,0.007,0.334,0.007
t_589,0.736,0.645,0.645,0.645,0.011,0.328,0.011
t_590,0.698,0.643,0.643,0.643,0.015,0.329,0.015
t_591,0.689,0.615,0.615,0.615,0.014,0.315,0.014
t_592,0.659,0.591,0.591,0.591,0.015,0.303,0.015
t_593,0.598,0.552,0.552,0.552,0.018,0.285,0.018
t_594,0.579,0.503,0.503,0.503,0.014,0.259,0.014
t_595,0.531,0.425,0.425,0.425,0.01,0.218,0.01
t_596,0.486,0.336,0.336,0.336,0.007,0.172,0.007
t_597,0.453,0.239,0.239,0.239,0.004,0.122,0.004
t_598,0.441,0.156,0.156,0.156,0.002,0.079,0.002
t_599,0.417,0.123,0.123,0.123,0.002,0.063,0.002
t_600,0.382,0.113,0.113,0.113,0.003,0.058,0.003
t_601,0.383,0.108,0.108,0.108,0.004,0.056,0.004
t_602,0.411,0.102,0.102,0.102,0.006,0.054,0.006
t_603,0.42,0.084,0.084,0.084,0.004,0.044,0.004
t_604,0.383,0.072,0.072,0.072,0.003,0.038,0.003
t_605,0.361,0.061,0.061,0.061,0.001,0.031,0.001
t_606,0.396,0.053,0.053,0.053,0.0,0.027,0.0
t_607,0.436,0.046,0.046,0.046,0.0,0.023,0.0
t_608,0.469,0.042,0.042,0.042,0.0,0.021,0.0
t_609,0.455,0.026,0.026,0.026,0.0,0.013,0.0
t_610,0.501,0.014,0.014,0.014,0.0,0.007,0.0
t_611,0.639,0.009,0.009,0.009,0.001,0.005,0.001
t_612,0.699,0.005,0.005,0.005,0.003,0.004,0.003
t_613,0.746,0.0,0.0,0.0,0.007,0.004,0.007
t_614,0.777,0.0,0.0,0.0,0.015,0.008,0.015
t_615,0.811,0.0,0.0,0.0,0.02,0.01,0.02
t_616,0.802,0.0,0.0,0.0,0.03,0.015,0.03
t_617,0.815,0.0,0.0,0.0,0.068,0.034,0.068
t_618,0.83,0.0,0.0,0.0,0.155,0.078,0.155
t_619,0.827,0.001,0.001,0.001,0.314,0.158,0.314
t_620,0.807,0.003,0.003,0.003,0.539,0.271,0.539
t_621,0.773,0.006,0.006,0.006,0.704,0.355,0.704
t_622,0.761,0.011,0.011,0.011,0.815,0.413,0.815
t_623,0.782,0.016,0.016,0.016,0.87,0.443,0.87
t_624,0.81,0.024,0.024,0.024,0.899,0.462,0.899
t_625,0.824,0.028,0.028,0.028,0.925,0.477,0.925
t_626,0.814,0.034,0.034,0.034,0.953,0.494,0.953
t_627,0.801,0.041,0.041,0.041,0.947,0.494,0.947
t_628,0.796,0.046,0.046,0.046,0.953,0.5,0.953
t_629,0.804,0.076,0.076,0.076,0.957,0.517,0.957
t_630,0.814,0.079,0.079,0.079,0.949,0.514,0.949
t_631,0.82,0.071,0.071,0.071,0.938,0.505,0.938
t_632,0.826,0.058,0.058,0.058,0.936,0.497,0.936
t_633,0.81,0.03,0.03,0.03,0.921,0.476,0.921
t_634,0.812,0.009,0.009,0.009,0.91,0.46,0.91
t_635,0.847,0.007,0.007,0.007,0.904,0.456,0.904
t_636,0.872,0.008,0.008,0.008,0.912,0.46,0.912
t_637,0.885,0.028,0.028,0.028,0.911,0.47,0.911
t_638,0.892,0.022,0.022,0.022,0.915,0.469,0.915
t_639,0.893,0.014,0.014,0.014,0.91,0.462,0.91
t_640,0.901,0.004,0.004,0.004,0.904,0.454,0.904
t_641,0.912,0.004,0.004,0.004,0.897,0.451,0.897
t_642,0.909,0.004,0.004,0.004,0.881,0.443,0.881
t_643,0.897,0.003,0.003,0.003,0.863,0.433,0.863
t_644,0.881,0.003,0.003,0.003,0.844,0.424,0.844
t_645,0.871,0.002,0.002,0.002,0.834,0.418,0.834
t_646,0.864,0.001,0.001,0.001,0.842,0.422,0.842
t_647,0.852,0.001,0.001,0.001,0.851,0.426,0.851
t_648,0.842,0.001,0.001,0.001,0.852,0.427,0.852
t_649,0.841,0.001,0.001,0.001,0.829,0.415,0.829
t_650,0.838,0.001,0.001,0.001,0.785,0.393,0.785
t_651,0.83,0.001,0.001,0.001,0.749,0.375,0.749
t_652,0.816,0.003,0.003,0.003,0.683,0.343,0.683
t_653,0.794,0.005,0.005,0.005,0.65,0.328,0.65
t_654,0.758,0.009,0.009,0.009,0.644,0.327,0.644
t_655,0.707,0.016,0.016,0.016,0.677,0.347,0.677
t_656,0.642,0.026,0.026,0.026,0.731,0.379,0.731
t_657,0.547,0.019,0.019,0.019,0.752,0.386,0.752
t_658,0.46,0.006,0.006,0.006,0.747,0.377,0.747
t_659,0.417,0.007,0.007,0.007,0.785,0.396,0.785
t_660,0.36,0.01,0.01,0.01,0.838,0.424,0.838
t_661,0.305,0.031,0.031,0.031,0.886,0.459,0.886
t_662,0.298,0.064,0.064,0.064,0.927,0.496,0.927
t_663,0.308,0.083,0.083,0.083,0.952,0.518,0.952
t_664,0.293,0.115,0.115,0.115,0.971,0.543,0.971
t_665,0.344,0.194,0.194,0.194,0.982,0.588,0.982
t_666,0.36,0.233,0.233,0.233,0.985,0.609,0.985
t_667,0.331,0.194,0.194,0.194,0.985,0.59,0.985
t_668,0.309,0.144,0.144,0.144,0.985,0.565,0.985
t_669,0.323,0.107,0.107,0.107,0.985,0.546,0.985
t_670,0.384,0.091,0.091,0.091,0.986,0.539,0.986
t_671,0.437,0.089,0.089,0.089,0.986,0.538,0.986
t_672,0.456,0.079,0.079,0.079,0.985,0.532,0.985
t_673,0.454,0.057,0.057,0.057,0.984,0.521,0.984
t_674,0.461,0.035,0.035,0.035,0.982,0.509,0.982
t_675,0.501,0.021,0.021,0.021,0.979,0.5,0.979
t_676,0.543,0.014,0.014,0.014,0.974,0.494,0.974
t_677,0.585,0.011,0.011,0.011,0.967,0.489,0.967
t_678,0.612,0.009,0.009,0.009,0.961,0.485,0.961
t_679,0.621,0.006,0.006,0.006,0.949,0.478,0.949
t_680,0.612,0.003,0.003,0.003,0.931,0.467,0.931
t_681,0.569,0.001,0.001,0.001,0.903,0.452,0.903
t_682,0.574,0.0,0.0,0.0,0.885,0.443,0.885
t_683,0.644,0.0,0.0,0.0,0.855,0.428,0.855
t_684,0.684,0.004,0.004,0.004,0.826,0.415,0.826
t_685,0.719,0.011,0.011,0.011,0.789,0.4,0.789
t_686,0.736,0.025,0.025,0.025,0.758,0.392,0.758
t_687,0.732,0.034,0.034,0.034,0.715,0.375,0.715
t_688,0.686,0.053,0.053,0.053,0.662,0.358,0.662
t_689,0.676,0.094,0.094,0.094,0.573,0.334,0.573
t_690,0.64,0.109,0.109,0.109,0.492,0.301,0.492
t_691,0.544,0.127,0.127,0.127,0.369,0.248,0.369
t_692,0.431,0.173,0.173,0.173,0.268,0.221,0.268
t_693,0.336,0.223,0.223,0.223,0.215,0.219,0.215
t_694,0.249,0.254,0.254,0.254,0.169,0.212,0.169
t_695,0.182,0.275,0.275,0.275,0.119,0.197,0.119
t_696,0.154,0.303,0.303,0.303,0.078,0.191,0.078
t_697,0.15,0.312,0.312,0.312,0.063,0.188,0.063
t_698,0.141,0.33,0.33,0.33,0.084,0.207,0.084
t_699,0.116,0.364,0.364,0.364,0.138,0.251,0.138
t_700,0.086,0.368,0.368,0.368,0.175,0.272,0.175
t_701,0.059,0.391,0.391,0.391,0.172,0.282,0.172
t_702,0.032,0.324,0.324,0.324,0.174,0.249,0.174
t_703,0.028,0.234,0.234,0.234,0.165,0.2,0.165
t_704,0.01,0.169,0.169,0.169,0.145,0.157,0.145
t_705,0.001,0.075,0.075,0.075,0.113,0.094,0.113
t_706,0.0,0.042,0.042,0.042,0.095,0.069,0.095
t_707,0.0,0.035,0.035,0.035,0.088,0.062,0.088
t_708,0.0,0.026,0.026,0.026,0.083,0.055,0.083
t_709,0.0,0.022,0.022,0.022,0.075,0.049,0.075
t_710,0.0,0.018,0.018,0.018,0.057,0.038,0.057
t_711,0.0,0.015,0.015,0.015,0.042,0.029,0.042
t_712,0.003,0.014,0.014,0.014,0.044,0.029,0.044
t_713,0.032,0.017,0.017,0.017,0.053,0.035,0.053
t_714,0.067,0.02,0.02,0.02,0.067,0.044,0.067
t_715,0.083,0.025,0.025,0.025,0.059,0.042,0.059
t_716,0.085,0.022,0.022,0.022,0.044,0.033,0.044
t_717,0.076,0.012,0.012,0.012,0.031,0.022,0.031
t_718,0.056,0.002,0.002,0.002,0.024,0.013,0.024
t_719,0.15,0.001,0.001,0.001,0.024,0.013,0.024
t_720,0.103,0.0,0.0,0.0,0.004,0.002,0.004
t_721,0.073,0.0,0.0,0.0,0.003,0.002,0.003
t_722,0.065,0.0,0.0,0.0,0.002,0.001,0.002
t_723,0.009,0.0,0.0,0.0,0.008,0.004,0.008
t_724,0.011,0.0,0.0,0.0,0.004,0.002,0.004
t_725,0.009,0.0,0.0,0.0,0.003,0.002,0.003
t_726,0.047,0.0,0.0,0.0,0.003,0.002,0.003
t_727,0.02,0.0,0.0,0.0,0.008,0.004,0.008
t_728,0.007,0.0,0.0,0.0,0.029,0.015,0.029
t_729,0.0,0.0,0.0,0.0,0.042,0.021,0.042
t_730,0.0,0.0,0.0,0.0,0.037,0.019,0.037
t_731,0.0,0.0,0.0,0.0,0.059,0.03,0.059
t_732,0.0,0.0,0.0,0.0,0.098,0.049,0.098
t_733,0.0,0.0,0.0,0.0,0.155,0.078,0.155
t_734,0.0,0.001,0.001,0.001,0.207,0.104,0.207
t_735,0.002,0.002,0.002,0.002,0.238,0.12,0.238
t_736,0.011,0.001,0.001,0.001,0.293,0.147,0.293
t_737,0.048,0.0,0.0,0.0,0.388,0.194,0.388
t_738,0.105,0.0,0.0,0.0,0.479,0.24,0.479
t_739,0.147,0.0,0.0,0.0,0.553,0.277,0.553
t_740,0.176,0.0,0.0,0.0,0.603,0.302,0.603
t_741,0.195,0.0,0.0,0.0,0.651,0.326,0.651
t_742,0.216,0.0,0.0,0.0,0.697,0.349,0.697
t_743,0.237,0.0,0.0,0.0,0.749,0.375,0.749
t_744,0.254,0.0,0.0,0.0,0.756,0.378,0.756
t_745,0.312,0.0,0.0,0.0,0.738,0.369,0.738
t_746,0.396,0.0,0.0,0.0,0.702,0.351,0.702
t_747,0.448,0.0,0.0,0.0,0.659,0.33,0.659
t_748,0.458,0.0,0.0,0.0,0.597,0.299,0.597
t_749,0.48,0.0,0.0,0.0,0.526,0.263,0.526
t_750,0.541,0.0,0.0,0.0,0.447,0.224,0.447
t_751,0.593,0.001,0.001,0.001,0.359,0.18,0.359
t_752,0.634,0.004,0.004,0.004,0.263,0.134,0.263
t_753,0.658,0.007,0.007,0.007,0.167,0.087,0.167
t_754,0.731,0.011,0.011,0.011,0.099,0.055,0.099
t_755,0.819,0.013,0.013,0.013,0.072,0.043,0.072
t_756,0.835,0.015,0.015,0.015,0.071,0.043,0.071
t_757,0.841,0.027,0.027,0.027,0.065,0.046,0.065
t_758,0.841,0.038,0.038,0.038,0.05,0.044,0.05
t_759,0.82,0.037,0.037,0.037,0.035,0.036,0.035
t_760,0.819,0.034,0.034,0.034,0.041,0.038,0.041
t_761,0.839,0.061,0.061,0.061,0.062,0.062,0.062
t_762,0.833,0.097,0.097,0.097,0.068,0.083,0.068
t_763,0.795,0.134,0.134,0.134,0.06,0.097,0.06
t_764,0.741,0.165,0.165,0.165,0.05,0.108,0.05
t_765,0.672,0.181,0.181,0.181,0.041,0.111,0.041
t_766,0.61,0.178,0.178,0.178,0.037,0.108,0.037
t_767,0.574,0.175,0.175,0.175,0.031,0.103,0.031
t_768,0.554,0.203,0.203,0.203,0.027,0.115,0.027
t_769,0.536,0.162,0.162,0.162,0.026,0.094,0.026
t_770,0.502,0.166,0.166,0.166,0.03,0.098,0.03
t_771,0.466,0.187,0.187,0.187,0.036,0.112,0.036
t_772,0.437,0.199,0.199,0.199,0.043,0.121,0.043
t_773,0.381,0.185,0.185,0.185,0.043,0.114,0.043
t_774,0.301,0.181,0.181,0.181,0.036,0.109,0.036
t_775,0.197,0.144,0.144,0.144,0.03,0.087,0.03
t_776,0.112,0.107,0.107,0.107,0.024,0.066,0.024
t_777,0.052,0.056,0.056,0.056,0.009,0.033,0.009
t_778,0.031,0.027,0.027,0.027,0.003,0.015,0.003
t_779,0.006,0.012,0.012,0.012,0.003,0.008,0.003
t_780,0.002,0.008,0.008,0.008,0.004,0.006,0.004
t_781,0.0,0.003,0.003,0.003,0.004,0.004,0.004
t_782,0.0,0.001,0.001,0.001,0.004,0.003,0.004
t_783,0.0,0.002,0.002,0.002,0.003,0.003,0.003
t_784,0.003,0.003,0.003,0.003,0.007,0.005,0.007
t_785,0.045,0.004,0.004,0.004,0.024,0.014,0.024
t_786,0.273,0.005,0.005,0.005,0.057,0.031,0.057
t_787,0.325,0.008,0.008,0.008,0.107,0.058,0.107
t_788,0.128,0.008,0.008,0.008,0.162,0.085,0.162
t_789,0.132,0.013,0.013,0.013,0.217,0.115,0.217
t_790,0.13,0.019,0.019,0.019,0.263,0.141,0.263
t_791,0.127,0.02,0.02,0.02,0.31,0.165,0.31
t_792,0.161,0.03,0.03,0.03,0.342,0.186,0.342
t_793,0.222,0.042,0.042,0.042,0.36,0.201,0.36
t_794,0.275,0.052,0.052,0.052,0.385,0.219,0.385
t_795,0.329,0.063,0.063,0.063,0.413,0.238,0.413
t_796,0.395,0.085,0.085,0.085,0.369,0.227,0.369
t_797,0.461,0.139,0.139,0.139,0.303,0.221,0.303
t_798,0.525,0.208,0.208,0.208,0.245,0.227,0.245
t_799,0.571,0.277,0.277,0.277,0.198,0.238,0.198
t_800,0.572,0.347,0.347,0.347,0.157,0.252,0.157
t_801,0.491,0.382,0.382,0.382,0.152,0.267,0.152
t_802,0.409,0.528,0.528,0.528,0.188,0.358,0.188
t_803,0.38,0.659,0.659,0.659,0.246,0.453,0.246
t_804,0.388,0.722,0.722,0.722,0.332,0.527,0.332
t_805,0.405,0.768,0.768,0.768,0.365,0.567,0.365
t_806,0.441,0.79,0.79,0.79,0.341,0.566,0.341
t_807,0.478,0.785,0.785,0.785,0.276,0.531,0.276
t_808,0.474,0.775,0.775,0.775,0.227,0.501,0.227
t_809,0.553,0.803,0.803,0.803,0.214,0.509,0.214
t_810,0.577,0.84,0.84,0.84,0.175,0.508,0.175
t_811,0.521,0.855,0.855,0.855,0.131,0.493,0.131
t_812,0.449,0.88,0.88,0.88,0.094,0.487,0.094
t_813,0.381,0.892,0.892,0.892,0.065,0.479,0.065
t_814,0.332,0.881,0.881,0.881,0.056,0.469,0.056
t_815,0.26,0.871,0.871,0.871,0.05,0.461,0.05
t_816,0.188,0.863,0.863,0.863,0.039,0.451,0.039
t_817,0.135,0.845,0.845,0.845,0.03,0.438,0.03
t_818,0.101,0.821,0.821,0.821,0.024,0.423,0.024
t_819,0.08,0.8,0.8,0.8,0.027,0.414,0.027
t_820,0.077,0.784,0.784,0.784,0.023,0.404,0.023
t_821,0.069,0.773,0.773,0.773,0.02,0.397,0.02
t_822,0.052,0.766,0.766,0.766,0.018,0.392,0.018
t_823,0.046,0.771,0.771,0.771,0.018,0.395,0.018
t_824,0.012,0.751,0.751,0.751,0.014,0.383,0.014
t_825,0.0,0.65,0.65,0.65,0.006,0.328,0.006
t_826,0.0,0.528,0.528,0.528,0.006,0.267,0.006
t_827,0.014,0.456,0.456,0.456,0.004,0.23,0.004
t_828,0.056,0.369,0.369,0.369,0.002,0.186,0.002
t_829,0.108,0.268,0.268,0.268,0.001,0.135,0.001
t_830,0.122,0.144,0.144,0.144,0.001,0.073,0.001
t_831,0.097,0.071,0.071,0.071,0.001,0.036,0.001
t_832,0.045,0.054,0.054,0.054,0.001,0.028,0.001
t_833,0.036,0.073,0.073,0.073,0.001,0.037,0.001
t_834,0.037,0.121,0.121,0.121,0.001,0.061,0.001
t_835,0.046,0.221,0.221,0.221,0.01,0.116,0.01
t_836,0.052,0.244,0.244,0.244,0.023,0.134,0.023
t_837,0.059,0.178,0.178,0.178,0.041,0.11,0.041
t_838,0.095,0.231,0.231,0.231,0.061,0.146,0.061
t_839,0.096,0.288,0.288,0.288,0.075,0.182,0.075
t_840,0.091,0.184,0.184,0.184,0.088,0.136,0.088
t_841,0.073,0.191,0.191,0.191,0.062,0.127,0.062
t_842,0.054,0.202,0.202,0.202,0.073,0.138,0.073
t_843,0.043,0.371,0.371,0.371,0.076,0.224,0.076
t_844,0.061,0.419,0.419,0.419,0.122,0.271,0.122
t_845,0.088,0.469,0.469,0.469,0.243,0.356,0.243
t_846,0.115,0.524,0.524,0.524,0.421,0.473,0.421
t_847,0.176,0.589,0.589,0.589,0.627,0.608,0.627
t_848,0.253,0.624,0.624,0.624,0.699,0.662,0.699
t_849,0.277,0.573,0.573,0.573,0.633,0.603,0.633
t_850,0.277,0.531,0.531,0.531,0.567,0.549,0.567
t_851,0.419,0.405,0.405,0.405,0.494,0.45,0.494
t_852,0.483,0.556,0.556,0.556,0.503,0.53,0.503
t_853,0.426,0.688,0.688,0.688,0.494,0.591,0.494
t_854,0.282,0.68,0.68,0.68,0.464,0.572,0.464
t_855,0.144,0.616,0.616,0.616,0.456,0.536,0.456
t_856,0.059,0.601,0.601,0.601,0.501,0.551,0.501
t_857,0.058,0.595,0.595,0.595,0.522,0.559,0.522
t_858,0.065,0.569,0.569,0.569,0.543,0.556,0.543
t_859,0.069,0.526,0.526,0.526,0.554,0.54,0.554
t_860,0.068,0.476,0.476,0.476,0.538,0.507,0.538
t_861,0.04,0.413,0.413,0.413,0.5,0.457,0.5
t_862,0.036,0.362,0.362,0.362,0.436,0.399,0.436
t_863,0.032,0.313,0.313,0.313,0.365,0.339,0.365
t_864,0.027,0.263,0.263,0.263,0.3,0.282,0.3
t_865,0.024,0.223,0.223,0.223,0.226,0.225,0.226
t_866,0.017,0.192,0.192,0.192,0.17,0.181,0.17
t_867,0.016,0.168,0.168,0.168,0.107,0.138,0.107
t_868,0.013,0.146,0.146,0.146,0.07,0.108,0.07
t_869,0.012,0.108,0.108,0.108,0.043,0.076,0.043
t_870,0.012,0.084,0.084,0.084,0.023,0.054,0.023
t_871,0.017,0.048,0.048,0.048,0.011,0.03,0.011
