t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_2306,0.001,0.001,0.001,0.174,0.088,0.174,0.1938
t_2307,0.000,0.000,0.000,0.187,0.094,0.187,0.1545
t_2308,0.000,0.000,0.000,0.196,0.098,0.196,0.127
t_2309,0.000,0.000,0.000,0.181,0.091,0.181,0.1103
t_2310,0.000,0.000,0.000,0.152,0.076,0.152,0.1002
t_2311,0.000,0.000,0.000,0.155,0.078,0.155,0.0806
t_2312,0.001,0.001,0.001,0.266,0.134,0.266,0.0578
t_2313,0.002,0.002,0.002,0.386,0.194,0.386,0.0338
t_2314,0.004,0.004,0.004,0.499,0.252,0.499,0.0352
t_2315,0.008,0.008,0.008,0.599,0.304,0.599,0.0446
t_2316,0.021,0.021,0.021,0.681,0.351,0.681,0.0682
t_2317,0.035,0.035,0.035,0.739,0.387,0.739,0.1183
t_2318,0.047,0.047,0.047,0.801,0.424,0.801,0.1725
t_2319,0.027,0.027,0.027,0.865,0.446,0.865,0.2213
t_2320,0.040,0.040,0.040,0.870,0.455,0.870,0.225
t_2321,0.057,0.057,0.057,0.783,0.420,0.783,0.1665
t_2322,0.047,0.047,0.047,0.806,0.427,0.806,0.1134
t_2323,0.055,0.055,0.055,0.852,0.454,0.852,0.1403
t_2324,0.110,0.110,0.110,0.875,0.493,0.875,0.1922
t_2325,0.084,0.084,0.084,0.874,0.479,0.874,0.275
t_2326,0.069,0.069,0.069,0.885,0.477,0.885,0.364
t_2327,0.040,0.040,0.040,0.875,0.458,0.875,0.4505
t_2328,0.025,0.025,0.025,0.846,0.436,0.846,0.4926
t_2329,0.035,0.035,0.035,0.809,0.422,0.809,0.4907
t_2330,0.045,0.045,0.045,0.786,0.416,0.786,0.5157
t_2331,0.075,0.075,0.075,0.777,0.426,0.777,0.5853
t_2332,0.115,0.115,0.115,0.731,0.423,0.731,0.6031
t_2333,0.107,0.107,0.107,0.679,0.393,0.679,0.5853
t_2334,0.167,0.167,0.167,0.637,0.402,0.637,0.5541
t_2335,0.347,0.347,0.347,0.702,0.525,0.702,0.585
t_2336,0.455,0.455,0.455,0.798,0.627,0.798,0.8585
t_2337,0.427,0.427,0.427,0.820,0.624,0.820,0.8721
t_2338,0.370,0.370,0.370,0.786,0.578,0.786,0.8704
t_2339,0.371,0.371,0.371,0.747,0.559,0.747,0.8685
t_2340,0.383,0.383,0.383,0.731,0.557,0.731,0.865
t_2341,0.375,0.375,0.375,0.750,0.563,0.750,0.8571
t_2342,0.373,0.373,0.373,0.797,0.585,0.797,0.8497
t_2343,0.417,0.417,0.417,0.848,0.633,0.848,0.8513
t_2344,0.531,0.531,0.531,0.871,0.701,0.871,0.8592
t_2345,0.578,0.578,0.578,0.803,0.691,0.803,0.8765
t_2346,0.469,0.469,0.469,0.721,0.595,0.721,0.8944
t_2347,0.466,0.466,0.466,0.707,0.587,0.707,0.8985
t_2348,0.246,0.246,0.246,0.685,0.466,0.685,0.8954
t_2349,0.191,0.191,0.191,0.651,0.421,0.651,0.8972
t_2350,0.216,0.216,0.216,0.643,0.430,0.643,0.9015
t_2351,0.137,0.137,0.137,0.636,0.387,0.636,0.9115
t_2352,0.078,0.078,0.078,0.626,0.352,0.626,0.9032
t_2353,0.029,0.029,0.029,0.557,0.293,0.557,0.8685
t_2354,0.028,0.028,0.028,0.478,0.253,0.478,0.8307
t_2355,0.032,0.032,0.032,0.366,0.199,0.366,0.797
t_2356,0.029,0.029,0.029,0.285,0.157,0.285,0.7667
t_2357,0.028,0.028,0.028,0.218,0.123,0.218,0.7112
t_2358,0.029,0.029,0.029,0.147,0.088,0.147,0.6549
t_2359,0.031,0.031,0.031,0.151,0.091,0.151,0.6136
t_2360,0.050,0.050,0.050,0.166,0.108,0.166,0.6563
t_2361,0.049,0.049,0.049,0.185,0.117,0.185,0.6116
t_2362,0.039,0.039,0.039,0.174,0.107,0.174,0.5505
t_2363,0.033,0.033,0.033,0.210,0.122,0.210,0.5028
t_2364,0.038,0.038,0.038,0.252,0.145,0.252,0.4593
t_2365,0.034,0.034,0.034,0.305,0.170,0.305,0.4498
t_2366,0.027,0.027,0.027,0.362,0.195,0.362,0.4467
t_2367,0.027,0.027,0.027,0.413,0.220,0.413,0.4425
t_2368,0.034,0.034,0.034,0.422,0.228,0.422,0.4239
t_2369,0.037,0.037,0.037,0.341,0.189,0.341,0.3411
t_2370,0.029,0.029,0.029,0.210,0.120,0.210,0.2809
t_2371,0.029,0.029,0.029,0.191,0.110,0.191,0.2986
t_2372,0.039,0.039,0.039,0.179,0.109,0.179,0.2737
t_2373,0.046,0.046,0.046,0.165,0.106,0.165,0.2303
t_2374,0.051,0.051,0.051,0.143,0.097,0.143,0.1849
t_2375,0.061,0.061,0.061,0.123,0.092,0.123,0.1797
t_2376,0.079,0.079,0.079,0.120,0.100,0.120,0.1702
t_2377,0.108,0.108,0.108,0.129,0.119,0.129,0.1331
t_2378,0.104,0.104,0.104,0.172,0.138,0.172,0.0919
t_2379,0.078,0.078,0.078,0.197,0.138,0.197,0.06
t_2380,0.041,0.041,0.041,0.227,0.134,0.227,0.0461
t_2381,0.012,0.012,0.012,0.245,0.129,0.245,0.0417
t_2382,0.005,0.005,0.005,0.210,0.108,0.210,0.0313
t_2383,0.003,0.003,0.003,0.150,0.077,0.150,0.0143
t_2384,0.001,0.001,0.001,0.195,0.098,0.195,0.0028
t_2385,0.000,0.000,0.000,0.195,0.098,0.195,0.0068
t_2386,0.000,0.000,0.000,0.169,0.085,0.169,0.0203
t_2387,0.000,0.000,0.000,0.135,0.068,0.135,0.0258
t_2388,0.000,0.000,0.000,0.122,0.061,0.122,0.0355
t_2389,0.000,0.000,0.000,0.113,0.057,0.113,0.0344
t_2390,0.001,0.001,0.001,0.109,0.055,0.109,0.0302
t_2391,0.001,0.001,0.001,0.094,0.048,0.094,0.0248
t_2392,0.001,0.001,0.001,0.078,0.040,0.078,0.0235
t_2393,0.002,0.002,0.002,0.053,0.028,0.053,0.0232
t_2394,0.007,0.007,0.007,0.032,0.020,0.032,0.0209
t_2395,0.018,0.018,0.018,0.034,0.026,0.034,0.0214
t_2396,0.019,0.019,0.019,0.030,0.025,0.030,0.0234
t_2397,0.018,0.018,0.018,0.027,0.023,0.027,0.0231
t_2398,0.020,0.020,0.020,0.026,0.023,0.026,0.0199
t_2399,0.016,0.016,0.016,0.027,0.022,0.027,0.0283
t_2400,0.014,0.014,0.014,0.035,0.025,0.035,0.0398
t_2401,0.010,0.010,0.010,0.042,0.026,0.042,0.0456
t_2402,0.009,0.009,0.009,0.047,0.028,0.047,0.0488
t_2403,0.009,0.009,0.009,0.047,0.028,0.047,0.0554
t_2404,0.007,0.007,0.007,0.053,0.030,0.053,0.0593
t_2405,0.008,0.008,0.008,0.063,0.036,0.063,0.0674
t_2406,0.010,0.010,0.010,0.068,0.039,0.068,0.0766
t_2407,0.009,0.009,0.009,0.060,0.035,0.060,0.0594
t_2408,0.006,0.006,0.006,0.097,0.052,0.097,0.043
t_2409,0.008,0.008,0.008,0.120,0.064,0.120,0.0437
t_2410,0.009,0.009,0.009,0.134,0.072,0.134,0.0976
t_2411,0.007,0.007,0.007,0.142,0.075,0.142,0.1573
t_2412,0.012,0.012,0.012,0.148,0.080,0.148,0.2271
t_2413,0.027,0.027,0.027,0.159,0.093,0.159,0.3023
t_2414,0.045,0.045,0.045,0.168,0.107,0.168,0.39
t_2415,0.073,0.073,0.073,0.161,0.117,0.161,0.4619
t_2416,0.078,0.078,0.078,0.123,0.101,0.123,0.4892
t_2417,0.069,0.069,0.069,0.070,0.070,0.070,0.4798
t_2418,0.050,0.050,0.050,0.060,0.055,0.060,0.4114
t_2419,0.083,0.083,0.083,0.065,0.074,0.065,0.4387
t_2420,0.078,0.078,0.078,0.049,0.064,0.049,0.4316
t_2421,0.092,0.092,0.092,0.025,0.059,0.025,0.3626
t_2422,0.089,0.089,0.089,0.012,0.051,0.012,0.3462
t_2423,0.101,0.101,0.101,0.008,0.055,0.008,0.3574
t_2424,0.111,0.111,0.111,0.004,0.058,0.004,0.3635
t_2425,0.110,0.110,0.110,0.002,0.056,0.002,0.3748
t_2426,0.104,0.104,0.104,0.001,0.053,0.001,0.3909
t_2427,0.090,0.090,0.090,0.000,0.045,0.000,0.4028
t_2428,0.131,0.131,0.131,0.000,0.066,0.000,0.4122
t_2429,0.147,0.147,0.147,0.000,0.074,0.000,0.4089
t_2430,0.141,0.141,0.141,0.000,0.071,0.000,0.3619
t_2431,0.096,0.096,0.096,0.001,0.049,0.001,0.3219
t_2432,0.052,0.052,0.052,0.003,0.028,0.003,0.3904
t_2433,0.065,0.065,0.065,0.015,0.040,0.015,0.3229
t_2434,0.072,0.072,0.072,0.027,0.050,0.027,0.2414
t_2435,0.064,0.064,0.064,0.032,0.048,0.032,0.194
t_2436,0.091,0.091,0.091,0.048,0.070,0.048,0.1785
t_2437,0.099,0.099,0.099,0.084,0.092,0.084,0.177
t_2438,0.132,0.132,0.132,0.130,0.131,0.130,0.1809
t_2439,0.290,0.290,0.290,0.164,0.227,0.164,0.2038
t_2440,0.305,0.305,0.305,0.170,0.238,0.170,0.2301
t_2441,0.302,0.302,0.302,0.145,0.224,0.145,0.2232
t_2442,0.240,0.240,0.240,0.131,0.186,0.131,0.1431
t_2443,0.132,0.132,0.132,0.136,0.134,0.136,0.1236
t_2444,0.139,0.139,0.139,0.130,0.135,0.130,0.0977
t_2445,0.146,0.146,0.146,0.114,0.130,0.114,0.0741
t_2446,0.183,0.183,0.183,0.088,0.136,0.088,0.0484
t_2447,0.226,0.226,0.226,0.061,0.144,0.061,0.0395
t_2448,0.299,0.299,0.299,0.037,0.168,0.037,0.0415
t_2449,0.411,0.411,0.411,0.026,0.219,0.026,0.0418
t_2450,0.452,0.452,0.452,0.026,0.239,0.026,0.0604
t_2451,0.340,0.340,0.340,0.032,0.186,0.032,0.0777
t_2452,0.322,0.322,0.322,0.032,0.177,0.032,0.0896
t_2453,0.338,0.338,0.338,0.025,0.182,0.025,0.1251
t_2454,0.337,0.337,0.337,0.020,0.179,0.020,0.1732
t_2455,0.384,0.384,0.384,0.031,0.208,0.031,0.2971
t_2456,0.616,0.616,0.616,0.061,0.339,0.061,0.3958
t_2457,0.717,0.717,0.717,0.090,0.404,0.090,0.3806
t_2458,0.730,0.730,0.730,0.117,0.424,0.117,0.3424
t_2459,0.724,0.724,0.724,0.143,0.434,0.143,0.272
t_2460,0.736,0.736,0.736,0.173,0.455,0.173,0.1922
t_2461,0.734,0.734,0.734,0.204,0.469,0.204,0.1557
t_2462,0.732,0.732,0.732,0.233,0.483,0.233,0.156
t_2463,0.764,0.764,0.764,0.282,0.523,0.282,0.1804
t_2464,0.808,0.808,0.808,0.320,0.564,0.320,0.2083
t_2465,0.814,0.814,0.814,0.310,0.562,0.310,0.221
t_2466,0.707,0.707,0.707,0.213,0.460,0.213,0.2577
t_2467,0.705,0.705,0.705,0.151,0.428,0.151,0.4574
t_2468,0.715,0.715,0.715,0.091,0.403,0.091,0.6358
t_2469,0.668,0.668,0.668,0.049,0.359,0.049,0.6459
t_2470,0.587,0.587,0.587,0.034,0.311,0.034,0.5862
t_2471,0.541,0.541,0.541,0.028,0.285,0.028,0.5395
t_2472,0.522,0.522,0.522,0.018,0.270,0.018,0.5377
t_2473,0.510,0.510,0.510,0.010,0.260,0.010,0.5238
t_2474,0.486,0.486,0.486,0.004,0.245,0.004,0.4539
t_2475,0.457,0.457,0.457,0.002,0.230,0.002,0.2842
t_2476,0.442,0.442,0.442,0.003,0.223,0.003,0.1452
t_2477,0.430,0.430,0.430,0.008,0.219,0.008,0.0994
t_2478,0.410,0.410,0.410,0.008,0.209,0.008,0.0858
t_2479,0.384,0.384,0.384,0.012,0.198,0.012,0.1361
t_2480,0.616,0.616,0.616,0.061,0.339,0.061,0.2015
t_2481,0.792,0.792,0.792,0.114,0.453,0.114,0.2497
t_2482,0.820,0.820,0.820,0.167,0.494,0.167,0.2988
t_2483,0.812,0.812,0.812,0.218,0.515,0.218,0.323
t_2484,0.766,0.766,0.766,0.299,0.533,0.299,0.2509
t_2485,0.706,0.706,0.706,0.413,0.560,0.413,0.196
t_2486,0.676,0.676,0.676,0.431,0.554,0.431,0.243
t_2487,0.684,0.684,0.684,0.414,0.549,0.414,0.3809
t_2488,0.832,0.832,0.832,0.267,0.550,0.267,0.4357
t_2489,0.783,0.783,0.783,0.158,0.471,0.158,0.4306
t_2490,0.591,0.591,0.591,0.115,0.353,0.115,0.4499
t_2491,0.378,0.378,0.378,0.099,0.239,0.099,0.439
t_2492,0.326,0.326,0.326,0.084,0.205,0.084,0.3757
t_2493,0.273,0.273,0.273,0.036,0.155,0.036,0.3843
t_2494,0.225,0.225,0.225,0.006,0.116,0.006,0.3353
t_2495,0.187,0.187,0.187,0.000,0.094,0.000,0.2294
t_2496,0.151,0.151,0.151,0.000,0.076,0.000,0.1684
t_2497,0.109,0.109,0.109,0.002,0.056,0.002,0.1195
t_2498,0.068,0.068,0.068,0.008,0.038,0.008,0.0926
t_2499,0.038,0.038,0.038,0.028,0.033,0.028,0.0758
t_2500,0.022,0.022,0.022,0.051,0.037,0.051,0.0727
t_2501,0.016,0.016,0.016,0.072,0.044,0.072,0.081
t_2502,0.018,0.018,0.018,0.081,0.050,0.081,0.0877
t_2503,0.012,0.012,0.012,0.082,0.047,0.082,0.1364
t_2504,0.009,0.009,0.009,0.102,0.056,0.102,0.1782
t_2505,0.010,0.010,0.010,0.122,0.066,0.122,0.1785
t_2506,0.011,0.011,0.011,0.133,0.072,0.133,0.1495
t_2507,0.008,0.008,0.008,0.110,0.059,0.110,0.1214
t_2508,0.005,0.005,0.005,0.084,0.045,0.084,0.0889
t_2509,0.000,0.000,0.000,0.068,0.034,0.068,0.0684
t_2510,0.000,0.000,0.000,0.068,0.034,0.068,0.0427
t_2511,0.000,0.000,0.000,0.054,0.027,0.054,0.0352
t_2512,0.000,0.000,0.000,0.040,0.020,0.040,0.0323
t_2513,0.000,0.000,0.000,0.039,0.020,0.039,0.0295
t_2514,0.000,0.000,0.000,0.051,0.026,0.051,0.0241
t_2515,0.000,0.000,0.000,0.064,0.032,0.064,0.0163
t_2516,0.000,0.000,0.000,0.071,0.036,0.071,0.0135
t_2517,0.000,0.000,0.000,0.070,0.035,0.070,0.0207
t_2518,0.000,0.000,0.000,0.070,0.035,0.070,0.0253
t_2519,0.000,0.000,0.000,0.079,0.040,0.079,0.0212
t_2520,0.001,0.001,0.001,0.089,0.045,0.089,0.0185
t_2521,0.002,0.002,0.002,0.097,0.050,0.097,0.0239
t_2522,0.010,0.010,0.010,0.098,0.054,0.098,0.0432
t_2523,0.016,0.016,0.016,0.093,0.055,0.093,0.0644
t_2524,0.015,0.015,0.015,0.086,0.051,0.086,0.0731
t_2525,0.018,0.018,0.018,0.076,0.047,0.076,0.0747
t_2526,0.021,0.021,0.021,0.059,0.040,0.059,0.0759
t_2527,0.032,0.032,0.032,0.022,0.027,0.022,0.0878
t_2528,0.125,0.125,0.125,0.030,0.078,0.030,0.1133
t_2529,0.153,0.153,0.153,0.037,0.095,0.037,0.1181
t_2530,0.126,0.126,0.126,0.030,0.078,0.030,0.132
t_2531,0.126,0.126,0.126,0.027,0.077,0.027,0.1595
t_2532,0.156,0.156,0.156,0.037,0.097,0.037,0.196
t_2533,0.206,0.206,0.206,0.070,0.138,0.070,0.2496
t_2534,0.261,0.261,0.261,0.132,0.197,0.132,0.3297
t_2535,0.318,0.318,0.318,0.206,0.262,0.206,0.4112
t_2536,0.339,0.339,0.339,0.264,0.302,0.264,0.4731
t_2537,0.307,0.307,0.307,0.246,0.277,0.246,0.4998
t_2538,0.239,0.239,0.239,0.179,0.209,0.179,0.5257
t_2539,0.188,0.188,0.188,0.171,0.180,0.171,0.5693
t_2540,0.174,0.174,0.174,0.165,0.170,0.165,0.5455
t_2541,0.160,0.160,0.160,0.158,0.159,0.158,0.5072
t_2542,0.111,0.111,0.111,0.165,0.138,0.165,0.427
t_2543,0.064,0.064,0.064,0.206,0.135,0.206,0.3646
t_2544,0.014,0.014,0.014,0.248,0.131,0.248,0.3403
t_2545,0.008,0.008,0.008,0.297,0.153,0.297,0.3034
t_2546,0.012,0.012,0.012,0.357,0.185,0.357,0.3159
t_2547,0.019,0.019,0.019,0.432,0.226,0.432,0.3508
t_2548,0.039,0.039,0.039,0.494,0.267,0.494,0.4019
t_2549,0.070,0.070,0.070,0.524,0.297,0.524,0.4286
t_2550,0.088,0.088,0.088,0.526,0.307,0.526,0.4239
t_2551,0.057,0.057,0.057,0.548,0.303,0.548,0.4684
t_2552,0.104,0.104,0.104,0.643,0.374,0.643,0.5836
t_2553,0.137,0.137,0.137,0.714,0.426,0.714,0.6039
t_2554,0.190,0.190,0.190,0.781,0.486,0.781,0.5808
t_2555,0.214,0.214,0.214,0.852,0.533,0.852,0.571
t_2556,0.264,0.264,0.264,0.892,0.578,0.892,0.5531
t_2557,0.286,0.286,0.286,0.920,0.603,0.920,0.5306
t_2558,0.321,0.321,0.321,0.925,0.623,0.925,0.5168
t_2559,0.417,0.417,0.417,0.914,0.666,0.914,0.4927
t_2560,0.532,0.532,0.532,0.854,0.693,0.854,0.3902
t_2561,0.574,0.574,0.574,0.803,0.689,0.803,0.2351
t_2562,0.514,0.514,0.514,0.840,0.677,0.840,0.1064
t_2563,0.584,0.584,0.584,0.902,0.743,0.902,0.0416
t_2564,0.672,0.672,0.672,0.939,0.806,0.939,0.0118
t_2565,0.720,0.720,0.720,0.955,0.838,0.955,0.0049
t_2566,0.748,0.748,0.748,0.961,0.855,0.961,0.0046
t_2567,0.763,0.763,0.763,0.960,0.862,0.960,0.0042
t_2568,0.775,0.775,0.775,0.956,0.866,0.956,0.0045
t_2569,0.782,0.782,0.782,0.950,0.866,0.950,0.0074
t_2570,0.793,0.793,0.793,0.936,0.865,0.936,0.0093
t_2571,0.811,0.811,0.811,0.916,0.864,0.916,0.0065
t_2572,0.850,0.850,0.850,0.882,0.866,0.882,0.0052
t_2573,0.884,0.884,0.884,0.837,0.861,0.837,0.0049
t_2574,0.900,0.900,0.900,0.807,0.854,0.807,0.0049
t_2575,0.910,0.910,0.910,0.797,0.854,0.797,0.0101
t_2576,0.955,0.955,0.955,0.780,0.868,0.780,0.0466
t_2577,0.983,0.983,0.983,0.747,0.865,0.747,0.0847
t_2578,0.991,0.991,0.991,0.739,0.865,0.739,0.1265
t_2579,0.995,0.995,0.995,0.775,0.885,0.775,0.1998
t_2580,0.997,0.997,0.997,0.788,0.893,0.788,0.2486
t_2581,0.997,0.997,0.997,0.782,0.890,0.782,0.276
t_2582,0.997,0.997,0.997,0.761,0.879,0.761,0.3003
t_2583,0.994,0.994,0.994,0.747,0.871,0.747,0.3111
t_2584,0.978,0.978,0.978,0.665,0.822,0.665,0.304
t_2585,0.877,0.877,0.877,0.588,0.733,0.588,0.2752
t_2586,0.691,0.691,0.691,0.603,0.647,0.603,0.2388
t_2587,0.659,0.659,0.659,0.673,0.666,0.673,0.2134
t_2588,0.657,0.657,0.657,0.675,0.666,0.675,0.1817
t_2589,0.661,0.661,0.661,0.639,0.650,0.639,0.129
t_2590,0.641,0.641,0.641,0.547,0.594,0.547,0.0922
t_2591,0.597,0.597,0.597,0.455,0.526,0.455,0.0634
t_2592,0.803,0.803,0.803,0.362,0.583,0.362,0.0519
t_2593,0.787,0.787,0.787,0.328,0.558,0.328,0.05
t_2594,0.793,0.793,0.793,0.295,0.544,0.295,0.0482
t_2595,0.788,0.788,0.788,0.276,0.532,0.276,0.0484
t_2596,0.790,0.790,0.790,0.273,0.532,0.273,0.0545
t_2597,0.793,0.793,0.793,0.249,0.521,0.249,0.0647
t_2598,0.788,0.788,0.788,0.187,0.488,0.187,0.0794
t_2599,0.782,0.782,0.782,0.097,0.440,0.097,0.1216
t_2600,0.822,0.822,0.822,0.124,0.473,0.124,0.1871
t_2601,0.916,0.916,0.916,0.152,0.534,0.152,0.2315
t_2602,0.906,0.906,0.906,0.098,0.502,0.098,0.2745
t_2603,0.907,0.907,0.907,0.063,0.485,0.063,0.3582
t_2604,0.892,0.892,0.892,0.027,0.460,0.027,0.5285
t_2605,0.830,0.830,0.830,0.009,0.420,0.009,0.6656
t_2606,0.805,0.805,0.805,0.005,0.405,0.005,0.7365
t_2607,0.791,0.791,0.791,0.014,0.403,0.014,0.7261
t_2608,0.814,0.814,0.814,0.027,0.421,0.027,0.5981
t_2609,0.643,0.643,0.643,0.031,0.337,0.031,0.5982
t_2610,0.704,0.704,0.704,0.071,0.388,0.071,0.6365
t_2611,0.745,0.745,0.745,0.179,0.462,0.179,0.5934
t_2612,0.747,0.747,0.747,0.295,0.521,0.295,0.4199
t_2613,0.611,0.611,0.611,0.383,0.497,0.383,0.2553
t_2614,0.376,0.376,0.376,0.501,0.439,0.501,0.1491
t_2615,0.260,0.260,0.260,0.586,0.423,0.586,0.0854
t_2616,0.161,0.161,0.161,0.600,0.381,0.600,0.0588
t_2617,0.099,0.099,0.099,0.491,0.295,0.491,0.0471
t_2618,0.054,0.054,0.054,0.403,0.229,0.403,0.0326
t_2619,0.028,0.028,0.028,0.320,0.174,0.320,0.0508
t_2620,0.014,0.014,0.014,0.242,0.128,0.242,0.0661
t_2621,0.004,0.004,0.004,0.155,0.080,0.155,0.0597
t_2622,0.002,0.002,0.002,0.083,0.043,0.083,0.0317
t_2623,0.001,0.001,0.001,0.059,0.030,0.059,0.0158
t_2624,0.001,0.001,0.001,0.020,0.011,0.020,0.0246
t_2625,0.000,0.000,0.000,0.007,0.004,0.007,0.0325
t_2626,0.000,0.000,0.000,0.006,0.003,0.006,0.0513
t_2627,0.000,0.000,0.000,0.015,0.008,0.015,0.071
t_2628,0.000,0.000,0.000,0.031,0.016,0.031,0.0587
t_2629,0.000,0.000,0.000,0.061,0.031,0.061,0.0411
t_2630,0.000,0.000,0.000,0.075,0.038,0.075,0.0265
t_2631,0.000,0.000,0.000,0.089,0.045,0.089,0.0144
t_2632,0.000,0.000,0.000,0.088,0.044,0.088,0.0081
t_2633,0.005,0.005,0.005,0.077,0.041,0.077,0.004
t_2634,0.073,0.073,0.073,0.060,0.067,0.060,0.0042
t_2635,0.195,0.195,0.195,0.048,0.122,0.048,0.0094
t_2636,0.109,0.109,0.109,0.029,0.069,0.029,0.0188
t_2637,0.080,0.080,0.080,0.015,0.048,0.015,0.0451
t_2638,0.037,0.037,0.037,0.014,0.026,0.014,0.0634
t_2639,0.042,0.042,0.042,0.012,0.027,0.012,0.0702
t_2640,0.049,0.049,0.049,0.009,0.029,0.009,0.0928
t_2641,0.053,0.053,0.053,0.007,0.030,0.007,0.1212
t_2642,0.062,0.062,0.062,0.005,0.034,0.005,0.193
t_2643,0.068,0.068,0.068,0.005,0.037,0.005,0.2208
t_2644,0.098,0.098,0.098,0.007,0.053,0.007,0.2749
t_2645,0.140,0.140,0.140,0.011,0.076,0.011,0.3711
t_2646,0.177,0.177,0.177,0.013,0.095,0.013,0.4611
t_2647,0.181,0.181,0.181,0.018,0.100,0.018,0.5535
t_2648,0.222,0.222,0.222,0.026,0.124,0.026,0.6862
t_2649,0.299,0.299,0.299,0.042,0.171,0.042,0.7162
t_2650,0.348,0.348,0.348,0.060,0.204,0.060,0.7064
t_2651,0.356,0.356,0.356,0.065,0.211,0.065,0.6864
t_2652,0.392,0.392,0.392,0.057,0.225,0.057,0.6001
t_2653,0.425,0.425,0.425,0.028,0.227,0.028,0.5971
t_2654,0.480,0.480,0.480,0.027,0.254,0.027,0.6149
t_2655,0.508,0.508,0.508,0.036,0.272,0.036,0.6982
t_2656,0.530,0.530,0.530,0.040,0.285,0.040,0.7711
t_2657,0.498,0.498,0.498,0.080,0.289,0.080,0.8057
t_2658,0.572,0.572,0.572,0.182,0.377,0.182,0.7984
t_2659,0.601,0.601,0.601,0.343,0.472,0.343,0.8143
t_2660,0.643,0.643,0.643,0.375,0.509,0.375,0.8126
t_2661,0.730,0.730,0.730,0.396,0.563,0.396,0.7482
t_2662,0.745,0.745,0.745,0.381,0.563,0.381,0.7358
t_2663,0.703,0.703,0.703,0.359,0.531,0.359,0.697
t_2664,0.668,0.668,0.668,0.369,0.519,0.369,0.6451
t_2665,0.670,0.670,0.670,0.400,0.535,0.400,0.5933
t_2666,0.576,0.576,0.576,0.416,0.496,0.416,0.5643
t_2667,0.229,0.229,0.229,0.424,0.327,0.424,0.5483
t_2668,0.137,0.137,0.137,0.394,0.266,0.394,0.5349
t_2669,0.205,0.205,0.205,0.363,0.284,0.363,0.4939
t_2670,0.203,0.203,0.203,0.319,0.261,0.319,0.4549
t_2671,0.204,0.204,0.204,0.232,0.218,0.232,0.5949
t_2672,0.168,0.168,0.168,0.180,0.174,0.180,0.7758
t_2673,0.158,0.158,0.158,0.345,0.252,0.345,0.8638
t_2674,0.083,0.083,0.083,0.254,0.169,0.254,0.8824
t_2675,0.081,0.081,0.081,0.148,0.115,0.148,0.8828
t_2676,0.026,0.026,0.026,0.148,0.087,0.148,0.8509
t_2677,0.021,0.021,0.021,0.149,0.085,0.149,0.7784
t_2678,0.015,0.015,0.015,0.116,0.066,0.116,0.702
t_2679,0.015,0.015,0.015,0.082,0.049,0.082,0.6808
t_2680,0.010,0.010,0.010,0.059,0.035,0.059,0.632
t_2681,0.011,0.011,0.011,0.065,0.038,0.065,0.6069
t_2682,0.032,0.032,0.032,0.103,0.068,0.103,0.5908
t_2683,0.035,0.035,0.035,0.115,0.075,0.115,0.533
t_2684,0.014,0.014,0.014,0.114,0.064,0.114,0.4642
t_2685,0.011,0.011,0.011,0.112,0.062,0.112,0.3819
t_2686,0.011,0.011,0.011,0.090,0.051,0.090,0.3248
t_2687,0.010,0.010,0.010,0.068,0.039,0.068,0.2328
t_2688,0.010,0.010,0.010,0.058,0.034,0.058,0.1698
t_2689,0.013,0.013,0.013,0.045,0.029,0.045,0.1543
t_2690,0.022,0.022,0.022,0.025,0.024,0.025,0.1338
t_2691,0.027,0.027,0.027,0.010,0.019,0.010,0.1428
t_2692,0.040,0.040,0.040,0.005,0.023,0.005,0.1278
t_2693,0.083,0.083,0.083,0.004,0.044,0.004,0.1041
t_2694,0.167,0.167,0.167,0.000,0.084,0.000,0.0803
t_2695,0.181,0.181,0.181,0.000,0.091,0.000,0.0931
t_2696,0.256,0.256,0.256,0.000,0.128,0.000,0.2991
t_2697,0.477,0.477,0.477,0.000,0.239,0.000,0.3524
t_2698,0.577,0.577,0.577,0.004,0.291,0.004,0.2823
t_2699,0.585,0.585,0.585,0.044,0.315,0.044,0.2654
t_2700,0.539,0.539,0.539,0.125,0.332,0.125,0.2538
t_2701,0.434,0.434,0.434,0.231,0.333,0.231,0.2414
t_2702,0.513,0.513,0.513,0.310,0.412,0.310,0.2147
t_2703,0.230,0.230,0.230,0.306,0.268,0.306,0.2088
t_2704,0.057,0.057,0.057,0.223,0.140,0.223,0.2015
t_2705,0.002,0.002,0.002,0.219,0.111,0.219,0.1458
t_2706,0.005,0.005,0.005,0.243,0.124,0.243,0.0756
t_2707,0.009,0.009,0.009,0.254,0.132,0.254,0.059
t_2708,0.007,0.007,0.007,0.180,0.094,0.180,0.0634
t_2709,0.005,0.005,0.005,0.135,0.070,0.135,0.0872
t_2710,0.003,0.003,0.003,0.099,0.051,0.099,0.0804
t_2711,0.002,0.002,0.002,0.052,0.027,0.052,0.0687
t_2712,0.002,0.002,0.002,0.025,0.014,0.025,0.0518
t_2713,0.001,0.001,0.001,0.016,0.009,0.016,0.0379
t_2714,0.000,0.000,0.000,0.042,0.021,0.042,0.0325
t_2715,0.000,0.000,0.000,0.052,0.026,0.052,0.0368
t_2716,0.000,0.000,0.000,0.055,0.028,0.055,0.0598
