t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_6808,0.008,0.008,0.008,0.000,0.004,0.000,0.0124
t_6809,0.033,0.033,0.033,0.000,0.017,0.000,0.0067
t_6810,0.021,0.021,0.021,0.000,0.011,0.000,0.0024
t_6811,0.000,0.000,0.000,0.000,0.000,0.000,0.0051
t_6812,0.000,0.000,0.000,0.001,0.001,0.001,0.0186
t_6813,0.000,0.000,0.000,0.003,0.002,0.003,0.0429
t_6814,0.000,0.000,0.000,0.006,0.003,0.006,0.0498
t_6815,0.001,0.001,0.001,0.005,0.003,0.005,0.0444
t_6816,0.002,0.002,0.002,0.005,0.004,0.005,0.0424
t_6817,0.006,0.006,0.006,0.004,0.005,0.004,0.0407
t_6818,0.023,0.023,0.023,0.004,0.014,0.004,0.0399
t_6819,0.037,0.037,0.037,0.003,0.020,0.003,0.0378
t_6820,0.017,0.017,0.017,0.003,0.010,0.003,0.0354
t_6821,0.007,0.007,0.007,0.002,0.005,0.002,0.0304
t_6822,0.002,0.002,0.002,0.001,0.002,0.001,0.0289
t_6823,0.001,0.001,0.001,0.000,0.001,0.000,0.028
t_6824,0.000,0.000,0.000,0.000,0.000,0.000,0.0177
t_6825,0.000,0.000,0.000,0.000,0.000,0.000,0.0047
t_6826,0.000,0.000,0.000,0.000,0.000,0.000,0.0048
t_6827,0.000,0.000,0.000,0.000,0.000,0.000,0.0117
t_6828,0.000,0.000,0.000,0.000,0.000,0.000,0.0157
t_6829,0.000,0.000,0.000,0.000,0.000,0.000,0.0208
t_6830,0.000,0.000,0.000,0.000,0.000,0.000,0.0208
t_6831,0.000,0.000,0.000,0.000,0.000,0.000,0.0244
t_6832,0.000,0.000,0.000,0.000,0.000,0.000,0.0152
t_6833,0.020,0.020,0.020,0.002,0.011,0.002,0.0041
t_6834,0.004,0.004,0.004,0.001,0.003,0.001,0.0006
t_6835,0.000,0.000,0.000,0.000,0.000,0.000,0.0017
t_6836,0.000,0.000,0.000,0.000,0.000,0.000,0.0061
t_6837,0.000,0.000,0.000,0.000,0.000,0.000,0.0099
t_6838,0.000,0.000,0.000,0.000,0.000,0.000,0.0176
t_6839,0.000,0.000,0.000,0.000,0.000,0.000,0.0125
t_6840,0.006,0.006,0.006,0.001,0.004,0.001,0.0102
t_6841,0.022,0.022,0.022,0.002,0.012,0.002,0.01
t_6842,0.041,0.041,0.041,0.005,0.023,0.005,0.0112
t_6843,0.044,0.044,0.044,0.020,0.032,0.020,0.0135
t_6844,0.038,0.038,0.038,0.019,0.029,0.019,0.0167
t_6845,0.027,0.027,0.027,0.016,0.022,0.016,0.0177
t_6846,0.014,0.014,0.014,0.014,0.014,0.014,0.0153
t_6847,0.006,0.006,0.006,0.010,0.008,0.010,0.013
t_6848,0.003,0.003,0.003,0.002,0.003,0.002,0.0069
t_6849,0.001,0.001,0.001,0.001,0.001,0.001,0.0002
t_6850,0.000,0.000,0.000,0.002,0.001,0.002,0.0001
t_6851,0.000,0.000,0.000,0.001,0.001,0.001,0.0002
t_6852,0.000,0.000,0.000,0.001,0.001,0.001,0.0015
t_6853,0.000,0.000,0.000,0.000,0.000,0.000,0.0039
t_6854,0.000,0.000,0.000,0.000,0.000,0.000,0.0094
t_6855,0.000,0.000,0.000,0.000,0.000,0.000,0.0146
t_6856,0.000,0.000,0.000,0.000,0.000,0.000,0.0049
t_6857,0.020,0.020,0.020,0.001,0.011,0.001,0.0002
t_6858,0.006,0.006,0.006,0.002,0.004,0.002,0
t_6859,0.000,0.000,0.000,0.000,0.000,0.000,0.0011
t_6860,0.000,0.000,0.000,0.000,0.000,0.000,0.008
t_6861,0.001,0.001,0.001,0.000,0.001,0.000,0.0148
t_6862,0.001,0.001,0.001,0.000,0.001,0.000,0.0139
t_6863,0.001,0.001,0.001,0.000,0.001,0.000,0.0119
t_6864,0.001,0.001,0.001,0.000,0.001,0.000,0.0112
t_6865,0.001,0.001,0.001,0.000,0.001,0.000,0.011
t_6866,0.001,0.001,0.001,0.000,0.001,0.000,0.0115
t_6867,0.000,0.000,0.000,0.000,0.000,0.000,0.0135
t_6868,0.000,0.000,0.000,0.000,0.000,0.000,0.016
t_6869,0.000,0.000,0.000,0.000,0.000,0.000,0.0203
t_6870,0.000,0.000,0.000,0.000,0.000,0.000,0.0259
t_6871,0.001,0.001,0.001,0.000,0.001,0.000,0.0295
t_6872,0.001,0.001,0.001,0.000,0.001,0.000,0.0221
t_6873,0.000,0.000,0.000,0.000,0.000,0.000,0.001
t_6874,0.000,0.000,0.000,0.000,0.000,0.000,0.0009
t_6875,0.000,0.000,0.000,0.000,0.000,0.000,0.0023
t_6876,0.000,0.000,0.000,0.000,0.000,0.000,0.0071
t_6877,0.000,0.000,0.000,0.000,0.000,0.000,0.0168
t_6878,0.000,0.000,0.000,0.000,0.000,0.000,0.0236
t_6879,0.000,0.000,0.000,0.000,0.000,0.000,0.0186
t_6880,0.000,0.000,0.000,0.000,0.000,0.000,0.01
t_6881,0.000,0.000,0.000,0.000,0.000,0.000,0.0024
t_6882,0.000,0.000,0.000,0.001,0.001,0.001,0
t_6883,0.000,0.000,0.000,0.003,0.002,0.003,0
t_6884,0.003,0.003,0.003,0.006,0.005,0.006,0.0001
t_6885,0.010,0.010,0.010,0.006,0.008,0.006,0.0012
t_6886,0.020,0.020,0.020,0.002,0.011,0.002,0.0019
t_6887,0.035,0.035,0.035,0.000,0.018,0.000,0.003
t_6888,0.034,0.034,0.034,0.000,0.017,0.000,0.0052
t_6889,0.031,0.031,0.031,0.001,0.016,0.001,0.0136
t_6890,0.034,0.034,0.034,0.002,0.018,0.002,0.0312
t_6891,0.028,0.028,0.028,0.002,0.015,0.002,0.0456
t_6892,0.020,0.020,0.020,0.002,0.011,0.002,0.0611
t_6893,0.024,0.024,0.024,0.002,0.013,0.002,0.0649
t_6894,0.029,0.029,0.029,0.003,0.016,0.003,0.0611
t_6895,0.039,0.039,0.039,0.001,0.020,0.001,0.0465
t_6896,0.022,0.022,0.022,0.001,0.012,0.001,0.0239
t_6897,0.003,0.003,0.003,0.000,0.002,0.000,0.0023
t_6898,0.000,0.000,0.000,0.000,0.000,0.000,0.001
t_6899,0.000,0.000,0.000,0.000,0.000,0.000,0
t_6900,0.000,0.000,0.000,0.000,0.000,0.000,0
t_6901,0.000,0.000,0.000,0.000,0.000,0.000,0
t_6902,0.000,0.000,0.000,0.000,0.000,0.000,0
t_6903,0.026,0.026,0.026,0.000,0.013,0.000,0.0056
t_6904,0.019,0.019,0.019,0.000,0.010,0.000,0.0102
t_6905,0.031,0.031,0.031,0.002,0.017,0.002,0.0049
t_6906,0.046,0.046,0.046,0.011,0.029,0.011,0.0033
t_6907,0.016,0.016,0.016,0.021,0.019,0.021,0.0181
t_6908,0.021,0.021,0.021,0.018,0.020,0.018,0.0227
t_6909,0.019,0.019,0.019,0.013,0.016,0.013,0.0153
t_6910,0.011,0.011,0.011,0.003,0.007,0.003,0.009
t_6911,0.006,0.006,0.006,0.000,0.003,0.000,0.0042
t_6912,0.005,0.005,0.005,0.000,0.003,0.000,0.0044
t_6913,0.005,0.005,0.005,0.000,0.003,0.000,0.0057
t_6914,0.007,0.007,0.007,0.000,0.004,0.000,0.01
t_6915,0.009,0.009,0.009,0.000,0.005,0.000,0.016
t_6916,0.017,0.017,0.017,0.000,0.009,0.000,0.0183
t_6917,0.023,0.023,0.023,0.000,0.012,0.000,0.0184
t_6918,0.042,0.042,0.042,0.000,0.021,0.000,0.0163
t_6919,0.056,0.056,0.056,0.000,0.028,0.000,0.0127
t_6920,0.045,0.045,0.045,0.000,0.023,0.000,0.0109
t_6921,0.042,0.042,0.042,0.000,0.021,0.000,0.0001
t_6922,0.041,0.041,0.041,0.000,0.021,0.000,0.002
t_6923,0.040,0.040,0.040,0.000,0.020,0.000,0.0049
t_6924,0.032,0.032,0.032,0.000,0.016,0.000,0.0079
t_6925,0.026,0.026,0.026,0.003,0.015,0.003,0.0101
t_6926,0.021,0.021,0.021,0.009,0.015,0.009,0.0132
t_6927,0.018,0.018,0.018,0.020,0.019,0.020,0.0171
t_6928,0.019,0.019,0.019,0.026,0.023,0.026,0.0084
t_6929,0.040,0.040,0.040,0.036,0.038,0.036,0.0013
t_6930,0.044,0.044,0.044,0.041,0.043,0.041,0.0012
t_6931,0.038,0.038,0.038,0.041,0.040,0.041,0.0097
t_6932,0.042,0.042,0.042,0.032,0.037,0.032,0.0299
t_6933,0.027,0.027,0.027,0.026,0.027,0.026,0.0394
t_6934,0.025,0.025,0.025,0.017,0.021,0.017,0.033
t_6935,0.063,0.063,0.063,0.009,0.036,0.009,0.0349
t_6936,0.087,0.087,0.087,0.003,0.045,0.003,0.0375
t_6937,0.066,0.066,0.066,0.001,0.034,0.001,0.0376
t_6938,0.076,0.076,0.076,0.000,0.038,0.000,0.0365
t_6939,0.070,0.070,0.070,0.000,0.035,0.000,0.0331
t_6940,0.055,0.055,0.055,0.000,0.028,0.000,0.0256
t_6941,0.045,0.045,0.045,0.000,0.023,0.000,0.0223
t_6942,0.038,0.038,0.038,0.000,0.019,0.000,0.0248
t_6943,0.042,0.042,0.042,0.000,0.021,0.000,0.0243
t_6944,0.062,0.062,0.062,0.000,0.031,0.000,0.019
t_6945,0.001,0.001,0.001,0.000,0.001,0.000,0.0019
t_6946,0.001,0.001,0.001,0.000,0.001,0.000,0
t_6947,0.001,0.001,0.001,0.000,0.001,0.000,0.0001
t_6948,0.002,0.002,0.002,0.000,0.001,0.000,0.0004
t_6949,0.009,0.009,0.009,0.000,0.005,0.000,0.0137
t_6950,0.012,0.012,0.012,0.000,0.006,0.000,0.0419
t_6951,0.008,0.008,0.008,0.000,0.004,0.000,0.0522
t_6952,0.001,0.001,0.001,0.000,0.001,0.000,0.0376
t_6953,0.000,0.000,0.000,0.000,0.000,0.000,0.0207
t_6954,0.000,0.000,0.000,0.000,0.000,0.000,0.0047
t_6955,0.000,0.000,0.000,0.000,0.000,0.000,0.0063
t_6956,0.000,0.000,0.000,0.001,0.001,0.001,0.0069
t_6957,0.003,0.003,0.003,0.006,0.005,0.006,0.0048
t_6958,0.013,0.013,0.013,0.023,0.018,0.023,0.0037
t_6959,0.009,0.009,0.009,0.071,0.040,0.071,0.0042
t_6960,0.003,0.003,0.003,0.113,0.058,0.113,0.0091
t_6961,0.002,0.002,0.002,0.143,0.073,0.143,0.0152
t_6962,0.002,0.002,0.002,0.167,0.085,0.167,0.0237
t_6963,0.002,0.002,0.002,0.172,0.087,0.172,0.0406
t_6964,0.001,0.001,0.001,0.155,0.078,0.155,0.0522
t_6965,0.002,0.002,0.002,0.134,0.068,0.134,0.0552
t_6966,0.006,0.006,0.006,0.124,0.065,0.124,0.0478
t_6967,0.009,0.009,0.009,0.105,0.057,0.105,0.039
t_6968,0.015,0.015,0.015,0.059,0.037,0.059,0.0281
t_6969,0.005,0.005,0.005,0.032,0.019,0.032,0.0096
t_6970,0.001,0.001,0.001,0.037,0.019,0.037,0.0148
t_6971,0.001,0.001,0.001,0.061,0.031,0.061,0.0052
t_6972,0.001,0.001,0.001,0.084,0.043,0.084,0.0011
t_6973,0.002,0.002,0.002,0.070,0.036,0.070,0.0018
t_6974,0.004,0.004,0.004,0.044,0.024,0.044,0.0083
t_6975,0.005,0.005,0.005,0.018,0.012,0.018,0.0141
t_6976,0.009,0.009,0.009,0.005,0.007,0.005,0.0151
t_6977,0.013,0.013,0.013,0.003,0.008,0.003,0.0112
t_6978,0.003,0.003,0.003,0.002,0.003,0.002,0.0079
t_6979,0.002,0.002,0.002,0.001,0.002,0.001,0.0139
t_6980,0.001,0.001,0.001,0.002,0.002,0.002,0.0249
t_6981,0.000,0.000,0.000,0.002,0.001,0.002,0.0399
t_6982,0.000,0.000,0.000,0.003,0.002,0.003,0.0446
t_6983,0.000,0.000,0.000,0.004,0.002,0.004,0.0369
t_6984,0.000,0.000,0.000,0.006,0.003,0.006,0.0365
t_6985,0.000,0.000,0.000,0.007,0.004,0.007,0.0332
t_6986,0.000,0.000,0.000,0.008,0.004,0.008,0.0249
t_6987,0.004,0.004,0.004,0.008,0.006,0.008,0.0201
t_6988,0.005,0.005,0.005,0.005,0.005,0.005,0.0214
t_6989,0.006,0.006,0.006,0.003,0.005,0.003,0.028
t_6990,0.006,0.006,0.006,0.004,0.005,0.004,0.0345
t_6991,0.007,0.007,0.007,0.003,0.005,0.003,0.0344
t_6992,0.004,0.004,0.004,0.001,0.003,0.001,0.0278
t_6993,0.000,0.000,0.000,0.002,0.001,0.002,0.0039
t_6994,0.000,0.000,0.000,0.012,0.006,0.012,0
t_6995,0.000,0.000,0.000,0.043,0.022,0.043,0
t_6996,0.000,0.000,0.000,0.088,0.044,0.088,0.004
t_6997,0.000,0.000,0.000,0.131,0.066,0.131,0.0113
t_6998,0.003,0.003,0.003,0.170,0.087,0.170,0.0222
t_6999,0.014,0.014,0.014,0.179,0.097,0.179,0.0407
t_7000,0.034,0.034,0.034,0.113,0.074,0.113,0.0357
t_7001,0.040,0.040,0.040,0.086,0.063,0.086,0.0195
t_7002,0.016,0.016,0.016,0.092,0.054,0.092,0.0254
t_7003,0.004,0.004,0.004,0.081,0.043,0.081,0.052
t_7004,0.001,0.001,0.001,0.058,0.030,0.058,0.0801
t_7005,0.000,0.000,0.000,0.040,0.020,0.040,0.1002
t_7006,0.000,0.000,0.000,0.051,0.026,0.051,0.1142
t_7007,0.000,0.000,0.000,0.062,0.031,0.062,0.1261
t_7008,0.000,0.000,0.000,0.064,0.032,0.064,0.1443
t_7009,0.000,0.000,0.000,0.073,0.037,0.073,0.1574
t_7010,0.000,0.000,0.000,0.074,0.037,0.074,0.1354
t_7011,0.000,0.000,0.000,0.069,0.035,0.069,0.0964
t_7012,0.000,0.000,0.000,0.065,0.033,0.065,0.0753
t_7013,0.000,0.000,0.000,0.060,0.030,0.060,0.0622
t_7014,0.000,0.000,0.000,0.066,0.033,0.066,0.0534
t_7015,0.000,0.000,0.000,0.067,0.034,0.067,0.0531
t_7016,0.000,0.000,0.000,0.085,0.043,0.085,0.0545
t_7017,0.000,0.000,0.000,0.221,0.111,0.221,0.0323
t_7018,0.000,0.000,0.000,0.261,0.131,0.261,0.0105
t_7019,0.000,0.000,0.000,0.261,0.131,0.261,0.0063
t_7020,0.001,0.001,0.001,0.240,0.121,0.240,0.0074
t_7021,0.002,0.002,0.002,0.199,0.101,0.199,0.0244
t_7022,0.003,0.003,0.003,0.157,0.080,0.157,0.0387
t_7023,0.006,0.006,0.006,0.115,0.061,0.115,0.0411
t_7024,0.017,0.017,0.017,0.062,0.040,0.062,0.035
t_7025,0.041,0.041,0.041,0.028,0.035,0.028,0.0336
t_7026,0.018,0.018,0.018,0.020,0.019,0.020,0.0319
t_7027,0.016,0.016,0.016,0.015,0.016,0.015,0.0529
t_7028,0.012,0.012,0.012,0.017,0.015,0.017,0.0632
t_7029,0.015,0.015,0.015,0.017,0.016,0.017,0.0671
t_7030,0.011,0.011,0.011,0.019,0.015,0.019,0.0811
t_7031,0.010,0.010,0.010,0.019,0.015,0.019,0.1038
t_7032,0.013,0.013,0.013,0.017,0.015,0.017,0.1268
t_7033,0.018,0.018,0.018,0.014,0.016,0.014,0.1555
t_7034,0.031,0.031,0.031,0.008,0.020,0.008,0.1809
t_7035,0.055,0.055,0.055,0.005,0.030,0.005,0.1921
t_7036,0.098,0.098,0.098,0.003,0.051,0.003,0.177
t_7037,0.135,0.135,0.135,0.002,0.069,0.002,0.1392
t_7038,0.149,0.149,0.149,0.001,0.075,0.001,0.0938
t_7039,0.151,0.151,0.151,0.001,0.076,0.001,0.0592
t_7040,0.122,0.122,0.122,0.001,0.062,0.001,0.0348
t_7041,0.181,0.181,0.181,0.003,0.092,0.003,0.0045
t_7042,0.282,0.282,0.282,0.004,0.143,0.004,0.0085
t_7043,0.397,0.397,0.397,0.004,0.201,0.004,0.024
t_7044,0.479,0.479,0.479,0.005,0.242,0.005,0.0305
t_7045,0.509,0.509,0.509,0.007,0.258,0.007,0.0286
t_7046,0.526,0.526,0.526,0.013,0.270,0.013,0.0239
t_7047,0.525,0.525,0.525,0.021,0.273,0.021,0.0216
t_7048,0.515,0.515,0.515,0.032,0.274,0.032,0.0191
t_7049,0.504,0.504,0.504,0.048,0.276,0.048,0.0075
t_7050,0.533,0.533,0.533,0.083,0.308,0.083,0.0012
t_7051,0.464,0.464,0.464,0.094,0.279,0.094,0.0009
t_7052,0.351,0.351,0.351,0.103,0.227,0.103,0.0024
t_7053,0.247,0.247,0.247,0.110,0.179,0.110,0.005
t_7054,0.191,0.191,0.191,0.125,0.158,0.125,0.0104
t_7055,0.155,0.155,0.155,0.146,0.151,0.146,0.0132
t_7056,0.122,0.122,0.122,0.170,0.146,0.170,0.0184
t_7057,0.127,0.127,0.127,0.187,0.157,0.187,0.025
t_7058,0.150,0.150,0.150,0.190,0.170,0.190,0.0365
t_7059,0.329,0.329,0.329,0.183,0.256,0.183,0.0508
t_7060,0.336,0.336,0.336,0.171,0.254,0.171,0.0351
t_7061,0.337,0.337,0.337,0.156,0.247,0.156,0.0255
t_7062,0.341,0.341,0.341,0.143,0.242,0.143,0.0258
t_7063,0.327,0.327,0.327,0.128,0.228,0.128,0.0201
t_7064,0.215,0.215,0.215,0.075,0.145,0.075,0.014
t_7065,0.041,0.041,0.041,0.055,0.048,0.055,0.015
t_7066,0.016,0.016,0.016,0.059,0.038,0.059,0.0166
t_7067,0.015,0.015,0.015,0.055,0.035,0.055,0.0258
t_7068,0.013,0.013,0.013,0.036,0.025,0.036,0.0413
t_7069,0.011,0.011,0.011,0.020,0.016,0.020,0.0546
t_7070,0.007,0.007,0.007,0.013,0.010,0.013,0.0561
t_7071,0.004,0.004,0.004,0.007,0.006,0.007,0.0519
t_7072,0.000,0.000,0.000,0.004,0.002,0.004,0.0386
t_7073,0.000,0.000,0.000,0.010,0.005,0.010,0.023
t_7074,0.000,0.000,0.000,0.014,0.007,0.014,0.0158
t_7075,0.000,0.000,0.000,0.009,0.005,0.009,0.0078
t_7076,0.005,0.005,0.005,0.003,0.004,0.003,0.0027
t_7077,0.127,0.127,0.127,0.004,0.066,0.004,0.0014
t_7078,0.262,0.262,0.262,0.005,0.134,0.005,0.0005
t_7079,0.348,0.348,0.348,0.005,0.177,0.005,0.0002
t_7080,0.372,0.372,0.372,0.006,0.189,0.006,0.0001
t_7081,0.349,0.349,0.349,0.008,0.179,0.008,0
t_7082,0.288,0.288,0.288,0.009,0.149,0.009,0
t_7083,0.217,0.217,0.217,0.011,0.114,0.011,0
t_7084,0.150,0.150,0.150,0.010,0.080,0.010,0
t_7085,0.123,0.123,0.123,0.008,0.066,0.008,0
t_7086,0.128,0.128,0.128,0.007,0.068,0.007,0
t_7087,0.140,0.140,0.140,0.002,0.071,0.002,0
t_7088,0.088,0.088,0.088,0.000,0.044,0.000,0
t_7089,0.020,0.020,0.020,0.000,0.010,0.000,0.0009
t_7090,0.003,0.003,0.003,0.000,0.002,0.000,0.0168
t_7091,0.002,0.002,0.002,0.000,0.001,0.000,0.0254
t_7092,0.001,0.001,0.001,0.000,0.001,0.000,0.0299
t_7093,0.000,0.000,0.000,0.000,0.000,0.000,0.0296
t_7094,0.000,0.000,0.000,0.002,0.001,0.002,0.0277
t_7095,0.000,0.000,0.000,0.006,0.003,0.006,0.0205
t_7096,0.000,0.000,0.000,0.031,0.016,0.031,0.0187
t_7097,0.000,0.000,0.000,0.085,0.043,0.085,0.0092
t_7098,0.000,0.000,0.000,0.115,0.058,0.115,0.0064
t_7099,0.000,0.000,0.000,0.095,0.048,0.095,0.0096
t_7100,0.000,0.000,0.000,0.071,0.036,0.071,0.0102
t_7101,0.003,0.003,0.003,0.048,0.026,0.048,0.0164
t_7102,0.019,0.019,0.019,0.018,0.019,0.018,0.0275
t_7103,0.059,0.059,0.059,0.005,0.032,0.005,0.0351
t_7104,0.108,0.108,0.108,0.002,0.055,0.002,0.0368
t_7105,0.144,0.144,0.144,0.001,0.073,0.001,0.0433
t_7106,0.159,0.159,0.159,0.001,0.080,0.001,0.0512
t_7107,0.142,0.142,0.142,0.001,0.072,0.001,0.0516
t_7108,0.135,0.135,0.135,0.001,0.068,0.001,0.0427
t_7109,0.129,0.129,0.129,0.002,0.066,0.002,0.0327
t_7110,0.122,0.122,0.122,0.002,0.062,0.002,0.0251
t_7111,0.078,0.078,0.078,0.002,0.040,0.002,0.0172
t_7112,0.071,0.071,0.071,0.000,0.036,0.000,0.0062
t_7113,0.026,0.026,0.026,0.000,0.013,0.000,0.0027
t_7114,0.020,0.020,0.020,0.000,0.010,0.000,0.016
t_7115,0.050,0.050,0.050,0.000,0.025,0.000,0.0228
t_7116,0.075,0.075,0.075,0.000,0.038,0.000,0.0333
t_7117,0.093,0.093,0.093,0.000,0.047,0.000,0.0404
t_7118,0.089,0.089,0.089,0.000,0.045,0.000,0.0383
t_7119,0.063,0.063,0.063,0.000,0.032,0.000,0.0293
t_7120,0.026,0.026,0.026,0.000,0.013,0.000,0.0316
t_7121,0.027,0.027,0.027,0.000,0.014,0.000,0.0204
t_7122,0.090,0.090,0.090,0.001,0.046,0.001,0.0109
t_7123,0.254,0.254,0.254,0.003,0.129,0.003,0.0145
t_7124,0.486,0.486,0.486,0.002,0.244,0.002,0.0213
t_7125,0.683,0.683,0.683,0.006,0.345,0.006,0.0275
t_7126,0.797,0.797,0.797,0.016,0.407,0.016,0.0352
t_7127,0.870,0.870,0.870,0.035,0.453,0.035,0.0507
t_7128,0.880,0.880,0.880,0.049,0.465,0.049,0.0632
t_7129,0.893,0.893,0.893,0.057,0.475,0.057,0.062
t_7130,0.903,0.903,0.903,0.059,0.481,0.059,0.0555
t_7131,0.910,0.910,0.910,0.049,0.480,0.049,0.0453
t_7132,0.902,0.902,0.902,0.066,0.484,0.066,0.0321
t_7133,0.820,0.820,0.820,0.076,0.448,0.076,0.0261
t_7134,0.776,0.776,0.776,0.079,0.428,0.079,0.0149
t_7135,0.722,0.722,0.722,0.082,0.402,0.082,0.0061
t_7136,0.600,0.600,0.600,0.067,0.334,0.067,0.0027
t_7137,0.388,0.388,0.388,0.032,0.210,0.032,0
t_7138,0.325,0.325,0.325,0.014,0.170,0.014,0.0009
t_7139,0.322,0.322,0.322,0.017,0.170,0.017,0.0033
t_7140,0.301,0.301,0.301,0.038,0.170,0.038,0.0052
t_7141,0.269,0.269,0.269,0.052,0.161,0.052,0.0072
t_7142,0.134,0.134,0.134,0.048,0.091,0.048,0.0256
t_7143,0.100,0.100,0.100,0.015,0.058,0.015,0.0259
t_7144,0.073,0.073,0.073,0.002,0.038,0.002,0.0235
t_7145,0.028,0.028,0.028,0.001,0.015,0.001,0.0139
t_7146,0.024,0.024,0.024,0.000,0.012,0.000,0.0106
t_7147,0.063,0.063,0.063,0.000,0.032,0.000,0.0092
t_7148,0.087,0.087,0.087,0.000,0.044,0.000,0.0085
t_7149,0.122,0.122,0.122,0.002,0.062,0.002,0.0053
t_7150,0.139,0.139,0.139,0.013,0.076,0.013,0.0039
t_7151,0.171,0.171,0.171,0.011,0.091,0.011,0.0037
t_7152,0.248,0.248,0.248,0.006,0.127,0.006,0.0037
t_7153,0.305,0.305,0.305,0.003,0.154,0.003,0.0062
t_7154,0.339,0.339,0.339,0.001,0.170,0.001,0.0094
t_7155,0.353,0.353,0.353,0.000,0.177,0.000,0.0155
t_7156,0.302,0.302,0.302,0.000,0.151,0.000,0.0246
t_7157,0.307,0.307,0.307,0.000,0.154,0.000,0.0358
t_7158,0.347,0.347,0.347,0.002,0.175,0.002,0.0438
t_7159,0.377,0.377,0.377,0.010,0.194,0.010,0.0524
t_7160,0.312,0.312,0.312,0.011,0.162,0.011,0.0562
t_7161,0.120,0.120,0.120,0.001,0.061,0.001,0.032
t_7162,0.022,0.022,0.022,0.001,0.012,0.001,0.0107
t_7163,0.008,0.008,0.008,0.001,0.005,0.001,0.0496
t_7164,0.011,0.011,0.011,0.000,0.006,0.000,0.06
t_7165,0.014,0.014,0.014,0.000,0.007,0.000,0.0489
t_7166,0.017,0.017,0.017,0.000,0.009,0.000,0.0395
t_7167,0.019,0.019,0.019,0.001,0.010,0.001,0.0258
t_7168,0.016,0.016,0.016,0.004,0.010,0.004,0.0119
t_7169,0.023,0.023,0.023,0.009,0.016,0.009,0.0014
t_7170,0.032,0.032,0.032,0.016,0.024,0.016,0.0001
t_7171,0.066,0.066,0.066,0.016,0.041,0.016,0.0029
t_7172,0.114,0.114,0.114,0.008,0.061,0.008,0.0053
t_7173,0.169,0.169,0.169,0.004,0.087,0.004,0.0057
t_7174,0.203,0.203,0.203,0.004,0.104,0.004,0.0066
t_7175,0.231,0.231,0.231,0.011,0.121,0.011,0.0087
t_7176,0.257,0.257,0.257,0.015,0.136,0.015,0.0127
t_7177,0.275,0.275,0.275,0.033,0.154,0.033,0.0184
t_7178,0.289,0.289,0.289,0.036,0.163,0.036,0.0223
t_7179,0.291,0.291,0.291,0.039,0.165,0.039,0.0211
t_7180,0.316,0.316,0.316,0.044,0.180,0.044,0.0144
t_7181,0.341,0.341,0.341,0.051,0.196,0.051,0.0076
t_7182,0.334,0.334,0.334,0.064,0.199,0.064,0.0043
t_7183,0.366,0.366,0.366,0.073,0.220,0.073,0.0029
t_7184,0.376,0.376,0.376,0.061,0.219,0.061,0.0013
t_7185,0.338,0.338,0.338,0.024,0.181,0.024,0
t_7186,0.361,0.361,0.361,0.008,0.185,0.008,0
t_7187,0.229,0.229,0.229,0.007,0.118,0.007,0.0029
t_7188,0.233,0.233,0.233,0.010,0.122,0.010,0.0086
t_7189,0.215,0.215,0.215,0.011,0.113,0.011,0.0145
t_7190,0.168,0.168,0.168,0.009,0.089,0.009,0.0226
t_7191,0.100,0.100,0.100,0.005,0.053,0.005,0.0328
t_7192,0.076,0.076,0.076,0.008,0.042,0.008,0.0315
t_7193,0.171,0.171,0.171,0.019,0.095,0.019,0.0114
t_7194,0.216,0.216,0.216,0.039,0.128,0.039,0.0027
t_7195,0.238,0.238,0.238,0.071,0.155,0.071,0.0075
t_7196,0.228,0.228,0.228,0.119,0.174,0.119,0.0136
t_7197,0.203,0.203,0.203,0.158,0.181,0.158,0.0186
t_7198,0.172,0.172,0.172,0.185,0.179,0.185,0.0262
t_7199,0.073,0.073,0.073,0.196,0.135,0.196,0.0349
t_7200,0.061,0.061,0.061,0.198,0.130,0.198,0.0483
t_7201,0.044,0.044,0.044,0.191,0.118,0.191,0.0672
t_7202,0.027,0.027,0.027,0.163,0.095,0.163,0.0976
t_7203,0.015,0.015,0.015,0.140,0.078,0.140,0.134
t_7204,0.004,0.004,0.004,0.130,0.067,0.130,0.1708
t_7205,0.002,0.002,0.002,0.124,0.063,0.124,0.2103
t_7206,0.001,0.001,0.001,0.119,0.060,0.119,0.2331
t_7207,0.000,0.000,0.000,0.119,0.060,0.119,0.218
t_7208,0.001,0.001,0.001,0.095,0.048,0.095,0.1419
t_7209,0.000,0.000,0.000,0.065,0.033,0.065,0.066
t_7210,0.000,0.000,0.000,0.088,0.044,0.088,0.017
t_7211,0.000,0.000,0.000,0.110,0.055,0.110,0.0002
t_7212,0.000,0.000,0.000,0.094,0.047,0.094,0
t_7213,0.000,0.000,0.000,0.049,0.025,0.049,0.0013
t_7214,0.000,0.000,0.000,0.015,0.008,0.015,0.0065
t_7215,0.000,0.000,0.000,0.002,0.001,0.002,0.011
t_7216,0.000,0.000,0.000,0.000,0.000,0.000,0.008
t_7217,0.000,0.000,0.000,0.000,0.000,0.000,0.0028
t_7218,0.000,0.000,0.000,0.000,0.000,0.000,0
t_7219,0.000,0.000,0.000,0.000,0.000,0.000,0
t_7220,0.026,0.026,0.026,0.000,0.013,0.000,0.0003
t_7221,0.123,0.123,0.123,0.000,0.062,0.000,0.0011
