t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_7678,0.515,0.01,0.01,0.01,0.007,0.009,0.007
t_7679,0.497,0.008,0.008,0.008,0.007,0.008,0.007
t_7680,0.521,0.007,0.007,0.007,0.008,0.008,0.008
t_7681,0.568,0.007,0.007,0.007,0.009,0.008,0.009
t_7682,0.624,0.006,0.006,0.006,0.014,0.01,0.014
t_7683,0.676,0.005,0.005,0.005,0.024,0.015,0.024
t_7684,0.716,0.006,0.006,0.006,0.034,0.02,0.034
t_7685,0.745,0.009,0.009,0.009,0.045,0.027,0.045
t_7686,0.761,0.008,0.008,0.008,0.069,0.039,0.069
t_7687,0.768,0.006,0.006,0.006,0.092,0.049,0.092
t_7688,0.766,0.004,0.004,0.004,0.096,0.05,0.096
t_7689,0.752,0.0,0.0,0.0,0.068,0.034,0.068
t_7690,0.76,0.0,0.0,0.0,0.069,0.035,0.069
t_7691,0.807,0.0,0.0,0.0,0.103,0.052,0.103
t_7692,0.844,0.0,0.0,0.0,0.144,0.072,0.144
t_7693,0.857,0.0,0.0,0.0,0.159,0.08,0.159
t_7694,0.863,0.0,0.0,0.0,0.16,0.08,0.16
t_7695,0.864,0.0,0.0,0.0,0.173,0.087,0.173
t_7696,0.843,0.0,0.0,0.0,0.266,0.133,0.266
t_7697,0.858,0.0,0.0,0.0,0.331,0.166,0.331
t_7698,0.868,0.0,0.0,0.0,0.366,0.183,0.366
t_7699,0.87,0.0,0.0,0.0,0.364,0.182,0.364
t_7700,0.871,0.0,0.0,0.0,0.376,0.188,0.376
t_7701,0.874,0.001,0.001,0.001,0.37,0.186,0.37
t_7702,0.88,0.001,0.001,0.001,0.341,0.171,0.341
t_7703,0.886,0.001,0.001,0.001,0.285,0.143,0.285
t_7704,0.888,0.001,0.001,0.001,0.203,0.102,0.203
t_7705,0.888,0.003,0.003,0.003,0.142,0.073,0.142
t_7706,0.889,0.006,0.006,0.006,0.095,0.051,0.095
t_7707,0.886,0.012,0.012,0.012,0.068,0.04,0.068
t_7708,0.884,0.019,0.019,0.019,0.052,0.036,0.052
t_7709,0.882,0.028,0.028,0.028,0.031,0.03,0.031
t_7710,0.878,0.045,0.045,0.045,0.017,0.031,0.017
t_7711,0.87,0.034,0.034,0.034,0.01,0.022,0.01
t_7712,0.861,0.032,0.032,0.032,0.006,0.019,0.006
t_7713,0.852,0.023,0.023,0.023,0.002,0.013,0.002
t_7714,0.835,0.022,0.022,0.022,0.001,0.012,0.001
t_7715,0.827,0.018,0.018,0.018,0.002,0.01,0.002
t_7716,0.858,0.014,0.014,0.014,0.002,0.008,0.002
t_7717,0.874,0.011,0.011,0.011,0.002,0.007,0.002
t_7718,0.869,0.01,0.01,0.01,0.0,0.005,0.0
t_7719,0.85,0.01,0.01,0.01,0.0,0.005,0.0
t_7720,0.792,0.006,0.006,0.006,0.0,0.003,0.0
t_7721,0.781,0.007,0.007,0.007,0.0,0.004,0.0
t_7722,0.763,0.005,0.005,0.005,0.0,0.003,0.0
t_7723,0.699,0.003,0.003,0.003,0.0,0.002,0.0
t_7724,0.601,0.002,0.002,0.002,0.0,0.001,0.0
t_7725,0.496,0.002,0.002,0.002,0.003,0.003,0.003
t_7726,0.423,0.003,0.003,0.003,0.017,0.01,0.017
t_7727,0.362,0.009,0.009,0.009,0.063,0.036,0.063
t_7728,0.308,0.031,0.031,0.031,0.09,0.061,0.09
t_7729,0.279,0.026,0.026,0.026,0.075,0.051,0.075
t_7730,0.278,0.045,0.045,0.045,0.063,0.054,0.063
t_7731,0.261,0.075,0.075,0.075,0.043,0.059,0.043
t_7732,0.204,0.075,0.075,0.075,0.009,0.042,0.009
t_7733,0.152,0.074,0.074,0.074,0.008,0.041,0.008
t_7734,0.106,0.086,0.086,0.086,0.008,0.047,0.008
t_7735,0.07,0.094,0.094,0.094,0.01,0.052,0.01
t_7736,0.045,0.08,0.08,0.08,0.01,0.045,0.01
t_7737,0.018,0.053,0.053,0.053,0.011,0.032,0.011
t_7738,0.016,0.072,0.072,0.072,0.021,0.047,0.021
t_7739,0.031,0.045,0.045,0.045,0.034,0.04,0.034
t_7740,0.037,0.035,0.035,0.035,0.077,0.056,0.077
t_7741,0.037,0.032,0.032,0.032,0.137,0.085,0.137
t_7742,0.033,0.023,0.023,0.023,0.153,0.088,0.153
t_7743,0.018,0.011,0.011,0.011,0.126,0.069,0.126
t_7744,0.009,0.003,0.003,0.003,0.146,0.075,0.146
t_7745,0.012,0.002,0.002,0.002,0.178,0.09,0.178
t_7746,0.022,0.001,0.001,0.001,0.186,0.094,0.186
t_7747,0.041,0.0,0.0,0.0,0.2,0.1,0.2
t_7748,0.062,0.0,0.0,0.0,0.218,0.109,0.218
t_7749,0.076,0.0,0.0,0.0,0.23,0.115,0.23
t_7750,0.097,0.0,0.0,0.0,0.257,0.129,0.257
t_7751,0.138,0.0,0.0,0.0,0.283,0.142,0.283
t_7752,0.207,0.0,0.0,0.0,0.31,0.155,0.31
t_7753,0.268,0.0,0.0,0.0,0.327,0.164,0.327
t_7754,0.3,0.0,0.0,0.0,0.321,0.161,0.321
t_7755,0.31,0.0,0.0,0.0,0.338,0.169,0.338
t_7756,0.346,0.0,0.0,0.0,0.355,0.178,0.355
t_7757,0.429,0.0,0.0,0.0,0.346,0.173,0.346
t_7758,0.497,0.0,0.0,0.0,0.313,0.157,0.313
t_7759,0.537,0.0,0.0,0.0,0.283,0.142,0.283
t_7760,0.563,0.0,0.0,0.0,0.234,0.117,0.234
t_7761,0.531,0.0,0.0,0.0,0.188,0.094,0.188
t_7762,0.554,0.0,0.0,0.0,0.154,0.077,0.154
t_7763,0.562,0.0,0.0,0.0,0.202,0.101,0.202
t_7764,0.539,0.0,0.0,0.0,0.291,0.146,0.291
t_7765,0.541,0.0,0.0,0.0,0.341,0.171,0.341
t_7766,0.515,0.0,0.0,0.0,0.334,0.167,0.334
t_7767,0.459,0.001,0.001,0.001,0.331,0.166,0.331
t_7768,0.362,0.001,0.001,0.001,0.344,0.173,0.344
t_7769,0.361,0.002,0.002,0.002,0.37,0.186,0.37
t_7770,0.367,0.003,0.003,0.003,0.386,0.195,0.386
t_7771,0.333,0.006,0.006,0.006,0.423,0.215,0.423
t_7772,0.299,0.014,0.014,0.014,0.45,0.232,0.45
t_7773,0.273,0.019,0.019,0.019,0.473,0.246,0.473
t_7774,0.257,0.021,0.021,0.021,0.499,0.26,0.499
t_7775,0.244,0.02,0.02,0.02,0.544,0.282,0.544
t_7776,0.236,0.024,0.024,0.024,0.592,0.308,0.592
t_7777,0.229,0.047,0.047,0.047,0.631,0.339,0.631
t_7778,0.211,0.081,0.081,0.081,0.662,0.372,0.662
t_7779,0.184,0.122,0.122,0.122,0.7,0.411,0.7
t_7780,0.164,0.14,0.14,0.14,0.753,0.447,0.753
t_7781,0.155,0.149,0.149,0.149,0.808,0.479,0.808
t_7782,0.136,0.152,0.152,0.152,0.853,0.503,0.853
t_7783,0.133,0.173,0.173,0.173,0.889,0.531,0.889
t_7784,0.133,0.196,0.196,0.196,0.912,0.554,0.912
t_7785,0.127,0.194,0.194,0.194,0.925,0.56,0.925
t_7786,0.188,0.218,0.218,0.218,0.922,0.57,0.922
t_7787,0.307,0.284,0.284,0.284,0.951,0.618,0.951
t_7788,0.342,0.322,0.322,0.322,0.96,0.641,0.96
t_7789,0.391,0.345,0.345,0.345,0.963,0.654,0.963
t_7790,0.442,0.344,0.344,0.344,0.95,0.647,0.95
t_7791,0.402,0.322,0.322,0.322,0.947,0.635,0.947
t_7792,0.334,0.291,0.291,0.291,0.965,0.628,0.965
t_7793,0.382,0.351,0.351,0.351,0.972,0.662,0.972
t_7794,0.476,0.427,0.427,0.427,0.976,0.702,0.976
t_7795,0.501,0.451,0.451,0.451,0.971,0.711,0.971
t_7796,0.485,0.418,0.418,0.418,0.972,0.695,0.972
t_7797,0.506,0.422,0.422,0.422,0.974,0.698,0.974
t_7798,0.562,0.465,0.465,0.465,0.973,0.719,0.973
t_7799,0.589,0.507,0.507,0.507,0.971,0.739,0.971
t_7800,0.563,0.521,0.521,0.521,0.965,0.743,0.965
t_7801,0.492,0.519,0.519,0.519,0.958,0.739,0.958
t_7802,0.446,0.569,0.569,0.569,0.947,0.758,0.947
t_7803,0.487,0.626,0.626,0.626,0.947,0.787,0.947
t_7804,0.616,0.706,0.706,0.706,0.936,0.821,0.936
t_7805,0.625,0.801,0.801,0.801,0.924,0.863,0.924
t_7806,0.608,0.895,0.895,0.895,0.919,0.907,0.919
t_7807,0.629,0.947,0.947,0.947,0.933,0.94,0.933
t_7808,0.626,0.962,0.962,0.962,0.951,0.957,0.951
t_7809,0.607,0.967,0.967,0.967,0.963,0.965,0.963
t_7810,0.616,0.984,0.984,0.984,0.967,0.976,0.967
t_7811,0.644,0.989,0.989,0.989,0.97,0.98,0.97
t_7812,0.669,0.98,0.98,0.98,0.976,0.978,0.976
t_7813,0.724,0.998,0.998,0.998,0.984,0.991,0.984
t_7814,0.769,0.963,0.963,0.963,0.989,0.976,0.989
t_7815,0.783,0.99,0.99,0.99,0.993,0.992,0.993
t_7816,0.848,0.98,0.98,0.98,0.988,0.984,0.988
t_7817,0.926,0.913,0.913,0.913,0.98,0.947,0.98
t_7818,0.938,0.846,0.846,0.846,0.969,0.908,0.969
t_7819,0.95,0.753,0.753,0.753,0.9,0.827,0.9
t_7820,0.955,0.709,0.709,0.709,0.839,0.774,0.839
t_7821,0.952,0.692,0.692,0.692,0.814,0.753,0.814
t_7822,0.949,0.744,0.744,0.744,0.834,0.789,0.834
t_7823,0.949,0.753,0.753,0.753,0.855,0.804,0.855
t_7824,0.942,0.709,0.709,0.709,0.857,0.783,0.857
t_7825,0.931,0.414,0.414,0.414,0.855,0.635,0.855
t_7826,0.939,0.484,0.484,0.484,0.84,0.662,0.84
t_7827,0.954,0.871,0.871,0.871,0.807,0.839,0.807
t_7828,0.963,0.908,0.908,0.908,0.747,0.828,0.747
t_7829,0.974,0.911,0.911,0.911,0.714,0.813,0.714
t_7830,0.974,0.9,0.9,0.9,0.711,0.806,0.711
t_7831,0.975,0.876,0.876,0.876,0.737,0.807,0.737
t_7832,0.975,0.867,0.867,0.867,0.747,0.807,0.747
t_7833,0.97,0.886,0.886,0.886,0.75,0.818,0.75
t_7834,0.977,0.936,0.936,0.936,0.771,0.854,0.771
t_7835,0.978,0.957,0.957,0.957,0.834,0.896,0.834
t_7836,0.979,0.943,0.943,0.943,0.856,0.9,0.856
t_7837,0.979,0.872,0.872,0.872,0.832,0.852,0.832
t_7838,0.974,0.854,0.854,0.854,0.831,0.843,0.831
t_7839,0.947,0.768,0.768,0.768,0.853,0.811,0.853
t_7840,0.856,0.734,0.734,0.734,0.877,0.806,0.877
t_7841,0.865,0.635,0.635,0.635,0.889,0.762,0.889
t_7842,0.883,0.456,0.456,0.456,0.886,0.671,0.886
t_7843,0.881,0.286,0.286,0.286,0.862,0.574,0.862
t_7844,0.846,0.213,0.213,0.213,0.828,0.521,0.828
t_7845,0.797,0.215,0.215,0.215,0.788,0.502,0.788
t_7846,0.749,0.237,0.237,0.237,0.753,0.495,0.753
t_7847,0.685,0.24,0.24,0.24,0.719,0.48,0.719
t_7848,0.626,0.224,0.224,0.224,0.681,0.453,0.681
t_7849,0.56,0.159,0.159,0.159,0.662,0.411,0.662
t_7850,0.494,0.207,0.207,0.207,0.653,0.43,0.653
t_7851,0.429,0.116,0.116,0.116,0.655,0.386,0.655
t_7852,0.43,0.051,0.051,0.051,0.634,0.343,0.634
t_7853,0.429,0.016,0.016,0.016,0.623,0.32,0.623
t_7854,0.425,0.004,0.004,0.004,0.618,0.311,0.618
t_7855,0.369,0.006,0.006,0.006,0.62,0.313,0.62
t_7856,0.288,0.007,0.007,0.007,0.586,0.297,0.586
t_7857,0.2,0.01,0.01,0.01,0.556,0.283,0.556
t_7858,0.203,0.014,0.014,0.014,0.613,0.314,0.613
t_7859,0.19,0.028,0.028,0.028,0.704,0.366,0.704
t_7860,0.111,0.14,0.14,0.14,0.684,0.412,0.684
t_7861,0.05,0.306,0.306,0.306,0.628,0.467,0.628
t_7862,0.036,0.504,0.504,0.504,0.501,0.503,0.501
t_7863,0.035,0.759,0.759,0.759,0.361,0.56,0.361
t_7864,0.045,0.966,0.966,0.966,0.254,0.61,0.254
t_7865,0.216,0.981,0.981,0.981,0.166,0.574,0.166
t_7866,0.482,0.995,0.995,0.995,0.098,0.547,0.098
t_7867,0.689,0.995,0.995,0.995,0.102,0.549,0.102
t_7868,0.801,0.995,0.995,0.995,0.121,0.558,0.121
t_7869,0.824,0.995,0.995,0.995,0.134,0.565,0.134
t_7870,0.839,0.995,0.995,0.995,0.208,0.602,0.208
t_7871,0.628,0.981,0.981,0.981,0.355,0.668,0.355
t_7872,0.371,0.894,0.894,0.894,0.551,0.723,0.551
t_7873,0.261,0.691,0.691,0.691,0.746,0.719,0.746
t_7874,0.253,0.523,0.523,0.523,0.9,0.712,0.9
t_7875,0.333,0.414,0.414,0.414,0.937,0.676,0.937
t_7876,0.287,0.323,0.323,0.323,0.932,0.628,0.932
t_7877,0.196,0.23,0.23,0.23,0.866,0.548,0.866
t_7878,0.106,0.172,0.172,0.172,0.761,0.467,0.761
t_7879,0.054,0.137,0.137,0.137,0.56,0.349,0.56
t_7880,0.033,0.116,0.116,0.116,0.415,0.266,0.415
t_7881,0.015,0.083,0.083,0.083,0.244,0.164,0.244
t_7882,0.009,0.05,0.05,0.05,0.143,0.097,0.143
t_7883,0.019,0.029,0.029,0.029,0.099,0.064,0.099
t_7884,0.021,0.028,0.028,0.028,0.076,0.052,0.076
t_7885,0.017,0.012,0.012,0.012,0.063,0.038,0.063
t_7886,0.012,0.003,0.003,0.003,0.062,0.033,0.062
t_7887,0.007,0.001,0.001,0.001,0.042,0.022,0.042
t_7888,0.007,0.0,0.0,0.0,0.026,0.013,0.026
t_7889,0.055,0.0,0.0,0.0,0.015,0.008,0.015
t_7890,0.039,0.0,0.0,0.0,0.012,0.006,0.012
t_7891,0.066,0.0,0.0,0.0,0.012,0.006,0.012
t_7892,0.104,0.0,0.0,0.0,0.013,0.007,0.013
t_7893,0.15,0.0,0.0,0.0,0.014,0.007,0.014
t_7894,0.199,0.0,0.0,0.0,0.017,0.009,0.017
t_7895,0.269,0.0,0.0,0.0,0.018,0.009,0.018
t_7896,0.343,0.001,0.001,0.001,0.018,0.01,0.018
t_7897,0.418,0.001,0.001,0.001,0.015,0.008,0.015
t_7898,0.479,0.002,0.002,0.002,0.01,0.006,0.01
t_7899,0.525,0.005,0.005,0.005,0.01,0.008,0.01
t_7900,0.58,0.033,0.033,0.033,0.015,0.024,0.015
t_7901,0.638,0.094,0.094,0.094,0.023,0.059,0.023
t_7902,0.697,0.134,0.134,0.134,0.031,0.083,0.031
t_7903,0.741,0.141,0.141,0.141,0.04,0.091,0.04
t_7904,0.768,0.134,0.134,0.134,0.053,0.094,0.053
t_7905,0.775,0.109,0.109,0.109,0.046,0.078,0.046
t_7906,0.809,0.07,0.07,0.07,0.048,0.059,0.048
t_7907,0.862,0.039,0.039,0.039,0.052,0.046,0.052
t_7908,0.885,0.029,0.029,0.029,0.062,0.046,0.062
t_7909,0.892,0.032,0.032,0.032,0.071,0.052,0.071
t_7910,0.896,0.037,0.037,0.037,0.069,0.053,0.069
t_7911,0.885,0.038,0.038,0.038,0.045,0.042,0.045
t_7912,0.873,0.045,0.045,0.045,0.06,0.053,0.06
t_7913,0.897,0.06,0.06,0.06,0.088,0.074,0.088
t_7914,0.905,0.045,0.045,0.045,0.092,0.069,0.092
t_7915,0.901,0.024,0.024,0.024,0.086,0.055,0.086
t_7916,0.892,0.01,0.01,0.01,0.073,0.042,0.073
t_7917,0.877,0.013,0.013,0.013,0.074,0.044,0.074
t_7918,0.868,0.012,0.012,0.012,0.069,0.041,0.069
t_7919,0.861,0.011,0.011,0.011,0.065,0.038,0.065
t_7920,0.851,0.011,0.011,0.011,0.061,0.036,0.061
t_7921,0.837,0.012,0.012,0.012,0.05,0.031,0.05
t_7922,0.824,0.013,0.013,0.013,0.038,0.026,0.038
t_7923,0.819,0.016,0.016,0.016,0.032,0.024,0.032
t_7924,0.813,0.026,0.026,0.026,0.03,0.028,0.03
t_7925,0.804,0.03,0.03,0.03,0.028,0.029,0.028
t_7926,0.801,0.029,0.029,0.029,0.032,0.031,0.032
t_7927,0.803,0.028,0.028,0.028,0.036,0.032,0.036
t_7928,0.799,0.03,0.03,0.03,0.037,0.034,0.037
t_7929,0.788,0.019,0.019,0.019,0.02,0.02,0.02
t_7930,0.808,0.015,0.015,0.015,0.011,0.013,0.011
t_7931,0.802,0.031,0.031,0.031,0.017,0.024,0.017
t_7932,0.739,0.043,0.043,0.043,0.021,0.032,0.021
t_7933,0.677,0.052,0.052,0.052,0.022,0.037,0.022
t_7934,0.596,0.058,0.058,0.058,0.015,0.037,0.015
t_7935,0.505,0.05,0.05,0.05,0.008,0.029,0.008
t_7936,0.354,0.047,0.047,0.047,0.018,0.033,0.018
t_7937,0.374,0.048,0.048,0.048,0.041,0.045,0.041
t_7938,0.355,0.027,0.027,0.027,0.062,0.045,0.062
t_7939,0.297,0.012,0.012,0.012,0.076,0.044,0.076
t_7940,0.228,0.011,0.011,0.011,0.103,0.057,0.103
t_7941,0.165,0.007,0.007,0.007,0.116,0.062,0.116
t_7942,0.198,0.007,0.007,0.007,0.095,0.051,0.095
t_7943,0.309,0.007,0.007,0.007,0.07,0.039,0.07
t_7944,0.256,0.008,0.008,0.008,0.05,0.029,0.05
t_7945,0.202,0.006,0.006,0.006,0.034,0.02,0.034
t_7946,0.156,0.003,0.003,0.003,0.01,0.007,0.01
t_7947,0.109,0.004,0.004,0.004,0.008,0.006,0.008
t_7948,0.074,0.004,0.004,0.004,0.003,0.004,0.003
t_7949,0.026,0.008,0.008,0.008,0.002,0.005,0.002
t_7950,0.007,0.034,0.034,0.034,0.001,0.018,0.001
t_7951,0.003,0.103,0.103,0.103,0.0,0.052,0.0
t_7952,0.002,0.195,0.195,0.195,0.002,0.099,0.002
t_7953,0.002,0.16,0.16,0.16,0.002,0.081,0.002
t_7954,0.001,0.093,0.093,0.093,0.0,0.047,0.0
t_7955,0.003,0.044,0.044,0.044,0.0,0.022,0.0
t_7956,0.011,0.032,0.032,0.032,0.0,0.016,0.0
t_7957,0.01,0.025,0.025,0.025,0.0,0.013,0.0
t_7958,0.01,0.014,0.014,0.014,0.0,0.007,0.0
t_7959,0.004,0.012,0.012,0.012,0.001,0.007,0.001
t_7960,0.002,0.026,0.026,0.026,0.002,0.014,0.002
t_7961,0.001,0.103,0.103,0.103,0.003,0.053,0.003
t_7962,0.001,0.331,0.331,0.331,0.003,0.167,0.003
t_7963,0.0,0.517,0.517,0.517,0.027,0.272,0.027
t_7964,0.0,0.643,0.643,0.643,0.062,0.353,0.062
t_7965,0.001,0.69,0.69,0.69,0.09,0.39,0.09
t_7966,0.001,0.698,0.698,0.698,0.08,0.389,0.08
t_7967,0.006,0.693,0.693,0.693,0.094,0.394,0.094
t_7968,0.044,0.675,0.675,0.675,0.097,0.386,0.097
t_7969,0.154,0.635,0.635,0.635,0.093,0.364,0.093
t_7970,0.325,0.574,0.574,0.574,0.083,0.329,0.083
t_7971,0.472,0.493,0.493,0.493,0.07,0.282,0.07
t_7972,0.541,0.387,0.387,0.387,0.062,0.225,0.062
t_7973,0.373,0.367,0.367,0.367,0.053,0.21,0.053
t_7974,0.366,0.411,0.411,0.411,0.039,0.225,0.039
t_7975,0.339,0.251,0.251,0.251,0.032,0.142,0.032
t_7976,0.22,0.219,0.219,0.219,0.057,0.138,0.057
t_7977,0.194,0.322,0.322,0.322,0.051,0.187,0.051
t_7978,0.157,0.184,0.184,0.184,0.07,0.127,0.07
t_7979,0.137,0.06,0.06,0.06,0.1,0.08,0.1
t_7980,0.141,0.033,0.033,0.033,0.144,0.089,0.144
t_7981,0.155,0.02,0.02,0.02,0.181,0.101,0.181
t_7982,0.195,0.007,0.007,0.007,0.21,0.109,0.21
t_7983,0.188,0.001,0.001,0.001,0.23,0.116,0.23
t_7984,0.187,0.0,0.0,0.0,0.245,0.123,0.245
t_7985,0.166,0.0,0.0,0.0,0.258,0.129,0.258
t_7986,0.117,0.0,0.0,0.0,0.253,0.127,0.253
t_7987,0.069,0.019,0.019,0.019,0.239,0.129,0.239
t_7988,0.046,0.068,0.068,0.068,0.224,0.146,0.224
t_7989,0.045,0.136,0.136,0.136,0.178,0.157,0.178
t_7990,0.084,0.182,0.182,0.182,0.1,0.141,0.1
t_7991,0.069,0.172,0.172,0.172,0.019,0.096,0.019
t_7992,0.019,0.136,0.136,0.136,0.015,0.076,0.015
t_7993,0.006,0.094,0.094,0.094,0.01,0.052,0.01
t_7994,0.002,0.055,0.055,0.055,0.008,0.032,0.008
t_7995,0.002,0.024,0.024,0.024,0.009,0.017,0.009
t_7996,0.002,0.015,0.015,0.015,0.014,0.015,0.014
t_7997,0.004,0.019,0.019,0.019,0.034,0.027,0.034
t_7998,0.031,0.028,0.028,0.028,0.046,0.037,0.046
t_7999,0.116,0.05,0.05,0.05,0.049,0.05,0.049
t_8000,0.221,0.143,0.143,0.143,0.041,0.092,0.041
t_8001,0.303,0.185,0.185,0.185,0.013,0.099,0.013
t_8002,0.396,0.107,0.107,0.107,0.001,0.054,0.001
t_8003,0.6,0.047,0.047,0.047,0.0,0.024,0.0
t_8004,0.774,0.022,0.022,0.022,0.0,0.011,0.0
t_8005,0.868,0.014,0.014,0.014,0.0,0.007,0.0
t_8006,0.869,0.019,0.019,0.019,0.0,0.01,0.0
t_8007,0.892,0.09,0.09,0.09,0.0,0.045,0.0
t_8008,0.904,0.134,0.134,0.134,0.0,0.067,0.0
t_8009,0.904,0.336,0.336,0.336,0.003,0.17,0.003
t_8010,0.87,0.539,0.539,0.539,0.068,0.304,0.068
t_8011,0.806,0.685,0.685,0.685,0.198,0.442,0.198
t_8012,0.721,0.763,0.763,0.763,0.247,0.505,0.247
t_8013,0.582,0.727,0.727,0.727,0.326,0.527,0.326
t_8014,0.53,0.713,0.713,0.713,0.413,0.563,0.413
t_8015,0.392,0.759,0.759,0.759,0.435,0.597,0.435
t_8016,0.297,0.751,0.751,0.751,0.476,0.614,0.476
t_8017,0.35,0.725,0.725,0.725,0.493,0.609,0.493
t_8018,0.363,0.607,0.607,0.607,0.476,0.542,0.476
t_8019,0.358,0.711,0.711,0.711,0.415,0.563,0.415
t_8020,0.34,0.66,0.66,0.66,0.341,0.501,0.341
t_8021,0.332,0.848,0.848,0.848,0.343,0.596,0.343
t_8022,0.341,0.879,0.879,0.879,0.348,0.614,0.348
t_8023,0.337,0.9,0.9,0.9,0.394,0.647,0.394
t_8024,0.359,0.894,0.894,0.894,0.409,0.652,0.409
t_8025,0.402,0.924,0.924,0.924,0.33,0.627,0.33
t_8026,0.54,0.819,0.819,0.819,0.123,0.471,0.123
t_8027,0.621,0.72,0.72,0.72,0.028,0.374,0.028
t_8028,0.703,0.689,0.689,0.689,0.011,0.35,0.011
t_8029,0.705,0.679,0.679,0.679,0.011,0.345,0.011
t_8030,0.692,0.665,0.665,0.665,0.018,0.342,0.018
t_8031,0.698,0.605,0.605,0.605,0.058,0.332,0.058
t_8032,0.678,0.667,0.667,0.667,0.146,0.407,0.146
t_8033,0.624,0.772,0.772,0.772,0.223,0.498,0.223
t_8034,0.553,0.845,0.845,0.845,0.287,0.566,0.287
t_8035,0.384,0.862,0.862,0.862,0.295,0.579,0.295
t_8036,0.304,0.848,0.848,0.848,0.338,0.593,0.338
t_8037,0.193,0.784,0.784,0.784,0.335,0.56,0.335
t_8038,0.136,0.68,0.68,0.68,0.291,0.486,0.291
t_8039,0.102,0.409,0.409,0.409,0.201,0.305,0.201
t_8040,0.055,0.171,0.171,0.171,0.122,0.147,0.122
t_8041,0.031,0.016,0.016,0.016,0.065,0.041,0.065
t_8042,0.045,0.0,0.0,0.0,0.038,0.019,0.038
t_8043,0.071,0.0,0.0,0.0,0.029,0.015,0.029
t_8044,0.088,0.0,0.0,0.0,0.104,0.052,0.104
t_8045,0.096,0.0,0.0,0.0,0.216,0.108,0.216
t_8046,0.094,0.0,0.0,0.0,0.23,0.115,0.23
t_8047,0.084,0.006,0.006,0.006,0.193,0.1,0.193
t_8048,0.065,0.021,0.021,0.021,0.168,0.095,0.168
t_8049,0.038,0.058,0.058,0.058,0.141,0.1,0.141
t_8050,0.026,0.072,0.072,0.072,0.049,0.061,0.049
t_8051,0.041,0.078,0.078,0.078,0.05,0.064,0.05
t_8052,0.043,0.11,0.11,0.11,0.106,0.108,0.106
t_8053,0.039,0.151,0.151,0.151,0.214,0.183,0.214
t_8054,0.032,0.153,0.153,0.153,0.328,0.241,0.328
t_8055,0.018,0.135,0.135,0.135,0.43,0.283,0.43
t_8056,0.012,0.16,0.16,0.16,0.527,0.344,0.527
t_8057,0.014,0.2,0.2,0.2,0.568,0.384,0.568
t_8058,0.019,0.225,0.225,0.225,0.595,0.41,0.595
t_8059,0.026,0.239,0.239,0.239,0.572,0.406,0.572
t_8060,0.031,0.253,0.253,0.253,0.54,0.397,0.54
t_8061,0.047,0.259,0.259,0.259,0.492,0.376,0.492
t_8062,0.058,0.25,0.25,0.25,0.441,0.346,0.441
t_8063,0.056,0.217,0.217,0.217,0.412,0.315,0.412
t_8064,0.052,0.186,0.186,0.186,0.382,0.284,0.382
t_8065,0.052,0.177,0.177,0.177,0.331,0.254,0.331
t_8066,0.058,0.18,0.18,0.18,0.282,0.231,0.282
t_8067,0.071,0.189,0.189,0.189,0.26,0.225,0.26
t_8068,0.102,0.187,0.187,0.187,0.271,0.229,0.271
t_8069,0.146,0.18,0.18,0.18,0.3,0.24,0.3
t_8070,0.188,0.17,0.17,0.17,0.338,0.254,0.338
t_8071,0.217,0.157,0.157,0.157,0.375,0.266,0.375
t_8072,0.232,0.135,0.135,0.135,0.396,0.266,0.396
t_8073,0.207,0.086,0.086,0.086,0.381,0.234,0.381
t_8074,0.201,0.043,0.043,0.043,0.342,0.193,0.342
t_8075,0.313,0.077,0.077,0.077,0.33,0.204,0.33
t_8076,0.408,0.104,0.104,0.104,0.331,0.218,0.331
t_8077,0.462,0.109,0.109,0.109,0.305,0.207,0.305
t_8078,0.467,0.098,0.098,0.098,0.226,0.162,0.226
t_8079,0.391,0.06,0.06,0.06,0.151,0.106,0.151
t_8080,0.324,0.039,0.039,0.039,0.119,0.079,0.119
t_8081,0.309,0.064,0.064,0.064,0.105,0.085,0.105
t_8082,0.271,0.107,0.107,0.107,0.103,0.105,0.103
t_8083,0.211,0.153,0.153,0.153,0.113,0.133,0.113
t_8084,0.159,0.348,0.348,0.348,0.124,0.236,0.124
t_8085,0.123,0.473,0.473,0.473,0.133,0.303,0.133
t_8086,0.113,0.631,0.631,0.631,0.123,0.377,0.123
t_8087,0.085,0.747,0.747,0.747,0.122,0.435,0.122
t_8088,0.061,0.825,0.825,0.825,0.134,0.48,0.134
t_8089,0.042,0.869,0.869,0.869,0.135,0.502,0.135
t_8090,0.038,0.909,0.909,0.909,0.123,0.516,0.123
t_8091,0.046,0.952,0.952,0.952,0.129,0.541,0.129
t_8092,0.066,0.962,0.962,0.962,0.12,0.541,0.12
t_8093,0.121,0.968,0.968,0.968,0.121,0.545,0.121
t_8094,0.158,0.978,0.978,0.978,0.126,0.552,0.126
t_8095,0.249,0.988,0.988,0.988,0.186,0.587,0.186
t_8096,0.357,0.984,0.984,0.984,0.246,0.615,0.246
t_8097,0.409,0.982,0.982,0.982,0.197,0.59,0.197
t_8098,0.444,0.982,0.982,0.982,0.112,0.547,0.112
t_8099,0.47,0.982,0.982,0.982,0.068,0.525,0.068
t_8100,0.527,0.982,0.982,0.982,0.067,0.525,0.067
