t,CH01,CH02,CH03,CH04,CH05,CH06,CH07
t_1940,0.659,0.327,0.327,0.327,0.779,0.553,0.779
t_1941,0.516,0.307,0.307,0.307,0.761,0.534,0.761
t_1942,0.367,0.308,0.308,0.308,0.749,0.529,0.749
t_1943,0.302,0.281,0.281,0.281,0.727,0.504,0.727
t_1944,0.268,0.291,0.291,0.291,0.674,0.483,0.674
t_1945,0.227,0.308,0.308,0.308,0.641,0.475,0.641
t_1946,0.215,0.329,0.329,0.329,0.656,0.493,0.656
t_1947,0.206,0.335,0.335,0.335,0.666,0.501,0.666
t_1948,0.166,0.35,0.35,0.35,0.686,0.518,0.686
t_1949,0.136,0.36,0.36,0.36,0.684,0.522,0.684
t_1950,0.105,0.356,0.356,0.356,0.67,0.513,0.67
t_1951,0.088,0.534,0.534,0.534,0.601,0.568,0.601
t_1952,0.078,0.485,0.485,0.485,0.561,0.523,0.561
t_1953,0.121,0.326,0.326,0.326,0.587,0.457,0.587
t_1954,0.139,0.3,0.3,0.3,0.558,0.429,0.558
t_1955,0.16,0.272,0.272,0.272,0.468,0.37,0.468
t_1956,0.147,0.24,0.24,0.24,0.368,0.304,0.368
t_1957,0.134,0.211,0.211,0.211,0.265,0.238,0.265
t_1958,0.127,0.202,0.202,0.202,0.167,0.185,0.167
t_1959,0.132,0.194,0.194,0.194,0.1,0.147,0.1
t_1960,0.155,0.137,0.137,0.137,0.034,0.086,0.034
t_1961,0.167,0.063,0.063,0.063,0.009,0.036,0.009
t_1962,0.13,0.023,0.023,0.023,0.007,0.015,0.007
t_1963,0.158,0.008,0.008,0.008,0.006,0.007,0.006
t_1964,0.155,0.007,0.007,0.007,0.006,0.007,0.006
t_1965,0.083,0.007,0.007,0.007,0.009,0.008,0.009
t_1966,0.063,0.008,0.008,0.008,0.015,0.012,0.015
t_1967,0.083,0.009,0.009,0.009,0.02,0.015,0.02
t_1968,0.094,0.01,0.01,0.01,0.026,0.018,0.026
t_1969,0.13,0.011,0.011,0.011,0.029,0.02,0.029
t_1970,0.198,0.011,0.011,0.011,0.034,0.023,0.034
t_1971,0.263,0.011,0.011,0.011,0.033,0.022,0.033
t_1972,0.391,0.011,0.011,0.011,0.049,0.03,0.049
t_1973,0.491,0.013,0.013,0.013,0.078,0.046,0.078
t_1974,0.532,0.005,0.005,0.005,0.075,0.04,0.075
t_1975,0.498,0.006,0.006,0.006,0.036,0.021,0.036
t_1976,0.609,0.009,0.009,0.009,0.034,0.022,0.034
t_1977,0.697,0.022,0.022,0.022,0.062,0.042,0.062
t_1978,0.726,0.039,0.039,0.039,0.06,0.05,0.06
t_1979,0.764,0.084,0.084,0.084,0.04,0.062,0.04
t_1980,0.818,0.133,0.133,0.133,0.031,0.082,0.031
t_1981,0.845,0.204,0.204,0.204,0.036,0.12,0.036
t_1982,0.867,0.282,0.282,0.282,0.063,0.173,0.063
t_1983,0.871,0.298,0.298,0.298,0.085,0.192,0.085
t_1984,0.87,0.251,0.251,0.251,0.106,0.179,0.106
t_1985,0.844,0.179,0.179,0.179,0.115,0.147,0.115
t_1986,0.744,0.107,0.107,0.107,0.139,0.123,0.139
t_1987,0.731,0.055,0.055,0.055,0.153,0.104,0.153
t_1988,0.691,0.012,0.012,0.012,0.143,0.078,0.143
t_1989,0.592,0.0,0.0,0.0,0.117,0.059,0.117
t_1990,0.421,0.0,0.0,0.0,0.09,0.045,0.09
t_1991,0.209,0.0,0.0,0.0,0.068,0.034,0.068
t_1992,0.073,0.005,0.005,0.005,0.059,0.032,0.059
t_1993,0.017,0.023,0.023,0.023,0.049,0.036,0.049
t_1994,0.024,0.055,0.055,0.055,0.049,0.052,0.049
t_1995,0.025,0.077,0.077,0.077,0.05,0.064,0.05
t_1996,0.028,0.084,0.084,0.084,0.042,0.063,0.042
t_1997,0.096,0.093,0.093,0.093,0.028,0.061,0.028
t_1998,0.252,0.093,0.093,0.093,0.014,0.054,0.014
t_1999,0.496,0.079,0.079,0.079,0.009,0.044,0.009
t_2000,0.804,0.054,0.054,0.054,0.011,0.033,0.011
t_2001,0.939,0.049,0.049,0.049,0.007,0.028,0.007
t_2002,0.959,0.107,0.107,0.107,0.008,0.058,0.008
t_2003,0.959,0.178,0.178,0.178,0.018,0.098,0.018
t_2004,0.951,0.313,0.313,0.313,0.04,0.177,0.04
t_2005,0.924,0.539,0.539,0.539,0.082,0.311,0.082
t_2006,0.877,0.724,0.724,0.724,0.135,0.43,0.135
t_2007,0.809,0.833,0.833,0.833,0.189,0.511,0.189
t_2008,0.653,0.78,0.78,0.78,0.217,0.499,0.217
t_2009,0.419,0.616,0.616,0.616,0.192,0.404,0.192
t_2010,0.28,0.477,0.477,0.477,0.222,0.35,0.222
t_2011,0.25,0.346,0.346,0.346,0.275,0.311,0.275
t_2012,0.253,0.254,0.254,0.254,0.348,0.301,0.348
t_2013,0.287,0.288,0.288,0.288,0.412,0.35,0.412
t_2014,0.306,0.376,0.376,0.376,0.472,0.424,0.472
t_2015,0.306,0.562,0.562,0.562,0.484,0.523,0.484
t_2016,0.321,0.721,0.721,0.721,0.435,0.578,0.435
t_2017,0.392,0.732,0.732,0.732,0.335,0.534,0.335
t_2018,0.441,0.653,0.653,0.653,0.239,0.446,0.239
t_2019,0.467,0.534,0.534,0.534,0.169,0.352,0.169
t_2020,0.515,0.427,0.427,0.427,0.183,0.305,0.183
t_2021,0.542,0.301,0.301,0.301,0.273,0.287,0.273
t_2022,0.502,0.254,0.254,0.254,0.421,0.338,0.421
t_2023,0.469,0.233,0.233,0.233,0.585,0.409,0.585
t_2024,0.489,0.302,0.302,0.302,0.768,0.535,0.768
t_2025,0.629,0.398,0.398,0.398,0.903,0.651,0.903
t_2026,0.69,0.543,0.543,0.543,0.955,0.749,0.955
t_2027,0.695,0.627,0.627,0.627,0.983,0.805,0.983
t_2028,0.695,0.689,0.689,0.689,0.977,0.833,0.977
t_2029,0.742,0.692,0.692,0.692,0.976,0.834,0.976
t_2030,0.741,0.673,0.673,0.673,0.982,0.828,0.982
t_2031,0.741,0.6,0.6,0.6,0.966,0.783,0.966
t_2032,0.726,0.458,0.458,0.458,0.94,0.699,0.94
t_2033,0.61,0.309,0.309,0.309,0.839,0.574,0.839
t_2034,0.455,0.288,0.288,0.288,0.793,0.541,0.793
t_2035,0.46,0.25,0.25,0.25,0.745,0.498,0.745
t_2036,0.434,0.29,0.29,0.29,0.705,0.498,0.705
t_2037,0.372,0.346,0.346,0.346,0.689,0.518,0.689
t_2038,0.257,0.387,0.387,0.387,0.683,0.535,0.683
t_2039,0.155,0.381,0.381,0.381,0.689,0.535,0.689
t_2040,0.09,0.333,0.333,0.333,0.682,0.508,0.682
t_2041,0.054,0.262,0.262,0.262,0.688,0.475,0.688
t_2042,0.039,0.186,0.186,0.186,0.681,0.434,0.681
t_2043,0.031,0.134,0.134,0.134,0.688,0.411,0.688
t_2044,0.029,0.102,0.102,0.102,0.658,0.38,0.658
t_2045,0.024,0.101,0.101,0.101,0.617,0.359,0.617
t_2046,0.015,0.221,0.221,0.221,0.554,0.388,0.554
t_2047,0.005,0.227,0.227,0.227,0.46,0.344,0.46
t_2048,0.001,0.197,0.197,0.197,0.459,0.328,0.459
t_2049,0.004,0.276,0.276,0.276,0.467,0.372,0.467
t_2050,0.01,0.186,0.186,0.186,0.486,0.336,0.486
t_2051,0.014,0.168,0.168,0.168,0.546,0.357,0.546
t_2052,0.018,0.136,0.136,0.136,0.556,0.346,0.556
t_2053,0.024,0.123,0.123,0.123,0.505,0.314,0.505
t_2054,0.044,0.108,0.108,0.108,0.467,0.288,0.467
t_2055,0.059,0.084,0.084,0.084,0.364,0.224,0.364
t_2056,0.097,0.051,0.051,0.051,0.269,0.16,0.269
t_2057,0.112,0.027,0.027,0.027,0.2,0.114,0.2
t_2058,0.105,0.049,0.049,0.049,0.154,0.102,0.154
t_2059,0.156,0.083,0.083,0.083,0.12,0.102,0.12
t_2060,0.186,0.125,0.125,0.125,0.084,0.105,0.084
t_2061,0.25,0.162,0.162,0.162,0.049,0.106,0.049
t_2062,0.341,0.178,0.178,0.178,0.024,0.101,0.024
t_2063,0.386,0.181,0.181,0.181,0.012,0.097,0.012
t_2064,0.411,0.191,0.191,0.191,0.01,0.101,0.01
t_2065,0.44,0.218,0.218,0.218,0.004,0.111,0.004
t_2066,0.474,0.263,0.263,0.263,0.003,0.133,0.003
t_2067,0.489,0.326,0.326,0.326,0.003,0.165,0.003
t_2068,0.488,0.418,0.418,0.418,0.002,0.21,0.002
t_2069,0.407,0.536,0.536,0.536,0.001,0.269,0.001
t_2070,0.321,0.362,0.362,0.362,0.001,0.182,0.001
t_2071,0.229,0.361,0.361,0.361,0.0,0.181,0.0
t_2072,0.202,0.343,0.343,0.343,0.0,0.172,0.0
t_2073,0.238,0.418,0.418,0.418,0.0,0.209,0.0
t_2074,0.185,0.493,0.493,0.493,0.0,0.247,0.0
t_2075,0.133,0.473,0.473,0.473,0.0,0.237,0.0
t_2076,0.056,0.415,0.415,0.415,0.0,0.208,0.0
t_2077,0.022,0.324,0.324,0.324,0.0,0.162,0.0
t_2078,0.011,0.245,0.245,0.245,0.0,0.123,0.0
t_2079,0.026,0.199,0.199,0.199,0.0,0.1,0.0
t_2080,0.069,0.229,0.229,0.229,0.0,0.115,0.0
t_2081,0.105,0.107,0.107,0.107,0.0,0.054,0.0
t_2082,0.102,0.04,0.04,0.04,0.0,0.02,0.0
t_2083,0.185,0.021,0.021,0.021,0.0,0.011,0.0
t_2084,0.261,0.016,0.016,0.016,0.002,0.009,0.002
t_2085,0.328,0.013,0.013,0.013,0.007,0.01,0.007
t_2086,0.405,0.011,0.011,0.011,0.012,0.012,0.012
t_2087,0.445,0.007,0.007,0.007,0.014,0.011,0.014
t_2088,0.469,0.002,0.002,0.002,0.015,0.009,0.015
t_2089,0.466,0.001,0.001,0.001,0.016,0.009,0.016
t_2090,0.443,0.001,0.001,0.001,0.016,0.009,0.016
t_2091,0.421,0.002,0.002,0.002,0.013,0.008,0.013
t_2092,0.395,0.003,0.003,0.003,0.013,0.008,0.013
t_2093,0.346,0.006,0.006,0.006,0.009,0.008,0.009
t_2094,0.288,0.01,0.01,0.01,0.003,0.007,0.003
t_2095,0.173,0.018,0.018,0.018,0.001,0.01,0.001
t_2096,0.09,0.006,0.006,0.006,0.0,0.003,0.0
t_2097,0.353,0.004,0.004,0.004,0.0,0.002,0.0
t_2098,0.221,0.003,0.003,0.003,0.0,0.002,0.0
t_2099,0.017,0.003,0.003,0.003,0.0,0.002,0.0
t_2100,0.006,0.007,0.007,0.007,0.0,0.004,0.0
t_2101,0.014,0.037,0.037,0.037,0.001,0.019,0.001
t_2102,0.036,0.136,0.136,0.136,0.003,0.07,0.003
t_2103,0.07,0.283,0.283,0.283,0.014,0.149,0.014
t_2104,0.111,0.514,0.514,0.514,0.03,0.272,0.03
t_2105,0.098,0.603,0.603,0.603,0.039,0.321,0.039
t_2106,0.078,0.822,0.822,0.822,0.094,0.458,0.094
t_2107,0.112,0.947,0.947,0.947,0.105,0.526,0.105
t_2108,0.168,0.976,0.976,0.976,0.1,0.538,0.1
t_2109,0.189,0.981,0.981,0.981,0.152,0.567,0.152
t_2110,0.224,0.995,0.995,0.995,0.261,0.628,0.261
t_2111,0.3,0.989,0.989,0.989,0.37,0.68,0.37
t_2112,0.515,0.962,0.962,0.962,0.449,0.706,0.449
t_2113,0.649,0.9,0.9,0.9,0.589,0.745,0.589
t_2114,0.633,0.797,0.797,0.797,0.737,0.767,0.737
t_2115,0.479,0.468,0.468,0.468,0.888,0.678,0.888
t_2116,0.345,0.314,0.314,0.314,0.895,0.605,0.895
t_2117,0.255,0.212,0.212,0.212,0.838,0.525,0.838
t_2118,0.204,0.177,0.177,0.177,0.698,0.438,0.698
t_2119,0.132,0.152,0.152,0.152,0.564,0.358,0.564
t_2120,0.082,0.142,0.142,0.142,0.516,0.329,0.516
t_2121,0.263,0.126,0.126,0.126,0.535,0.331,0.535
t_2122,0.261,0.122,0.122,0.122,0.531,0.327,0.531
t_2123,0.048,0.113,0.113,0.113,0.471,0.292,0.471
t_2124,0.013,0.089,0.089,0.089,0.42,0.255,0.42
t_2125,0.002,0.051,0.051,0.051,0.337,0.194,0.337
t_2126,0.0,0.029,0.029,0.029,0.248,0.139,0.248
t_2127,0.0,0.069,0.069,0.069,0.149,0.109,0.149
t_2128,0.001,0.117,0.117,0.117,0.047,0.082,0.047
t_2129,0.011,0.103,0.103,0.103,0.002,0.053,0.002
t_2130,0.04,0.258,0.258,0.258,0.0,0.129,0.0
t_2131,0.087,0.501,0.501,0.501,0.0,0.251,0.0
t_2132,0.129,0.708,0.708,0.708,0.002,0.355,0.002
t_2133,0.202,0.8,0.8,0.8,0.023,0.412,0.023
t_2134,0.266,0.836,0.836,0.836,0.112,0.474,0.112
t_2135,0.322,0.854,0.854,0.854,0.217,0.536,0.217
t_2136,0.389,0.866,0.866,0.866,0.247,0.557,0.247
t_2137,0.486,0.903,0.903,0.903,0.236,0.57,0.236
t_2138,0.591,0.931,0.931,0.931,0.2,0.566,0.2
t_2139,0.599,0.941,0.941,0.941,0.175,0.558,0.175
t_2140,0.655,0.923,0.923,0.923,0.166,0.545,0.166
t_2141,0.749,0.894,0.894,0.894,0.158,0.526,0.158
t_2142,0.821,0.881,0.881,0.881,0.15,0.516,0.15
t_2143,0.853,0.842,0.842,0.842,0.106,0.474,0.106
t_2144,0.881,0.784,0.784,0.784,0.052,0.418,0.052
t_2145,0.92,0.752,0.752,0.752,0.049,0.401,0.049
t_2146,0.959,0.829,0.829,0.829,0.155,0.492,0.155
t_2147,0.979,0.922,0.922,0.922,0.213,0.568,0.213
t_2148,0.982,0.962,0.962,0.962,0.244,0.603,0.244
t_2149,0.982,0.978,0.978,0.978,0.26,0.619,0.26
t_2150,0.981,0.982,0.982,0.982,0.208,0.595,0.208
t_2151,0.967,0.975,0.975,0.975,0.177,0.576,0.177
t_2152,0.936,0.925,0.925,0.925,0.132,0.529,0.132
t_2153,0.897,0.872,0.872,0.872,0.111,0.492,0.111
t_2154,0.798,0.86,0.86,0.86,0.152,0.506,0.152
t_2155,0.679,0.857,0.857,0.857,0.179,0.518,0.179
t_2156,0.605,0.605,0.605,0.605,0.237,0.421,0.237
t_2157,0.439,0.435,0.435,0.435,0.245,0.34,0.245
t_2158,0.184,0.381,0.381,0.381,0.253,0.317,0.253
t_2159,0.022,0.319,0.319,0.319,0.249,0.284,0.249
t_2160,0.006,0.147,0.147,0.147,0.268,0.208,0.268
t_2161,0.018,0.097,0.097,0.097,0.263,0.18,0.263
t_2162,0.051,0.055,0.055,0.055,0.299,0.177,0.299
t_2163,0.133,0.028,0.028,0.028,0.278,0.153,0.278
t_2164,0.157,0.011,0.011,0.011,0.273,0.142,0.273
t_2165,0.153,0.003,0.003,0.003,0.261,0.132,0.261
t_2166,0.134,0.001,0.001,0.001,0.212,0.107,0.212
t_2167,0.104,0.0,0.0,0.0,0.1,0.05,0.1
t_2168,0.082,0.0,0.0,0.0,0.047,0.024,0.047
t_2169,0.085,0.0,0.0,0.0,0.04,0.02,0.04
t_2170,0.129,0.0,0.0,0.0,0.025,0.013,0.025
t_2171,0.166,0.0,0.0,0.0,0.013,0.007,0.013
t_2172,0.212,0.0,0.0,0.0,0.007,0.004,0.007
t_2173,0.246,0.0,0.0,0.0,0.006,0.003,0.006
t_2174,0.281,0.0,0.0,0.0,0.008,0.004,0.008
t_2175,0.298,0.001,0.001,0.001,0.019,0.01,0.019
t_2176,0.254,0.005,0.005,0.005,0.03,0.018,0.03
t_2177,0.236,0.008,0.008,0.008,0.05,0.029,0.05
t_2178,0.27,0.004,0.004,0.004,0.087,0.046,0.087
t_2179,0.34,0.0,0.0,0.0,0.106,0.053,0.106
t_2180,0.435,0.0,0.0,0.0,0.093,0.047,0.093
t_2181,0.521,0.0,0.0,0.0,0.064,0.032,0.064
t_2182,0.646,0.0,0.0,0.0,0.046,0.023,0.046
t_2183,0.725,0.0,0.0,0.0,0.039,0.02,0.039
t_2184,0.766,0.0,0.0,0.0,0.036,0.018,0.036
t_2185,0.772,0.0,0.0,0.0,0.033,0.017,0.033
t_2186,0.741,0.0,0.0,0.0,0.027,0.014,0.027
t_2187,0.757,0.001,0.001,0.001,0.017,0.009,0.017
t_2188,0.744,0.001,0.001,0.001,0.006,0.004,0.006
t_2189,0.744,0.0,0.0,0.0,0.002,0.001,0.002
t_2190,0.75,0.0,0.0,0.0,0.002,0.001,0.002
t_2191,0.748,0.0,0.0,0.0,0.002,0.001,0.002
t_2192,0.726,0.0,0.0,0.0,0.003,0.002,0.003
t_2193,0.775,0.0,0.0,0.0,0.005,0.003,0.005
t_2194,0.815,0.0,0.0,0.0,0.003,0.002,0.003
t_2195,0.828,0.0,0.0,0.0,0.002,0.001,0.002
t_2196,0.837,0.0,0.0,0.0,0.003,0.002,0.003
t_2197,0.842,0.0,0.0,0.0,0.006,0.003,0.006
t_2198,0.842,0.0,0.0,0.0,0.015,0.008,0.015
t_2199,0.842,0.001,0.001,0.001,0.028,0.015,0.028
t_2200,0.839,0.004,0.004,0.004,0.04,0.022,0.04
t_2201,0.785,0.014,0.014,0.014,0.048,0.031,0.048
t_2202,0.726,0.027,0.027,0.027,0.096,0.062,0.096
t_2203,0.747,0.052,0.052,0.052,0.172,0.112,0.172
t_2204,0.773,0.078,0.078,0.078,0.276,0.177,0.276
t_2205,0.774,0.086,0.086,0.086,0.385,0.236,0.385
t_2206,0.788,0.134,0.134,0.134,0.5,0.317,0.5
t_2207,0.814,0.173,0.173,0.173,0.585,0.379,0.585
t_2208,0.838,0.197,0.197,0.197,0.65,0.424,0.65
t_2209,0.846,0.203,0.203,0.203,0.658,0.431,0.658
t_2210,0.829,0.209,0.209,0.209,0.647,0.428,0.647
t_2211,0.804,0.216,0.216,0.216,0.642,0.429,0.642
t_2212,0.737,0.222,0.222,0.222,0.61,0.416,0.61
t_2213,0.665,0.234,0.234,0.234,0.581,0.408,0.581
t_2214,0.635,0.24,0.24,0.24,0.554,0.397,0.554
t_2215,0.583,0.295,0.295,0.295,0.501,0.398,0.501
t_2216,0.652,0.312,0.312,0.312,0.504,0.408,0.504
t_2217,0.679,0.33,0.33,0.33,0.565,0.448,0.565
t_2218,0.746,0.34,0.34,0.34,0.55,0.445,0.55
t_2219,0.889,0.357,0.357,0.357,0.531,0.444,0.531
t_2220,0.958,0.382,0.382,0.382,0.465,0.424,0.465
t_2221,0.972,0.401,0.401,0.401,0.432,0.417,0.432
t_2222,0.982,0.377,0.377,0.377,0.405,0.391,0.405
t_2223,0.985,0.365,0.365,0.365,0.375,0.37,0.375
t_2224,0.981,0.272,0.272,0.272,0.314,0.293,0.314
t_2225,0.959,0.188,0.188,0.188,0.259,0.224,0.259
t_2226,0.9,0.16,0.16,0.16,0.233,0.197,0.233
t_2227,0.899,0.15,0.15,0.15,0.225,0.188,0.225
t_2228,0.888,0.139,0.139,0.139,0.222,0.181,0.222
t_2229,0.869,0.125,0.125,0.125,0.227,0.176,0.227
t_2230,0.847,0.108,0.108,0.108,0.259,0.184,0.259
t_2231,0.805,0.08,0.08,0.08,0.282,0.181,0.282
t_2232,0.752,0.052,0.052,0.052,0.291,0.172,0.291
t_2233,0.69,0.037,0.037,0.037,0.289,0.163,0.289
t_2234,0.634,0.021,0.021,0.021,0.286,0.154,0.286
t_2235,0.577,0.014,0.014,0.014,0.275,0.145,0.275
t_2236,0.579,0.032,0.032,0.032,0.222,0.127,0.222
t_2237,0.634,0.021,0.021,0.021,0.172,0.097,0.172
t_2238,0.692,0.02,0.02,0.02,0.127,0.074,0.127
t_2239,0.723,0.015,0.015,0.015,0.099,0.057,0.099
t_2240,0.828,0.048,0.048,0.048,0.144,0.096,0.144
t_2241,0.906,0.353,0.353,0.353,0.162,0.258,0.162
t_2242,0.941,0.463,0.463,0.463,0.169,0.316,0.169
t_2243,0.958,0.529,0.529,0.529,0.175,0.352,0.175
t_2244,0.963,0.581,0.581,0.581,0.163,0.372,0.163
t_2245,0.966,0.607,0.607,0.607,0.146,0.377,0.146
t_2246,0.967,0.593,0.593,0.593,0.125,0.359,0.125
t_2247,0.968,0.569,0.569,0.569,0.111,0.34,0.111
t_2248,0.967,0.553,0.553,0.553,0.097,0.325,0.097
t_2249,0.952,0.481,0.481,0.481,0.056,0.269,0.056
t_2250,0.918,0.364,0.364,0.364,0.052,0.208,0.052
t_2251,0.916,0.372,0.372,0.372,0.049,0.211,0.049
t_2252,0.911,0.384,0.384,0.384,0.032,0.208,0.032
t_2253,0.902,0.197,0.197,0.197,0.017,0.107,0.017
t_2254,0.886,0.182,0.182,0.182,0.01,0.096,0.01
t_2255,0.857,0.169,0.169,0.169,0.006,0.088,0.006
t_2256,0.825,0.158,0.158,0.158,0.003,0.081,0.003
t_2257,0.792,0.154,0.154,0.154,0.001,0.078,0.001
t_2258,0.763,0.069,0.069,0.069,0.0,0.035,0.0
t_2259,0.74,0.04,0.04,0.04,0.0,0.02,0.0
t_2260,0.713,0.019,0.019,0.019,0.0,0.01,0.0
t_2261,0.68,0.015,0.015,0.015,0.0,0.008,0.0
t_2262,0.64,0.021,0.021,0.021,0.001,0.011,0.001
t_2263,0.566,0.016,0.016,0.016,0.001,0.009,0.001
t_2264,0.608,0.02,0.02,0.02,0.003,0.012,0.003
t_2265,0.717,0.039,0.039,0.039,0.006,0.023,0.006
t_2266,0.748,0.054,0.054,0.054,0.006,0.03,0.006
t_2267,0.768,0.056,0.056,0.056,0.007,0.032,0.007
t_2268,0.798,0.106,0.106,0.106,0.008,0.057,0.008
t_2269,0.826,0.106,0.106,0.106,0.012,0.059,0.012
t_2270,0.851,0.104,0.104,0.104,0.016,0.06,0.016
t_2271,0.868,0.097,0.097,0.097,0.016,0.057,0.016
t_2272,0.851,0.065,0.065,0.065,0.009,0.037,0.009
t_2273,0.793,0.029,0.029,0.029,0.002,0.016,0.002
t_2274,0.654,0.007,0.007,0.007,0.001,0.004,0.001
t_2275,0.642,0.002,0.002,0.002,0.0,0.001,0.0
t_2276,0.637,0.001,0.001,0.001,0.0,0.001,0.0
t_2277,0.611,0.0,0.0,0.0,0.0,0.0,0.0
t_2278,0.602,0.0,0.0,0.0,0.001,0.001,0.001
t_2279,0.564,0.0,0.0,0.0,0.002,0.001,0.002
t_2280,0.521,0.0,0.0,0.0,0.005,0.003,0.005
t_2281,0.493,0.0,0.0,0.0,0.01,0.005,0.01
t_2282,0.477,0.0,0.0,0.0,0.014,0.007,0.014
t_2283,0.478,0.0,0.0,0.0,0.022,0.011,0.022
t_2284,0.459,0.0,0.0,0.0,0.037,0.019,0.037
t_2285,0.433,0.0,0.0,0.0,0.049,0.025,0.049
t_2286,0.406,0.001,0.001,0.001,0.055,0.028,0.055
t_2287,0.3,0.002,0.002,0.002,0.019,0.011,0.019
t_2288,0.265,0.003,0.003,0.003,0.024,0.014,0.024
t_2289,0.319,0.004,0.004,0.004,0.036,0.02,0.036
t_2290,0.289,0.009,0.009,0.009,0.045,0.027,0.045
t_2291,0.264,0.016,0.016,0.016,0.06,0.038,0.06
t_2292,0.24,0.025,0.025,0.025,0.069,0.047,0.069
t_2293,0.212,0.047,0.047,0.047,0.076,0.062,0.076
t_2294,0.188,0.086,0.086,0.086,0.084,0.085,0.084
t_2295,0.166,0.135,0.135,0.135,0.083,0.109,0.083
t_2296,0.137,0.193,0.193,0.193,0.066,0.13,0.066
t_2297,0.08,0.189,0.189,0.189,0.035,0.112,0.035
t_2298,0.038,0.155,0.155,0.155,0.027,0.091,0.027
t_2299,0.051,0.172,0.172,0.172,0.043,0.108,0.043
t_2300,0.132,0.174,0.174,0.174,0.049,0.112,0.049
t_2301,0.131,0.171,0.171,0.171,0.049,0.11,0.049
t_2302,0.043,0.104,0.104,0.104,0.044,0.074,0.044
t_2303,0.026,0.081,0.081,0.081,0.049,0.065,0.049
t_2304,0.02,0.067,0.067,0.067,0.063,0.065,0.063
t_2305,0.019,0.058,0.058,0.058,0.069,0.064,0.069
t_2306,0.023,0.057,0.057,0.057,0.076,0.067,0.076
t_2307,0.028,0.062,0.062,0.062,0.06,0.061,0.06
t_2308,0.032,0.041,0.041,0.041,0.06,0.051,0.06
t_2309,0.035,0.025,0.025,0.025,0.064,0.045,0.064
t_2310,0.033,0.012,0.012,0.012,0.071,0.042,0.071
t_2311,0.026,0.012,0.012,0.012,0.07,0.041,0.07
t_2312,0.062,0.023,0.023,0.023,0.075,0.049,0.075
t_2313,0.069,0.052,0.052,0.052,0.072,0.062,0.072
t_2314,0.079,0.072,0.072,0.072,0.065,0.069,0.065
t_2315,0.093,0.08,0.08,0.08,0.065,0.073,0.065
t_2316,0.122,0.095,0.095,0.095,0.067,0.081,0.067
t_2317,0.159,0.081,0.081,0.081,0.06,0.071,0.06
t_2318,0.2,0.08,0.08,0.08,0.045,0.063,0.045
t_2319,0.258,0.07,0.07,0.07,0.024,0.047,0.024
t_2320,0.353,0.067,0.067,0.067,0.007,0.037,0.007
t_2321,0.418,0.053,0.053,0.053,0.002,0.028,0.002
t_2322,0.365,0.031,0.031,0.031,0.002,0.017,0.002
t_2323,0.351,0.019,0.019,0.019,0.003,0.011,0.003
t_2324,0.392,0.044,0.044,0.044,0.005,0.025,0.005
t_2325,0.404,0.105,0.105,0.105,0.009,0.057,0.009
t_2326,0.442,0.188,0.188,0.188,0.01,0.099,0.01
t_2327,0.465,0.391,0.391,0.391,0.019,0.205,0.019
t_2328,0.475,0.528,0.528,0.528,0.027,0.278,0.027
t_2329,0.464,0.716,0.716,0.716,0.026,0.371,0.026
t_2330,0.453,0.847,0.847,0.847,0.012,0.43,0.012
t_2331,0.415,0.883,0.883,0.883,0.006,0.445,0.006
t_2332,0.306,0.744,0.744,0.744,0.053,0.399,0.053
t_2333,0.2,0.696,0.696,0.696,0.198,0.447,0.198
t_2334,0.161,0.652,0.652,0.652,0.548,0.6,0.548
t_2335,0.119,0.646,0.646,0.646,0.827,0.737,0.827
t_2336,0.19,0.704,0.704,0.704,0.884,0.794,0.884
t_2337,0.243,0.689,0.689,0.689,0.859,0.774,0.859
t_2338,0.254,0.628,0.628,0.628,0.855,0.742,0.855
t_2339,0.253,0.567,0.567,0.567,0.85,0.709,0.85
t_2340,0.228,0.483,0.483,0.483,0.833,0.658,0.833
t_2341,0.192,0.35,0.35,0.35,0.821,0.586,0.821
t_2342,0.155,0.2,0.2,0.2,0.792,0.496,0.792
t_2343,0.126,0.077,0.077,0.077,0.744,0.411,0.744
t_2344,0.28,0.022,0.022,0.022,0.602,0.312,0.602
t_2345,0.179,0.004,0.004,0.004,0.48,0.242,0.48
t_2346,0.124,0.001,0.001,0.001,0.407,0.204,0.407
t_2347,0.157,0.0,0.0,0.0,0.37,0.185,0.37
t_2348,0.164,0.0,0.0,0.0,0.296,0.148,0.296
t_2349,0.098,0.001,0.001,0.001,0.219,0.11,0.219
t_2350,0.027,0.009,0.009,0.009,0.126,0.068,0.126
t_2351,0.01,0.024,0.024,0.024,0.046,0.035,0.046
t_2352,0.011,0.047,0.047,0.047,0.007,0.027,0.007
t_2353,0.009,0.046,0.046,0.046,0.0,0.023,0.0
t_2354,0.017,0.027,0.027,0.027,0.0,0.014,0.0
t_2355,0.032,0.016,0.016,0.016,0.001,0.009,0.001
t_2356,0.1,0.017,0.017,0.017,0.003,0.01,0.003
t_2357,0.178,0.03,0.03,0.03,0.005,0.018,0.005
t_2358,0.194,0.071,0.071,0.071,0.009,0.04,0.009
t_2359,0.196,0.044,0.044,0.044,0.005,0.025,0.005
t_2360,0.154,0.016,0.016,0.016,0.012,0.014,0.012
t_2361,0.166,0.012,0.012,0.012,0.016,0.014,0.016
t_2362,0.182,0.002,0.002,0.002,0.014,0.008,0.014
