scenario,zone,tech,weather_year,2030,2035,2040,2050,Unnamed: 8,Unnamed: 9
GlobalAmbition,LT00,windon,2009,7502.5639,8329.2513,9155.9388,10721.9601,,
DistributedEnergy,LU00,battery,1995,90.7842,153.3514,215.9185,480.5903,,
DistributedEnergy,LU00,battery,2008,92.7262,152.5517,212.3773,456.679,,
DistributedEnergy,LU00,battery,2009,92.4687,151.505,210.5413,449.3877,,
GlobalAmbition,LU00,battery,1995,57.9755,71.7959,85.6164,115.4668,,
GlobalAmbition,LU00,battery,2008,57.5456,71.5844,85.6232,118.9177,,
GlobalAmbition,LU00,battery,2009,58.9577,68.2538,77.5499,122.8464,,
DistributedEnergy,LU00,biomass,1995,535.6133,612.8385,690.0636,648.7262,,
DistributedEnergy,LU00,biomass,2008,535.6482,612.7975,689.9467,654.694,,
DistributedEnergy,LU00,biomass,2009,535.6482,612.9158,690.1834,650.6334,,
GlobalAmbition,LU00,biomass,1995,535.1988,610.9612,686.7236,685.9478,,
GlobalAmbition,LU00,biomass,2008,535.6482,611.9459,688.2437,687.0558,,
GlobalAmbition,LU00,biomass,2009,535.6482,612.4799,689.3117,687.4764,,
DistributedEnergy,LU00,dsr,1995,,8.3127,16.6255,18.0929,,
DistributedEnergy,LU00,dsr,2008,,7.2186,14.4372,14.1359,,
DistributedEnergy,LU00,dsr,2009,,10.8401,21.6802,21.5383,,
GlobalAmbition,LU00,dsr,1995,0.1971,2.1729,4.1486,11.6229,,
GlobalAmbition,LU00,dsr,2008,,1.7067,3.4134,8.5859,,
GlobalAmbition,LU00,dsr,2009,,1.5091,3.0182,11.4269,,
DistributedEnergy,LU00,gas,1995,0.891,516.971,1033.051,1147.1133,,
DistributedEnergy,LU00,gas,2008,0.891,473.4514,946.0117,1002.7149,,
DistributedEnergy,LU00,gas,2009,0.891,483.6435,966.3959,1025.1629,,
GlobalAmbition,LU00,gas,1995,0.7926,437.2252,873.6579,869.9235,,
GlobalAmbition,LU00,gas,2008,0.891,437.8993,874.9076,871.1303,,
GlobalAmbition,LU00,gas,2009,0.891,437.7577,874.6244,870.9325,,
DistributedEnergy,LU00,pvrf,1995,648.3289,780.5685,912.8081,2948.8027,,
DistributedEnergy,LU00,pvrf,2008,634.9688,765.5948,896.2208,2893.1066,,
DistributedEnergy,LU00,pvrf,2009,654.1205,788.0716,922.0227,2948.4034,,
GlobalAmbition,LU00,pvrf,1995,453.1826,545.0837,636.9847,700.5572,,
GlobalAmbition,LU00,pvrf,2008,444.4783,534.7093,624.9404,687.1847,,
GlobalAmbition,LU00,pvrf,2009,457.8843,551.4536,645.0229,708.2948,,
DistributedEnergy,LU00,windon,1995,849.0255,893.1135,937.2016,1361.8391,,
DistributedEnergy,LU00,windon,2008,825.5309,867.007,908.4831,1338.9006,,
DistributedEnergy,LU00,windon,2009,794.7128,835.9712,877.2296,1289.7616,,
GlobalAmbition,LU00,windon,1995,848.5277,890.5464,932.5651,1029.8482,,
GlobalAmbition,LU00,windon,2008,825.5309,865.6228,905.7147,1000.2689,,
GlobalAmbition,LU00,windon,2009,794.7128,835.5756,876.4384,966.0808,,
DistributedEnergy,LV00,battery,1995,664.6344,993.7124,1322.7905,1380.8284,,
DistributedEnergy,LV00,battery,2008,666.1065,989.9748,1313.8431,1364.0693,,
DistributedEnergy,LV00,battery,2009,658.8398,980.309,1301.7781,1371.8923,,
GlobalAmbition,LV00,battery,1995,157.4412,356.3471,555.253,586.7156,,
GlobalAmbition,LV00,battery,2008,157.2616,353.9162,550.5709,586.547,,
GlobalAmbition,LV00,battery,2009,158.2839,352.3247,546.3655,581.9067,,
DistributedEnergy,LV00,biomass,1995,1385.9362,1998.532,2611.1277,2580.8227,,
DistributedEnergy,LV00,biomass,2008,1385.9921,2003.2475,2620.5029,2592.6198,,
DistributedEnergy,LV00,biomass,2009,1385.9921,2002.6123,2619.2325,2600.2483,,
GlobalAmbition,LV00,biomass,1995,1385.3031,1950.1888,2515.0745,2477.9548,,
GlobalAmbition,LV00,biomass,2008,1384.5932,1950.0414,2515.4896,2496.6564,,
GlobalAmbition,LV00,biomass,2009,1384.3603,1958.6766,2532.9928,2540.7496,,
DistributedEnergy,LV00,dsr,1995,0.0033,7.0573,14.1113,33.7804,,
DistributedEnergy,LV00,dsr,2008,,5.559,11.1181,21.211,,
DistributedEnergy,LV00,dsr,2009,0.0225,16.2077,32.3928,46.9243,,
GlobalAmbition,LV00,dsr,1995,0.0866,0.3929,0.6992,21.1811,,
GlobalAmbition,LV00,dsr,2008,,0.5038,1.0076,10.9666,,
GlobalAmbition,LV00,dsr,2009,0.0339,0.4738,0.9137,19.1942,,
DistributedEnergy,LV00,gas,1995,1981.133,1681.1809,1381.2287,72.4188,,
DistributedEnergy,LV00,gas,2008,1704.4943,1627.2582,1550.0221,50.5974,,
DistributedEnergy,LV00,gas,2009,2734.7092,2417.5107,2100.3122,182.713,,
GlobalAmbition,LV00,gas,1995,1399.1664,1216.8202,1034.474,65.9581,,
GlobalAmbition,LV00,gas,2008,1276.4913,1087.179,897.8667,41.253,,
GlobalAmbition,LV00,gas,2009,1986.5205,1807.9138,1629.3072,92.2703,,
DistributedEnergy,LV00,pvrf,1995,180.0824,494.2346,808.3868,1503.3296,,
DistributedEnergy,LV00,pvrf,2008,176.7617,490.2623,803.7628,1484.2441,,
DistributedEnergy,LV00,pvrf,2009,180.0105,499.5005,818.9905,1496.2105,,
GlobalAmbition,LV00,pvrf,1995,78.6128,143.2454,207.878,267.8869,,
GlobalAmbition,LV00,pvrf,2008,79.7077,142.3495,204.9914,261.9555,,
GlobalAmbition,LV00,pvrf,2009,80.8048,143.4364,206.068,267.3238,,
DistributedEnergy,LV00,windof,1995,1546.4501,2428.073,3309.6958,5474.6583,,
DistributedEnergy,LV00,windof,2008,1561.1219,2452.307,3343.492,5550.7471,,
DistributedEnergy,LV00,windof,2009,1407.2998,2211.6398,3015.9799,5026.9958,,
GlobalAmbition,LV00,windof,1995,3140.0254,4502.0095,5863.9936,7968.8624,,
GlobalAmbition,LV00,windof,2008,3169.1794,4537.6111,5906.0428,8081.422,,
GlobalAmbition,LV00,windof,2009,2856.6756,4104.8559,5353.0363,7323.5941,,
DistributedEnergy,LV00,windon,1995,777.9207,2028.2219,3278.5232,3300.9067,,
DistributedEnergy,LV00,windon,2008,802.4965,2125.931,3449.3656,3430.3663,,
DistributedEnergy,LV00,windon,2009,626.595,1845.1162,3063.6373,3210.0965,,
GlobalAmbition,LV00,windon,1995,846.8479,812.3642,777.8806,847.9762,,
GlobalAmbition,LV00,windon,2008,869.9655,834.9812,799.9968,889.0647,,
GlobalAmbition,LV00,windon,2009,689.6901,667.2125,644.7349,719.0256,,
DistributedEnergy,ME00,battery,1995,10.4036,16.5408,22.6779,32.0554,,
DistributedEnergy,ME00,battery,2008,9.3252,16.412,23.4988,31.93,,
DistributedEnergy,ME00,battery,2009,9.6213,16.0273,22.4332,31.2194,,
GlobalAmbition,ME00,battery,1995,2.1125,4.3982,6.6838,11.1402,,
GlobalAmbition,ME00,battery,2008,2.0439,4.3185,6.593,12.078,,
GlobalAmbition,ME00,battery,2009,2.2469,4.544,6.8411,11.6436,,
DistributedEnergy,ME00,biomass,1995,426.888,424.9268,422.9657,394.4327,,
DistributedEnergy,ME00,biomass,2008,426.888,425.3468,423.8056,393.9113,,
DistributedEnergy,ME00,biomass,2009,426.78,425.5896,424.3992,394.806,,
GlobalAmbition,ME00,biomass,1995,426.888,427.9855,429.083,427.672,,
GlobalAmbition,ME00,biomass,2008,426.888,428.0401,429.1922,428.064,,
GlobalAmbition,ME00,biomass,2009,426.888,428.064,429.24,428.064,,
DistributedEnergy,ME00,hardcoal,1995,6.7746,3.3873,,,,
DistributedEnergy,ME00,hardcoal,2009,0.0145,0.0072,,,,
GlobalAmbition,ME00,hardcoal,1995,10.0411,5.0205,,,,
GlobalAmbition,ME00,hardcoal,2009,0.9815,0.4907,,,,
DistributedEnergy,ME00,pvrf,1995,991.8538,2208.6709,3425.4879,6373.4883,,
DistributedEnergy,ME00,pvrf,2008,1011.5096,2267.0053,3522.501,6508.4254,,
DistributedEnergy,ME00,pvrf,2009,981.9562,2191.8597,3401.7633,6326.7274,,
GlobalAmbition,ME00,pvrf,1995,329.0409,533.751,738.4612,990.6577,,
GlobalAmbition,ME00,pvrf,2008,335.5615,545.2063,754.8511,1013.8635,,
GlobalAmbition,ME00,pvrf,2009,325.7871,528.4326,731.0781,981.9334,,
DistributedEnergy,ME00,windon,1995,1128.9569,1628.4412,2127.9255,2359.2794,,
DistributedEnergy,ME00,windon,2008,1114.5593,1611.3853,2108.2113,2347.8599,,
DistributedEnergy,ME00,windon,2009,1112.2776,1611.531,2110.7844,2336.1225,,
GlobalAmbition,ME00,windon,1995,1128.9569,1640.6069,2152.2569,2567.6911,,
GlobalAmbition,ME00,windon,2008,1114.5593,1622.9317,2131.3041,2543.7527,,
GlobalAmbition,ME00,windon,2009,1112.2776,1623.1804,2134.0832,2547.0696,,
DistributedEnergy,MK00,battery,1995,110.0765,123.0478,136.0191,202.3632,,
DistributedEnergy,MK00,battery,2008,105.9279,123.7728,141.6178,201.4522,,
DistributedEnergy,MK00,battery,2009,105.3883,119.1022,132.8162,196.8733,,
GlobalAmbition,MK00,battery,1995,19.0043,28.9259,38.8475,62.9533,,
GlobalAmbition,MK00,battery,2008,17.3484,29.4083,41.4682,67.2377,,
GlobalAmbition,MK00,battery,2009,20.3078,30.6761,41.0445,62.9242,,
DistributedEnergy,MK00,biomass,1995,238.4055,232.2626,226.1196,209.4593,,
DistributedEnergy,MK00,biomass,2008,238.2282,232.5474,226.8666,207.9833,,
DistributedEnergy,MK00,biomass,2009,238.1312,231.5583,224.9853,211.2659,,
GlobalAmbition,MK00,biomass,1995,238.6937,238.9048,239.1159,239.1159,,
GlobalAmbition,MK00,biomass,2008,238.6937,238.9048,239.1159,239.1159,,
GlobalAmbition,MK00,biomass,2009,238.6937,238.9048,239.1159,239.1159,,
DistributedEnergy,MK00,gas,1995,985.6751,492.8375,,,,
DistributedEnergy,MK00,gas,2008,993.0655,496.9784,0.8913,,,
DistributedEnergy,MK00,gas,2009,1064.7935,532.8618,0.93,,,
GlobalAmbition,MK00,gas,1995,1241.7654,620.8827,,,,
GlobalAmbition,MK00,gas,2008,1296.1625,648.43,0.6975,,,
GlobalAmbition,MK00,gas,2009,1217.0219,608.9759,0.93,,,
DistributedEnergy,MK00,pvrf,1995,5836.3115,8480.5792,11124.847,13974.0451,,
DistributedEnergy,MK00,pvrf,2008,6068.678,8817.8294,11566.9808,14508.3801,,
DistributedEnergy,MK00,pvrf,2009,5715.1424,8241.1291,10767.1159,13698.6555,,
GlobalAmbition,MK00,pvrf,1995,805.8427,1245.0203,1684.1979,1766.2272,,
GlobalAmbition,MK00,pvrf,2008,838.5742,1295.4654,1752.3565,1837.7055,,
GlobalAmbition,MK00,pvrf,2009,790.1335,1219.5531,1648.9727,1729.2864,,
DistributedEnergy,MK00,windon,1995,169.3296,300.5386,431.7477,552.3463,,
DistributedEnergy,MK00,windon,2008,175.0862,314.5059,453.9257,587.3793,,
DistributedEnergy,MK00,windon,2009,161.7382,291.3886,421.039,551.5341,,
GlobalAmbition,MK00,windon,1995,169.5867,321.8129,474.0392,474.0392,,
GlobalAmbition,MK00,windon,2008,175.821,333.4071,490.9932,490.9932,,
GlobalAmbition,MK00,windon,2009,161.9604,307.2221,452.4838,452.4838,,
DistributedEnergy,MT00,battery,1995,41.9615,65.7375,89.5135,185.6178,,
DistributedEnergy,MT00,battery,2008,38.3845,58.8109,79.2372,186.2189,,
DistributedEnergy,MT00,battery,2009,38.4909,60.7439,82.997,178.5237,,
GlobalAmbition,MT00,battery,1995,21.4104,30.0027,38.5951,82.5713,,
GlobalAmbition,MT00,battery,2008,19.1433,27.1676,35.192,81.7225,,
GlobalAmbition,MT00,battery,2009,20.549,29.2575,37.966,84.1889,,
DistributedEnergy,MT00,gas,1995,707.6235,879.8782,1052.133,1458.8608,,
DistributedEnergy,MT00,gas,2008,806.751,1056.5407,1306.3303,1751.4892,,
DistributedEnergy,MT00,gas,2009,765.296,968.1935,1171.091,1548.3018,,
GlobalAmbition,MT00,gas,1995,801.2574,1103.1754,1405.0933,2103.5643,,
GlobalAmbition,MT00,gas,2008,911.2807,1268.3604,1625.4402,2420.3312,,
GlobalAmbition,MT00,gas,2009,875.0077,1179.4671,1483.9266,2180.0131,,
DistributedEnergy,MT00,pvrf,1995,575.0969,657.1864,739.2759,1311.1399,,
DistributedEnergy,MT00,pvrf,2008,579.6171,671.1468,762.6764,1362.8145,,
DistributedEnergy,MT00,pvrf,2009,574.7711,656.9823,739.1935,1310.4344,,
GlobalAmbition,MT00,pvrf,1995,452.3378,564.4953,676.6527,790.3147,,
GlobalAmbition,MT00,pvrf,2008,456.1082,572.5418,688.9754,804.511,,
GlobalAmbition,MT00,pvrf,2009,452.1422,565.5707,678.9991,796.7648,,
DistributedEnergy,MT00,windof,1995,97.1035,204.8033,312.5031,339.0476,,
DistributedEnergy,MT00,windof,2008,78.3411,167.1482,255.9553,271.986,,
DistributedEnergy,MT00,windof,2009,96.9406,195.9229,294.9052,292.1804,,
GlobalAmbition,MT00,windof,1995,194.7112,353.3801,512.049,636.1602,,
GlobalAmbition,MT00,windof,2008,156.8026,285.6456,414.4887,513.9926,,
GlobalAmbition,MT00,windof,2009,193.9379,352.8419,511.7459,638.4023,,
DistributedEnergy,MT00,windon,1995,509.1989,1049.5634,1589.9279,2073.7364,,
DistributedEnergy,MT00,windon,2008,404.6039,840.1723,1275.7408,1655.9128,,
DistributedEnergy,MT00,windon,2009,516.9871,1067.514,1618.0409,2094.1442,,
GlobalAmbition,MT00,windon,1995,342.8327,655.1824,967.5321,1307.8278,,
GlobalAmbition,MT00,windon,2008,272.3721,520.7134,769.0547,1040.8359,,
GlobalAmbition,MT00,windon,2009,347.8722,666.1204,984.3685,1332.5968,,
DistributedEnergy,NL00,Biofuels,1995,5626.2433,2813.1216,,,,
DistributedEnergy,NL00,Biofuels,2008,5260.6143,2630.3071,,,,
DistributedEnergy,NL00,Biofuels,2009,6782.4405,3391.2203,,,,
GlobalAmbition,NL00,Biofuels,1995,4222.7205,2111.3603,,,,
GlobalAmbition,NL00,Biofuels,2008,4000.9679,2000.484,,,,
GlobalAmbition,NL00,Biofuels,2009,5326.1097,2663.0549,,,,
DistributedEnergy,NL00,battery,1995,11047.9466,17935.9227,24823.8989,33494.1109,,
DistributedEnergy,NL00,battery,2008,10997.9857,18081.9492,25165.9127,32949.98,,
DistributedEnergy,NL00,battery,2009,10862.2232,17409.5761,23956.9291,32561.7738,,
GlobalAmbition,NL00,battery,1995,4457.262,7517.2496,10577.2373,15633.0047,,
GlobalAmbition,NL00,battery,2008,4297.7999,7495.0823,10692.3648,15613.0811,,
GlobalAmbition,NL00,battery,2009,4222.7391,7424.4572,10626.1753,15271.8219,,
DistributedEnergy,NL00,biomass,1995,2086.32,2090.826,2095.332,1850.876,,
DistributedEnergy,NL00,biomass,2008,2089.1149,2092.5784,2096.0419,1878.1234,,
DistributedEnergy,NL00,biomass,2009,2089.0961,2090.8062,2092.5162,1923.4147,,
GlobalAmbition,NL00,biomass,1995,2046.8735,1961.497,1876.1204,1842.0154,,
GlobalAmbition,NL00,biomass,2008,2052.7928,1974.928,1897.0632,1840.58,,
GlobalAmbition,NL00,biomass,2009,2053.804,2010.7256,1967.6471,1922.1163,,
DistributedEnergy,NL00,dsr,1995,,658.1611,1316.3223,1371.8473,,
DistributedEnergy,NL00,dsr,2008,,619.1277,1238.2554,1140.3746,,
DistributedEnergy,NL00,dsr,2009,,900.4989,1800.9977,1470.8759,,
GlobalAmbition,NL00,dsr,1995,11.9,93.0089,174.1179,780.8124,,
GlobalAmbition,NL00,dsr,2008,,61.6861,123.3721,637.7326,,
GlobalAmbition,NL00,dsr,2009,1.2771,51.7845,102.2919,758.8634,,
DistributedEnergy,NL00,gas,1995,24608.4142,47917.8513,71227.2883,74278.232,,
DistributedEnergy,NL00,gas,2008,21995.668,43333.22,64670.772,63845.5567,,
DistributedEnergy,NL00,gas,2009,28784.4296,55734.3328,82684.2361,81793.8353,,
GlobalAmbition,NL00,gas,1995,21028.5548,24139.6747,27250.7946,64783.9443,,
GlobalAmbition,NL00,gas,2008,18785.66,19281.867,19778.074,56389.189,,
GlobalAmbition,NL00,gas,2009,22801.4924,24198.4625,25595.4325,69638.2934,,
DistributedEnergy,NL00,nuclear,1995,3577.4128,1788.7064,,,,
DistributedEnergy,NL00,nuclear,2008,3655.4676,1827.7338,,,,
DistributedEnergy,NL00,nuclear,2009,3701.3411,1850.6705,,,,
GlobalAmbition,NL00,nuclear,1995,2856.4213,1428.2106,,,,
GlobalAmbition,NL00,nuclear,2008,2749.9626,1374.9813,,,,
GlobalAmbition,NL00,nuclear,2009,3107.017,1553.5085,,,,
DistributedEnergy,NL00,pvrf,1995,51740.4224,64493.6139,77246.8054,110004.391,,
DistributedEnergy,NL00,pvrf,2008,49310.3609,61615.0937,73919.8264,105555.1878,,
DistributedEnergy,NL00,pvrf,2009,49508.5297,61641.3032,73774.0767,106219.6762,,
GlobalAmbition,NL00,pvrf,1995,47725.3816,55330.8454,62936.3091,80581.0721,,
GlobalAmbition,NL00,pvrf,2008,45570.5719,53101.2573,60631.9427,77030.4364,,
GlobalAmbition,NL00,pvrf,2009,45861.0615,53284.8076,60708.5537,78326.7906,,
DistributedEnergy,NL00,windof,1995,61564.5473,117007.3455,172450.1437,268568.6177,,
DistributedEnergy,NL00,windof,2008,64657.144,122564.201,180471.258,282476.0292,,
DistributedEnergy,NL00,windof,2009,59398.9744,112794.5203,166190.0663,260122.9622,,
GlobalAmbition,NL00,windof,1995,82916.0438,148996.2834,215076.523,321347.4373,,
GlobalAmbition,NL00,windof,2008,87262.3229,156432.1148,225601.9067,336651.4773,,
GlobalAmbition,NL00,windof,2009,80029.6303,144504.6033,208979.5763,310881.2822,,
DistributedEnergy,NL00,windon,1995,23044.2705,30166.4354,37288.6003,36597.6227,,
DistributedEnergy,NL00,windon,2008,24400.9022,32104.5592,39808.2162,39683.573,,
DistributedEnergy,NL00,windon,2009,22064.2467,28987.4473,35910.648,39542.0263,,
GlobalAmbition,NL00,windon,1995,21938.6772,25431.7891,28924.9011,37915.5653,,
GlobalAmbition,NL00,windon,2008,23317.3021,27200.8002,31084.2983,40863.997,,
GlobalAmbition,NL00,windon,2009,20958.3404,25297.9996,29637.6588,38147.9441,,
DistributedEnergy,NOM1,battery,1995,20.4104,22.5382,24.666,27.127,,
DistributedEnergy,NOM1,battery,2008,13.8076,22.2134,30.6192,42.9687,,
DistributedEnergy,NOM1,battery,2009,10.8239,18.7317,26.6394,30.5596,,
GlobalAmbition,NOM1,battery,1995,18.8614,13.7371,8.6128,11.4216,,
GlobalAmbition,NOM1,battery,2008,12.1723,10.6952,9.2181,12.0605,,
GlobalAmbition,NOM1,battery,2009,7.4786,8.8674,10.2561,9.8595,,
DistributedEnergy,NOM1,dsr,1995,,216.8999,433.7999,41.7322,,
DistributedEnergy,NOM1,dsr,2008,,227.9286,455.8572,325.9843,,
DistributedEnergy,NOM1,dsr,2009,,312.7891,625.5782,413.5775,,
GlobalAmbition,NOM1,dsr,1995,,3.309,6.6181,174.3329,,
GlobalAmbition,NOM1,dsr,2008,,33.5026,67.0052,347.2126,,
GlobalAmbition,NOM1,dsr,2009,,32.4175,64.8351,303.5486,,
DistributedEnergy,NOM1,gas,1995,161.2288,167.3438,173.4588,163.1808,,
DistributedEnergy,NOM1,gas,2008,172.0421,172.3211,172.6,160.4339,,
DistributedEnergy,NOM1,gas,2009,169.6898,171.6196,173.5494,169.0983,,
GlobalAmbition,NOM1,gas,1995,146.2156,158.8776,171.5395,168.9416,,
GlobalAmbition,NOM1,gas,2008,160.4478,166.6724,172.8969,173.3685,,
GlobalAmbition,NOM1,gas,2009,165.5732,169.5366,173.5,171.8927,,
DistributedEnergy,NOM1,pvrf,1995,72.2798,74.598,76.9161,73.2361,,
DistributedEnergy,NOM1,pvrf,2008,84.623,84.2352,83.8474,77.132,,
DistributedEnergy,NOM1,pvrf,2009,79.0519,79.4844,79.9169,78.6589,,
GlobalAmbition,NOM1,pvrf,1995,66.8535,71.7505,76.6475,76.2987,,
GlobalAmbition,NOM1,pvrf,2008,77.3011,80.9538,84.6065,85.3038,,
GlobalAmbition,NOM1,pvrf,2009,75.6047,77.7908,79.9769,78.9686,,
DistributedEnergy,NOM1,windon,1995,13336.3203,13731.6196,14126.919,16354.2126,,
DistributedEnergy,NOM1,windon,2008,12472.5857,12639.3422,12806.0988,14555.1651,,
DistributedEnergy,NOM1,windon,2009,12934.2779,13191.6935,13449.1091,15876.1066,,
GlobalAmbition,NOM1,windon,1995,11218.2268,12024.81,12831.3933,12764.4799,,
GlobalAmbition,NOM1,windon,2008,10921.3445,11301.2724,11681.2003,11719.0216,,
GlobalAmbition,NOM1,windon,2009,11653.9494,11948.1866,12242.4238,12215.75,,
DistributedEnergy,NON1,biomass,1995,0.1543,0.1792,0.2042,0.2212,,
DistributedEnergy,NON1,biomass,2008,0.2324,0.2366,0.2409,0.2365,,
DistributedEnergy,NON1,biomass,2009,0.2012,0.2202,0.2392,0.2354,,
GlobalAmbition,NON1,biomass,1995,0.078,0.1384,0.1988,0.2438,,
GlobalAmbition,NON1,biomass,2008,0.2065,0.2239,0.2413,0.2587,,
GlobalAmbition,NON1,biomass,2009,0.1822,0.2091,0.236,0.2544,,
DistributedEnergy,NON1,dsr,1995,,50.4701,100.9402,6.8552,,
DistributedEnergy,NON1,dsr,2008,,122.8028,245.6056,266.3308,,
DistributedEnergy,NON1,dsr,2009,,130.9756,261.9512,173.6974,,
GlobalAmbition,NON1,dsr,2008,,14.9008,29.8016,375.9833,,
GlobalAmbition,NON1,dsr,2009,,18.9774,37.9547,178.6724,,
DistributedEnergy,NON1,gas,1995,1073.841,1234.199,1394.557,1479.4196,,
DistributedEnergy,NON1,gas,2008,1522.5136,1567.0059,1611.4981,1550.5529,,
DistributedEnergy,NON1,gas,2009,1342.419,1478.317,1614.215,1552.2188,,
GlobalAmbition,NON1,gas,1995,471.4748,932.4263,1393.3777,1598.2978,,
GlobalAmbition,NON1,gas,2008,1375.1459,1508.25,1641.3541,1693.3254,,
GlobalAmbition,NON1,gas,2009,1256.4665,1437.8589,1619.2513,1657.8394,,
DistributedEnergy,NON1,windon,1995,8078.2293,11270.2119,14462.1945,18500.4442,,
DistributedEnergy,NON1,windon,2008,10332.8348,12887.9922,15443.1496,17277.6255,,
DistributedEnergy,NON1,windon,2009,9738.7801,13176.9906,16615.2011,18555.9114,,
GlobalAmbition,NON1,windon,1995,2188.1531,7474.0985,12760.044,14909.84,,
GlobalAmbition,NON1,windon,2008,6643.8075,10244.3668,13844.9261,14281.6471,,
GlobalAmbition,NON1,windon,2009,6273.1168,10477.3285,14681.5402,15210.1252,,
DistributedEnergy,NOS0,battery,1995,36.2782,57.3009,78.3235,80.9946,,
DistributedEnergy,NOS0,battery,2008,25.9819,45.7051,65.4283,84.9015,,
DistributedEnergy,NOS0,battery,2009,56.7933,70.9892,85.1851,92.5937,,
GlobalAmbition,NOS0,battery,1995,21.4399,24.9362,28.4325,38.9848,,
GlobalAmbition,NOS0,battery,2008,17.8904,23.9428,29.9953,38.8003,,
GlobalAmbition,NOS0,battery,2009,22.1156,27.2528,32.39,41.1443,,
DistributedEnergy,NOS0,dsr,1995,,1575.0145,3150.029,1857.7045,,
DistributedEnergy,NOS0,dsr,2008,,1203.4013,2406.8026,1840.6178,,
DistributedEnergy,NOS0,dsr,2009,0.0,2592.3988,5184.7976,2831.4008,,
GlobalAmbition,NOS0,dsr,1995,36.2606,208.6653,381.0701,1313.3381,,
GlobalAmbition,NOS0,dsr,2008,,41.0253,82.0507,845.8763,,
GlobalAmbition,NOS0,dsr,2009,,62.3986,124.7971,1836.0721,,
DistributedEnergy,NOS0,gas,1995,435.6,455.9776,476.3552,428.5734,,
DistributedEnergy,NOS0,gas,2008,435.6,436.475,437.35,421.5,,
DistributedEnergy,NOS0,gas,2009,435.6,436.175,436.75,428.9753,,
GlobalAmbition,NOS0,gas,1995,434.1282,433.0891,432.05,427.95,,
GlobalAmbition,NOS0,gas,2008,433.85,433.05,432.25,429.8013,,
GlobalAmbition,NOS0,gas,2009,435.2,434.7946,434.3892,433.2956,,
DistributedEnergy,NOS0,pvrf,1995,46.6757,46.7069,46.7381,46.325,,
DistributedEnergy,NOS0,pvrf,2008,47.2174,47.1924,47.1675,45.786,,
DistributedEnergy,NOS0,pvrf,2009,45.2262,45.2553,45.2844,45.0717,,
GlobalAmbition,NOS0,pvrf,1995,46.6757,46.5553,46.4348,46.2547,,
GlobalAmbition,NOS0,pvrf,2008,47.0603,46.9891,46.918,46.9612,,
GlobalAmbition,NOS0,pvrf,2009,45.2262,45.2154,45.2047,45.2617,,
DistributedEnergy,NOS0,windof,1995,2223.1437,3055.6311,3888.1185,6591.5158,,
DistributedEnergy,NOS0,windof,2008,2031.3561,2789.1515,3546.9469,5897.1816,,
DistributedEnergy,NOS0,windof,2009,2108.2046,2897.2754,3686.3462,6240.7657,,
GlobalAmbition,NOS0,windof,1995,12116.3216,13732.7738,15349.226,19619.8513,,
GlobalAmbition,NOS0,windof,2008,11047.4656,12455.5924,13863.7192,17870.2903,,
GlobalAmbition,NOS0,windof,2009,11523.7003,13070.476,14617.2517,18856.6009,,
DistributedEnergy,NOS0,windon,1995,15082.0854,18626.7631,22171.4408,25593.613,,
DistributedEnergy,NOS0,windon,2008,13900.4329,17146.1529,20391.873,23121.6038,,
DistributedEnergy,NOS0,windon,2009,14312.1873,17644.85,20977.5127,24162.6032,,
GlobalAmbition,NOS0,windon,1995,12822.8634,15224.0124,17625.1615,17506.2035,,
GlobalAmbition,NOS0,windon,2008,11791.5021,13881.9454,15972.3887,16004.1372,,
GlobalAmbition,NOS0,windon,2009,12226.1292,14501.8834,16777.6376,16767.3164,,
DistributedEnergy,PL00,Biofuels,1995,2497.0224,1248.5112,,,,
DistributedEnergy,PL00,Biofuels,2008,1830.9282,915.4641,,,,
DistributedEnergy,PL00,Biofuels,2009,3071.2222,1535.6111,,,,
GlobalAmbition,PL00,Biofuels,1995,2519.1709,1259.5855,,,,
GlobalAmbition,PL00,Biofuels,2008,2043.2191,1021.6096,,,,
GlobalAmbition,PL00,Biofuels,2009,2947.5928,1473.7964,,,,
DistributedEnergy,PL00,battery,1995,6552.2358,12599.1571,18646.0783,18387.2384,,
DistributedEnergy,PL00,battery,2008,6488.4832,12578.0624,18667.6416,18831.1765,,
DistributedEnergy,PL00,battery,2009,6507.1461,12419.9715,18332.7969,18770.3858,,
GlobalAmbition,PL00,battery,1995,2537.3679,5447.2243,8357.0807,8082.6877,,
GlobalAmbition,PL00,battery,2008,2542.1802,5405.0424,8267.9045,8140.1397,,
GlobalAmbition,PL00,battery,2009,2432.6416,5305.2212,8177.8008,8098.622,,
DistributedEnergy,PL00,biomass,1995,1923.1298,1928.4231,1933.7164,1907.0562,,
DistributedEnergy,PL00,biomass,2008,1922.9579,1928.2512,1933.5444,1916.9045,,
DistributedEnergy,PL00,biomass,2009,1923.0555,1928.3484,1933.6413,1915.7611,,
GlobalAmbition,PL00,biomass,1995,1923.1298,1903.3689,1883.608,1809.1472,,
GlobalAmbition,PL00,biomass,2008,1922.9579,1910.5505,1898.143,1825.9014,,
GlobalAmbition,PL00,biomass,2009,1923.0555,1910.5872,1898.1189,1865.0984,,
DistributedEnergy,PL00,gas,1995,31263.467,60416.008,89568.549,80281.8828,,
DistributedEnergy,PL00,gas,2008,28407.718,57490.9846,86574.2511,71020.6011,,
