time_step,AT00,DE00,FR00,IT00
t_7221,97.0,96.0,98.0,141.0
t_7222,96.0,95.0,96.0,140.0
t_7223,96.0,94.0,95.0,139.0
t_7224,93.0,92.0,95.0,138.0
t_7225,106.0,114.0,92.0,150.0
t_7226,100.0,109.0,89.0,138.0
t_7227,101.0,107.0,89.0,152.0
t_7228,91.0,106.0,79.0,153.0
t_7229,102.0,107.0,79.0,153.0
t_7230,105.0,111.0,82.0,150.0
t_7231,109.0,109.0,101.0,140.0
t_7232,113.0,114.0,101.0,137.0
t_7233,112.0,109.0,84.0,130.0
t_7234,106.0,95.0,68.0,122.0
t_7235,109.0,96.0,53.0,112.0
t_7236,107.0,94.0,44.0,95.0
t_7237,100.0,95.0,43.0,99.0
t_7238,107.0,94.0,49.0,128.0
t_7239,110.0,106.0,60.0,133.0
t_7240,119.0,116.0,77.0,168.0
t_7241,129.0,121.0,85.0,227.0
t_7242,134.0,126.0,104.0,258.0
t_7243,136.0,129.0,118.0,269.0
t_7244,136.0,129.0,117.0,270.0
t_7245,131.0,124.0,108.0,260.0
t_7246,125.0,118.0,105.0,223.0
t_7247,117.0,114.0,111.0,209.0
t_7248,110.0,118.0,109.0,199.0
t_7249,106.0,114.0,92.0,150.0
t_7250,100.0,109.0,89.0,138.0
t_7251,101.0,107.0,89.0,152.0
t_7252,91.0,106.0,79.0,153.0
t_7253,102.0,107.0,79.0,153.0
t_7254,105.0,111.0,82.0,150.0
t_7255,109.0,109.0,101.0,140.0
t_7256,113.0,114.0,101.0,137.0
t_7257,112.0,109.0,84.0,130.0
t_7258,106.0,95.0,68.0,122.0
t_7259,109.0,96.0,53.0,112.0
t_7260,107.0,94.0,44.0,95.0
t_7261,100.0,95.0,43.0,99.0
t_7262,107.0,94.0,49.0,128.0
t_7263,110.0,106.0,60.0,133.0
t_7264,119.0,116.0,77.0,168.0
t_7265,129.0,121.0,85.0,227.0
t_7266,134.0,126.0,104.0,258.0
t_7267,136.0,129.0,118.0,269.0
t_7268,136.0,129.0,117.0,270.0
t_7269,131.0,124.0,108.0,260.0
t_7270,125.0,118.0,105.0,223.0
t_7271,117.0,114.0,111.0,209.0
t_7272,110.0,118.0,109.0,199.0
t_7273,106.0,114.0,92.0,150.0
t_7274,100.0,109.0,89.0,138.0
t_7275,101.0,107.0,89.0,152.0
t_7276,91.0,106.0,79.0,153.0
t_7277,102.0,107.0,79.0,153.0
t_7278,105.0,111.0,82.0,150.0
t_7279,109.0,109.0,101.0,140.0
t_7280,113.0,114.0,101.0,137.0
t_7281,112.0,109.0,84.0,130.0
t_7282,106.0,95.0,68.0,122.0
t_7283,109.0,96.0,53.0,112.0
t_7284,107.0,94.0,44.0,95.0
t_7285,100.0,95.0,43.0,99.0
t_7286,107.0,94.0,49.0,128.0
t_7287,110.0,106.0,60.0,133.0
t_7288,119.0,116.0,77.0,168.0
t_7289,129.0,121.0,85.0,227.0
t_7290,134.0,126.0,104.0,258.0
t_7291,136.0,129.0,118.0,269.0
t_7292,136.0,129.0,117.0,270.0
t_7293,131.0,124.0,108.0,260.0
t_7294,125.0,118.0,105.0,223.0
t_7295,117.0,114.0,111.0,209.0
t_7296,110.0,118.0,109.0,199.0
t_7297,106.0,114.0,92.0,150.0
t_7298,100.0,109.0,89.0,138.0
t_7299,101.0,107.0,89.0,152.0
t_7300,91.0,106.0,79.0,153.0
t_7301,102.0,107.0,79.0,153.0
t_7302,105.0,111.0,82.0,150.0
t_7303,109.0,109.0,101.0,140.0
t_7304,113.0,114.0,101.0,137.0
t_7305,112.0,109.0,84.0,130.0
t_7306,106.0,95.0,68.0,122.0
t_7307,109.0,96.0,53.0,112.0
t_7308,107.0,94.0,44.0,95.0
t_7309,100.0,95.0,43.0,99.0
t_7310,107.0,94.0,49.0,128.0
t_7311,110.0,106.0,60.0,133.0
t_7312,119.0,116.0,77.0,168.0
t_7313,129.0,121.0,85.0,227.0
t_7314,134.0,126.0,104.0,258.0
t_7315,136.0,129.0,118.0,269.0
t_7316,136.0,129.0,117.0,270.0
t_7317,131.0,124.0,108.0,260.0
t_7318,125.0,118.0,105.0,223.0
t_7319,117.0,114.0,111.0,209.0
t_7320,110.0,118.0,109.0,199.0
t_7321,106.0,114.0,92.0,150.0
t_7322,100.0,109.0,89.0,138.0
t_7323,101.0,107.0,89.0,152.0
t_7324,91.0,106.0,79.0,153.0
t_7325,102.0,107.0,79.0,153.0
t_7326,105.0,111.0,82.0,150.0
t_7327,109.0,109.0,101.0,140.0
t_7328,113.0,114.0,101.0,137.0
t_7329,112.0,109.0,84.0,130.0
t_7330,106.0,95.0,68.0,122.0
t_7331,109.0,96.0,53.0,112.0
t_7332,107.0,94.0,44.0,95.0
t_7333,100.0,95.0,43.0,99.0
t_7334,107.0,94.0,49.0,128.0
t_7335,110.0,106.0,60.0,133.0
t_7336,119.0,116.0,77.0,168.0
t_7337,129.0,121.0,85.0,227.0
t_7338,134.0,126.0,104.0,258.0
t_7339,136.0,129.0,118.0,269.0
t_7340,136.0,129.0,117.0,270.0
t_7341,131.0,124.0,108.0,260.0
t_7342,125.0,118.0,105.0,223.0
t_7343,117.0,114.0,111.0,209.0
t_7344,110.0,118.0,109.0,199.0
t_7345,89.0,114.0,85.0,155.0
t_7346,87.0,99.0,81.0,148.0
t_7347,87.0,100.0,74.0,148.0
t_7348,87.0,102.0,66.0,152.0
t_7349,86.0,96.0,67.0,136.0
t_7350,84.0,95.0,71.0,142.0
t_7351,79.0,95.0,70.0,140.0
t_7352,92.0,84.0,62.0,122.0
t_7353,88.0,82.0,59.0,97.0
t_7354,79.0,68.0,40.0,74.0
t_7355,74.0,65.0,30.0,46.0
t_7356,79.0,55.0,24.0,39.0
t_7357,71.0,65.0,26.0,40.0
t_7358,78.0,64.0,26.0,69.0
t_7359,84.0,75.0,37.0,92.0
t_7360,90.0,92.0,52.0,118.0
t_7361,99.0,107.0,68.0,138.0
t_7362,101.0,112.0,95.0,143.0
t_7363,102.0,106.0,101.0,146.0
t_7364,102.0,107.0,102.0,146.0
t_7365,100.0,111.0,96.0,143.0
t_7366,101.0,107.0,87.0,137.0
t_7367,99.0,105.0,86.0,136.0
t_7368,86.0,95.0,87.0,154.0
t_7369,89.0,92.0,89.0,136.0
t_7370,86.0,87.0,83.0,136.0
t_7371,84.0,88.0,73.0,138.0
t_7372,82.0,85.0,67.0,137.0
t_7373,81.0,84.0,61.0,136.0
t_7374,80.0,83.0,63.0,131.0
t_7375,72.0,76.0,58.0,94.0
t_7376,70.0,74.0,47.0,86.0
t_7377,69.0,66.0,37.0,53.0
t_7378,63.0,55.0,24.0,38.0
t_7379,60.0,51.0,14.0,23.0
t_7380,60.0,52.0,13.0,17.0
t_7381,63.0,54.0,14.0,28.0
t_7382,61.0,57.0,16.0,42.0
t_7383,71.0,75.0,25.0,81.0
t_7384,79.0,84.0,43.0,101.0
t_7385,89.0,84.0,57.0,127.0
t_7386,95.0,92.0,86.0,139.0
t_7387,98.0,96.0,98.0,137.0
t_7388,99.0,97.0,103.0,139.0
t_7389,97.0,96.0,98.0,141.0
t_7390,96.0,95.0,96.0,140.0
t_7391,96.0,94.0,95.0,139.0
t_7392,93.0,92.0,95.0,138.0
t_7393,106.0,114.0,92.0,150.0
t_7394,100.0,109.0,89.0,138.0
t_7395,101.0,107.0,89.0,152.0
t_7396,91.0,106.0,79.0,153.0
t_7397,102.0,107.0,79.0,153.0
t_7398,105.0,111.0,82.0,150.0
t_7399,109.0,109.0,101.0,140.0
t_7400,113.0,114.0,101.0,137.0
t_7401,112.0,109.0,84.0,130.0
t_7402,106.0,95.0,68.0,122.0
t_7403,109.0,96.0,53.0,112.0
t_7404,107.0,94.0,44.0,95.0
t_7405,100.0,95.0,43.0,99.0
t_7406,107.0,94.0,49.0,128.0
t_7407,110.0,106.0,60.0,133.0
t_7408,119.0,116.0,77.0,168.0
t_7409,129.0,121.0,85.0,227.0
t_7410,134.0,126.0,104.0,258.0
t_7411,136.0,129.0,118.0,269.0
t_7412,136.0,129.0,117.0,270.0
t_7413,131.0,124.0,108.0,260.0
t_7414,125.0,118.0,105.0,223.0
t_7415,117.0,114.0,111.0,209.0
t_7416,110.0,118.0,109.0,199.0
t_7417,106.0,114.0,92.0,150.0
t_7418,100.0,109.0,89.0,138.0
t_7419,101.0,107.0,89.0,152.0
t_7420,91.0,106.0,79.0,153.0
t_7421,102.0,107.0,79.0,153.0
t_7422,105.0,111.0,82.0,150.0
t_7423,109.0,109.0,101.0,140.0
t_7424,113.0,114.0,101.0,137.0
t_7425,112.0,109.0,84.0,130.0
t_7426,106.0,95.0,68.0,122.0
t_7427,109.0,96.0,53.0,112.0
t_7428,107.0,94.0,44.0,95.0
t_7429,100.0,95.0,43.0,99.0
t_7430,107.0,94.0,49.0,128.0
t_7431,110.0,106.0,60.0,133.0
t_7432,119.0,116.0,77.0,168.0
t_7433,129.0,121.0,85.0,227.0
t_7434,134.0,126.0,104.0,258.0
t_7435,136.0,129.0,118.0,269.0
t_7436,136.0,129.0,117.0,270.0
t_7437,131.0,124.0,108.0,260.0
t_7438,125.0,118.0,105.0,223.0
t_7439,117.0,114.0,111.0,209.0
t_7440,110.0,118.0,109.0,199.0
t_7441,106.0,114.0,92.0,150.0
t_7442,100.0,109.0,89.0,138.0
t_7443,101.0,107.0,89.0,152.0
t_7444,91.0,106.0,79.0,153.0
t_7445,102.0,107.0,79.0,153.0
t_7446,105.0,111.0,82.0,150.0
t_7447,109.0,109.0,101.0,140.0
t_7448,113.0,114.0,101.0,137.0
t_7449,112.0,109.0,84.0,130.0
t_7450,106.0,95.0,68.0,122.0
t_7451,109.0,96.0,53.0,112.0
t_7452,107.0,94.0,44.0,95.0
t_7453,100.0,95.0,43.0,99.0
t_7454,107.0,94.0,49.0,128.0
t_7455,110.0,106.0,60.0,133.0
t_7456,119.0,116.0,77.0,168.0
t_7457,129.0,121.0,85.0,227.0
t_7458,134.0,126.0,104.0,258.0
t_7459,136.0,129.0,118.0,269.0
t_7460,136.0,129.0,117.0,270.0
t_7461,131.0,124.0,108.0,260.0
t_7462,125.0,118.0,105.0,223.0
t_7463,117.0,114.0,111.0,209.0
t_7464,110.0,118.0,109.0,199.0
t_7465,106.0,114.0,92.0,150.0
t_7466,100.0,109.0,89.0,138.0
t_7467,101.0,107.0,89.0,152.0
t_7468,91.0,106.0,79.0,153.0
t_7469,102.0,107.0,79.0,153.0
t_7470,105.0,111.0,82.0,150.0
t_7471,109.0,109.0,101.0,140.0
t_7472,113.0,114.0,101.0,137.0
t_7473,112.0,109.0,84.0,130.0
t_7474,106.0,95.0,68.0,122.0
t_7475,109.0,96.0,53.0,112.0
t_7476,107.0,94.0,44.0,95.0
t_7477,100.0,95.0,43.0,99.0
t_7478,107.0,94.0,49.0,128.0
t_7479,110.0,106.0,60.0,133.0
t_7480,119.0,116.0,77.0,168.0
t_7481,129.0,121.0,85.0,227.0
t_7482,134.0,126.0,104.0,258.0
t_7483,136.0,129.0,118.0,269.0
t_7484,136.0,129.0,117.0,270.0
t_7485,131.0,124.0,108.0,260.0
t_7486,125.0,118.0,105.0,223.0
t_7487,117.0,114.0,111.0,209.0
t_7488,110.0,118.0,109.0,199.0
t_7489,106.0,114.0,92.0,150.0
t_7490,100.0,109.0,89.0,138.0
t_7491,101.0,107.0,89.0,152.0
t_7492,91.0,106.0,79.0,153.0
t_7493,102.0,107.0,79.0,153.0
t_7494,105.0,111.0,82.0,150.0
t_7495,109.0,109.0,101.0,140.0
t_7496,113.0,114.0,101.0,137.0
t_7497,112.0,109.0,84.0,130.0
t_7498,106.0,95.0,68.0,122.0
t_7499,109.0,96.0,53.0,112.0
t_7500,107.0,94.0,44.0,95.0
t_7501,100.0,95.0,43.0,99.0
t_7502,107.0,94.0,49.0,128.0
t_7503,110.0,106.0,60.0,133.0
t_7504,119.0,116.0,77.0,168.0
t_7505,129.0,121.0,85.0,227.0
t_7506,134.0,126.0,104.0,258.0
t_7507,136.0,129.0,118.0,269.0
t_7508,136.0,129.0,117.0,270.0
t_7509,131.0,124.0,108.0,260.0
t_7510,125.0,118.0,105.0,223.0
t_7511,117.0,114.0,111.0,209.0
t_7512,110.0,118.0,109.0,199.0
t_7513,89.0,114.0,85.0,155.0
t_7514,87.0,99.0,81.0,148.0
t_7515,87.0,100.0,74.0,148.0
t_7516,87.0,102.0,66.0,152.0
t_7517,86.0,96.0,67.0,136.0
t_7518,84.0,95.0,71.0,142.0
t_7519,79.0,95.0,70.0,140.0
t_7520,92.0,84.0,62.0,122.0
t_7521,88.0,82.0,59.0,97.0
t_7522,79.0,68.0,40.0,74.0
t_7523,74.0,65.0,30.0,46.0
t_7524,79.0,55.0,24.0,39.0
t_7525,71.0,65.0,26.0,40.0
t_7526,78.0,64.0,26.0,69.0
t_7527,84.0,75.0,37.0,92.0
t_7528,90.0,92.0,52.0,118.0
t_7529,99.0,107.0,68.0,138.0
t_7530,101.0,112.0,95.0,143.0
t_7531,102.0,106.0,101.0,146.0
t_7532,102.0,107.0,102.0,146.0
t_7533,100.0,111.0,96.0,143.0
t_7534,101.0,107.0,87.0,137.0
t_7535,99.0,105.0,86.0,136.0
t_7536,86.0,95.0,87.0,154.0
t_7537,89.0,92.0,89.0,136.0
t_7538,86.0,87.0,83.0,136.0
t_7539,84.0,88.0,73.0,138.0
t_7540,82.0,85.0,67.0,137.0
t_7541,81.0,84.0,61.0,136.0
t_7542,80.0,83.0,63.0,131.0
t_7543,72.0,76.0,58.0,94.0
t_7544,70.0,74.0,47.0,86.0
t_7545,69.0,66.0,37.0,53.0
t_7546,63.0,55.0,24.0,38.0
t_7547,60.0,51.0,14.0,23.0
t_7548,60.0,52.0,13.0,17.0
t_7549,63.0,54.0,14.0,28.0
t_7550,61.0,57.0,16.0,42.0
t_7551,71.0,75.0,25.0,81.0
t_7552,79.0,84.0,43.0,101.0
t_7553,89.0,84.0,57.0,127.0
t_7554,95.0,92.0,86.0,139.0
t_7555,98.0,96.0,98.0,137.0
t_7556,99.0,97.0,103.0,139.0
t_7557,97.0,96.0,98.0,141.0
t_7558,96.0,95.0,96.0,140.0
t_7559,96.0,94.0,95.0,139.0
t_7560,93.0,92.0,95.0,138.0
t_7561,106.0,114.0,92.0,150.0
t_7562,100.0,109.0,89.0,138.0
t_7563,101.0,107.0,89.0,152.0
t_7564,91.0,106.0,79.0,153.0
t_7565,102.0,107.0,79.0,153.0
t_7566,105.0,111.0,82.0,150.0
t_7567,109.0,109.0,101.0,140.0
t_7568,113.0,114.0,101.0,137.0
t_7569,112.0,109.0,84.0,130.0
t_7570,106.0,95.0,68.0,122.0
t_7571,109.0,96.0,53.0,112.0
t_7572,107.0,94.0,44.0,95.0
t_7573,100.0,95.0,43.0,99.0
t_7574,107.0,94.0,49.0,128.0
t_7575,110.0,106.0,60.0,133.0
t_7576,119.0,116.0,77.0,168.0
t_7577,129.0,121.0,85.0,227.0
t_7578,134.0,126.0,104.0,258.0
t_7579,136.0,129.0,118.0,269.0
t_7580,136.0,129.0,117.0,270.0
t_7581,131.0,124.0,108.0,260.0
t_7582,125.0,118.0,105.0,223.0
t_7583,117.0,114.0,111.0,209.0
t_7584,110.0,118.0,109.0,199.0
t_7585,106.0,114.0,92.0,150.0
t_7586,100.0,109.0,89.0,138.0
t_7587,101.0,107.0,89.0,152.0
t_7588,91.0,106.0,79.0,153.0
t_7589,102.0,107.0,79.0,153.0
t_7590,105.0,111.0,82.0,150.0
t_7591,109.0,109.0,101.0,140.0
t_7592,113.0,114.0,101.0,137.0
t_7593,112.0,109.0,84.0,130.0
t_7594,106.0,95.0,68.0,122.0
t_7595,109.0,96.0,53.0,112.0
t_7596,107.0,94.0,44.0,95.0
t_7597,100.0,95.0,43.0,99.0
t_7598,107.0,94.0,49.0,128.0
t_7599,110.0,106.0,60.0,133.0
t_7600,119.0,116.0,77.0,168.0
t_7601,129.0,121.0,85.0,227.0
t_7602,134.0,126.0,104.0,258.0
t_7603,136.0,129.0,118.0,269.0
t_7604,136.0,129.0,117.0,270.0
t_7605,131.0,124.0,108.0,260.0
t_7606,125.0,118.0,105.0,223.0
t_7607,117.0,114.0,111.0,209.0
t_7608,110.0,118.0,109.0,199.0
t_7609,106.0,114.0,92.0,150.0
t_7610,100.0,109.0,89.0,138.0
t_7611,101.0,107.0,89.0,152.0
t_7612,91.0,106.0,79.0,153.0
t_7613,102.0,107.0,79.0,153.0
t_7614,105.0,111.0,82.0,150.0
t_7615,109.0,109.0,101.0,140.0
t_7616,113.0,114.0,101.0,137.0
t_7617,112.0,109.0,84.0,130.0
t_7618,106.0,95.0,68.0,122.0
t_7619,109.0,96.0,53.0,112.0
t_7620,107.0,94.0,44.0,95.0
t_7621,100.0,95.0,43.0,99.0
t_7622,107.0,94.0,49.0,128.0
t_7623,110.0,106.0,60.0,133.0
t_7624,119.0,116.0,77.0,168.0
t_7625,129.0,121.0,85.0,227.0
t_7626,134.0,126.0,104.0,258.0
t_7627,136.0,129.0,118.0,269.0
t_7628,136.0,129.0,117.0,270.0
t_7629,131.0,124.0,108.0,260.0
t_7630,125.0,118.0,105.0,223.0
t_7631,117.0,114.0,111.0,209.0
t_7632,110.0,118.0,109.0,199.0
t_7633,106.0,114.0,92.0,150.0
t_7634,100.0,109.0,89.0,138.0
t_7635,101.0,107.0,89.0,152.0
t_7636,91.0,106.0,79.0,153.0
t_7637,102.0,107.0,79.0,153.0
t_7638,105.0,111.0,82.0,150.0
t_7639,109.0,109.0,101.0,140.0
t_7640,113.0,114.0,101.0,137.0
t_7641,112.0,109.0,84.0,130.0
t_7642,106.0,95.0,68.0,122.0
t_7643,109.0,96.0,53.0,112.0
t_7644,107.0,94.0,44.0,95.0
t_7645,100.0,95.0,43.0,99.0
t_7646,107.0,94.0,49.0,128.0
t_7647,110.0,106.0,60.0,133.0
t_7648,119.0,116.0,77.0,168.0
t_7649,129.0,121.0,85.0,227.0
t_7650,134.0,126.0,104.0,258.0
t_7651,136.0,129.0,118.0,269.0
t_7652,136.0,129.0,117.0,270.0
t_7653,131.0,124.0,108.0,260.0
t_7654,125.0,118.0,105.0,223.0
t_7655,117.0,114.0,111.0,209.0
t_7656,110.0,118.0,109.0,199.0
t_7657,106.0,114.0,92.0,150.0
t_7658,100.0,109.0,89.0,138.0
t_7659,101.0,107.0,89.0,152.0
t_7660,91.0,106.0,79.0,153.0
t_7661,102.0,107.0,79.0,153.0
t_7662,105.0,111.0,82.0,150.0
t_7663,109.0,109.0,101.0,140.0
t_7664,113.0,114.0,101.0,137.0
t_7665,112.0,109.0,84.0,130.0
t_7666,106.0,95.0,68.0,122.0
t_7667,109.0,96.0,53.0,112.0
t_7668,107.0,94.0,44.0,95.0
t_7669,100.0,95.0,43.0,99.0
t_7670,107.0,94.0,49.0,128.0
t_7671,110.0,106.0,60.0,133.0
t_7672,119.0,116.0,77.0,168.0
t_7673,129.0,121.0,85.0,227.0
t_7674,134.0,126.0,104.0,258.0
t_7675,136.0,129.0,118.0,269.0
t_7676,136.0,129.0,117.0,270.0
t_7677,131.0,124.0,108.0,260.0
t_7678,125.0,118.0,105.0,223.0
t_7679,117.0,114.0,111.0,209.0
t_7680,110.0,118.0,109.0,199.0
t_7681,89.0,114.0,85.0,155.0
t_7682,87.0,99.0,81.0,148.0
t_7683,87.0,100.0,74.0,148.0
t_7684,87.0,102.0,66.0,152.0
t_7685,86.0,96.0,67.0,136.0
t_7686,84.0,95.0,71.0,142.0
t_7687,79.0,95.0,70.0,140.0
t_7688,92.0,84.0,62.0,122.0
t_7689,88.0,82.0,59.0,97.0
t_7690,79.0,68.0,40.0,74.0
t_7691,74.0,65.0,30.0,46.0
t_7692,79.0,55.0,24.0,39.0
t_7693,71.0,65.0,26.0,40.0
t_7694,78.0,64.0,26.0,69.0
t_7695,84.0,75.0,37.0,92.0
t_7696,90.0,92.0,52.0,118.0
t_7697,99.0,107.0,68.0,138.0
t_7698,101.0,112.0,95.0,143.0
t_7699,102.0,106.0,101.0,146.0
t_7700,102.0,107.0,102.0,146.0
t_7701,100.0,111.0,96.0,143.0
t_7702,101.0,107.0,87.0,137.0
t_7703,99.0,105.0,86.0,136.0
t_7704,86.0,95.0,87.0,154.0
t_7705,89.0,92.0,89.0,136.0
t_7706,86.0,87.0,83.0,136.0
t_7707,84.0,88.0,73.0,138.0
t_7708,82.0,85.0,67.0,137.0
t_7709,81.0,84.0,61.0,136.0
t_7710,80.0,83.0,63.0,131.0
t_7711,72.0,76.0,58.0,94.0
t_7712,70.0,74.0,47.0,86.0
t_7713,69.0,66.0,37.0,53.0
t_7714,63.0,55.0,24.0,38.0
t_7715,60.0,51.0,14.0,23.0
t_7716,60.0,52.0,13.0,17.0
t_7717,63.0,54.0,14.0,28.0
t_7718,61.0,57.0,16.0,42.0
t_7719,71.0,75.0,25.0,81.0
t_7720,79.0,84.0,43.0,101.0
t_7721,89.0,84.0,57.0,127.0
t_7722,95.0,92.0,86.0,139.0
t_7723,98.0,96.0,98.0,137.0
t_7724,99.0,97.0,103.0,139.0
t_7725,97.0,96.0,98.0,141.0
t_7726,96.0,95.0,96.0,140.0
t_7727,96.0,94.0,95.0,139.0
t_7728,93.0,92.0,95.0,138.0
t_7729,106.0,114.0,92.0,150.0
t_7730,100.0,109.0,89.0,138.0
t_7731,101.0,107.0,89.0,152.0
t_7732,91.0,106.0,79.0,153.0
t_7733,102.0,107.0,79.0,153.0
t_7734,105.0,111.0,82.0,150.0
t_7735,109.0,109.0,101.0,140.0
t_7736,113.0,114.0,101.0,137.0
t_7737,112.0,109.0,84.0,130.0
t_7738,106.0,95.0,68.0,122.0
t_7739,109.0,96.0,53.0,112.0
t_7740,107.0,94.0,44.0,95.0
t_7741,100.0,95.0,43.0,99.0
t_7742,107.0,94.0,49.0,128.0
t_7743,110.0,106.0,60.0,133.0
t_7744,119.0,116.0,77.0,168.0
t_7745,129.0,121.0,85.0,227.0
t_7746,134.0,126.0,104.0,258.0
t_7747,136.0,129.0,118.0,269.0
t_7748,136.0,129.0,117.0,270.0
t_7749,131.0,124.0,108.0,260.0
t_7750,125.0,118.0,105.0,223.0
t_7751,117.0,114.0,111.0,209.0
t_7752,110.0,118.0,109.0,199.0
t_7753,106.0,114.0,92.0,150.0
t_7754,100.0,109.0,89.0,138.0
t_7755,101.0,107.0,89.0,152.0
t_7756,91.0,106.0,79.0,153.0
t_7757,102.0,107.0,79.0,153.0
t_7758,105.0,111.0,82.0,150.0
t_7759,109.0,109.0,101.0,140.0
t_7760,113.0,114.0,101.0,137.0
t_7761,112.0,109.0,84.0,130.0
t_7762,106.0,95.0,68.0,122.0
t_7763,109.0,96.0,53.0,112.0
t_7764,107.0,94.0,44.0,95.0
t_7765,100.0,95.0,43.0,99.0
t_7766,107.0,94.0,49.0,128.0
t_7767,110.0,106.0,60.0,133.0
t_7768,119.0,116.0,77.0,168.0
t_7769,129.0,121.0,85.0,227.0
t_7770,134.0,126.0,104.0,258.0
t_7771,136.0,129.0,118.0,269.0
t_7772,136.0,129.0,117.0,270.0
t_7773,131.0,124.0,108.0,260.0
t_7774,125.0,118.0,105.0,223.0
t_7775,117.0,114.0,111.0,209.0
t_7776,110.0,118.0,109.0,199.0
t_7777,106.0,114.0,92.0,150.0
t_7778,100.0,109.0,89.0,138.0
t_7779,101.0,107.0,89.0,152.0
t_7780,91.0,106.0,79.0,153.0
t_7781,102.0,107.0,79.0,153.0
t_7782,105.0,111.0,82.0,150.0
t_7783,109.0,109.0,101.0,140.0
t_7784,113.0,114.0,101.0,137.0
t_7785,112.0,109.0,84.0,130.0
t_7786,106.0,95.0,68.0,122.0
t_7787,109.0,96.0,53.0,112.0
t_7788,107.0,94.0,44.0,95.0
t_7789,100.0,95.0,43.0,99.0
t_7790,107.0,94.0,49.0,128.0
t_7791,110.0,106.0,60.0,133.0
t_7792,119.0,116.0,77.0,168.0
t_7793,129.0,121.0,85.0,227.0
t_7794,134.0,126.0,104.0,258.0
t_7795,136.0,129.0,118.0,269.0
t_7796,136.0,129.0,117.0,270.0
t_7797,131.0,124.0,108.0,260.0
t_7798,125.0,118.0,105.0,223.0
t_7799,117.0,114.0,111.0,209.0
t_7800,110.0,118.0,109.0,199.0
t_7801,106.0,114.0,92.0,150.0
t_7802,100.0,109.0,89.0,138.0
t_7803,101.0,107.0,89.0,152.0
t_7804,91.0,106.0,79.0,153.0
t_7805,102.0,107.0,79.0,153.0
t_7806,105.0,111.0,82.0,150.0
t_7807,109.0,109.0,101.0,140.0
t_7808,113.0,114.0,101.0,137.0
t_7809,112.0,109.0,84.0,130.0
t_7810,106.0,95.0,68.0,122.0
t_7811,109.0,96.0,53.0,112.0
t_7812,107.0,94.0,44.0,95.0
t_7813,100.0,95.0,43.0,99.0
t_7814,107.0,94.0,49.0,128.0
t_7815,110.0,106.0,60.0,133.0
t_7816,119.0,116.0,77.0,168.0
t_7817,129.0,121.0,85.0,227.0
t_7818,134.0,126.0,104.0,258.0
t_7819,136.0,129.0,118.0,269.0
t_7820,136.0,129.0,117.0,270.0
t_7821,131.0,124.0,108.0,260.0
t_7822,125.0,118.0,105.0,223.0
t_7823,117.0,114.0,111.0,209.0
t_7824,110.0,118.0,109.0,199.0
t_7825,106.0,114.0,92.0,150.0
t_7826,100.0,109.0,89.0,138.0
t_7827,101.0,107.0,89.0,152.0
t_7828,91.0,106.0,79.0,153.0
t_7829,102.0,107.0,79.0,153.0
t_7830,105.0,111.0,82.0,150.0
t_7831,109.0,109.0,101.0,140.0
t_7832,113.0,114.0,101.0,137.0
t_7833,112.0,109.0,84.0,130.0
t_7834,106.0,95.0,68.0,122.0
t_7835,109.0,96.0,53.0,112.0
t_7836,107.0,94.0,44.0,95.0
t_7837,100.0,95.0,43.0,99.0
t_7838,107.0,94.0,49.0,128.0
t_7839,110.0,106.0,60.0,133.0
t_7840,119.0,116.0,77.0,168.0
t_7841,129.0,121.0,85.0,227.0
t_7842,134.0,126.0,104.0,258.0
t_7843,136.0,129.0,118.0,269.0
t_7844,136.0,129.0,117.0,270.0
t_7845,131.0,124.0,108.0,260.0
t_7846,125.0,118.0,105.0,223.0
t_7847,117.0,114.0,111.0,209.0
t_7848,110.0,118.0,109.0,199.0
t_7849,89.0,114.0,85.0,155.0
t_7850,87.0,99.0,81.0,148.0
t_7851,87.0,100.0,74.0,148.0
t_7852,87.0,102.0,66.0,152.0
t_7853,86.0,96.0,67.0,136.0
t_7854,84.0,95.0,71.0,142.0
t_7855,79.0,95.0,70.0,140.0
t_7856,92.0,84.0,62.0,122.0
t_7857,88.0,82.0,59.0,97.0
t_7858,79.0,68.0,40.0,74.0
t_7859,74.0,65.0,30.0,46.0
t_7860,79.0,55.0,24.0,39.0
t_7861,71.0,65.0,26.0,40.0
t_7862,78.0,64.0,26.0,69.0
t_7863,84.0,75.0,37.0,92.0
t_7864,90.0,92.0,52.0,118.0
t_7865,99.0,107.0,68.0,138.0
t_7866,101.0,112.0,95.0,143.0
t_7867,102.0,106.0,101.0,146.0
t_7868,102.0,107.0,102.0,146.0
t_7869,100.0,111.0,96.0,143.0
t_7870,101.0,107.0,87.0,137.0
t_7871,99.0,105.0,86.0,136.0
t_7872,86.0,95.0,87.0,154.0
t_7873,89.0,92.0,89.0,136.0
t_7874,86.0,87.0,83.0,136.0
t_7875,84.0,88.0,73.0,138.0
t_7876,82.0,85.0,67.0,137.0
t_7877,81.0,84.0,61.0,136.0
t_7878,80.0,83.0,63.0,131.0
t_7879,72.0,76.0,58.0,94.0
t_7880,70.0,74.0,47.0,86.0
t_7881,69.0,66.0,37.0,53.0
t_7882,63.0,55.0,24.0,38.0
t_7883,60.0,51.0,14.0,23.0
t_7884,60.0,52.0,13.0,17.0
t_7885,63.0,54.0,14.0,28.0
